,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Ordinary Shares Number,18224779.0,16495690.0,15691202.0,15397948.0,
Share Issued,18224779.0,16495690.0,15691202.0,15397948.0,
Net Debt,42774747.0,49803915.0,43923024.0,59895698.0,
Total Debt,43000000.0,50000000.0,44000000.0,60000000.0,
Tangible Book Value,284889146.0,236059677.0,230639781.0,298816134.0,
Invested Capital,327889146.0,286059677.0,274639781.0,358816134.0,
Net Tangible Assets,284889146.0,236059677.0,230639781.0,298816134.0,
Common Stock Equity,284889146.0,236059677.0,230639781.0,298816134.0,
Total Capitalization,327889146.0,286059677.0,274639781.0,358816134.0,
Total Equity Gross Minority Interest,284889146.0,236059677.0,230639781.0,298816134.0,
Stockholders Equity,284889146.0,236059677.0,230639781.0,298816134.0,
Retained Earnings,-91768811.0,-120846657.0,-127748379.0,2897229.0,
Additional Paid In Capital,376657775.0,356906169.0,358388003.0,356667491.0,
Capital Stock,182.0,165.0,157.0,154.0,
Common Stock,182.0,165.0,157.0,154.0,
Total Liabilities Net Minority Interest,47544335.0,51770291.0,44691930.0,61054498.0,
Long Term Debt And Capital Lease Obligation,43000000.0,50000000.0,44000000.0,60000000.0,
Payables,4472480.0,1742085.0,688891.0,1032257.0,
Other Payable,575725.0,520110.0,520367.0,462008.0,
Accounts Payable,3896755.0,1221975.0,168524.0,570249.0,
Total Assets,332433481.0,287829968.0,275331711.0,359870632.0,
Investments And Advances,327617131.0,283438017.0,271640069.0,355704606.0,
Investmentin Financial Assets,327617131.0,283438017.0,271640069.0,355704606.0,
Available For Sale Securities,7526776.0,6376748.0,270741.0,6016839.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,320090355.0,277061269.0,271369328.0,349687767.0,
Prepaid Assets,,,299790.0,316950.0,9303.0
Receivables,4397695.0,3901794.0,3314876.0,3744774.0,
Cash And Cash Equivalents,225253.0,196085.0,76976.0,104302.0,
Cash Financial,225253.0,196085.0,76976.0,104302.0,
Cash Cash Equivalents And Federal Funds Sold,225253.0,196085.0,76976.0,104302.0,
