,2023-04-30,2022-04-30
Free Cash Flow,-5414504.0,-10361174.0
Repayment Of Debt,-1071709.0,-1420987.0
Issuance Of Debt,247000.0,7923351.0
Issuance Of Capital Stock,4282274.0,98253.0
Capital Expenditure,-452451.0,-4984367.0
End Cash Position,1256868.0,2095401.0
Beginning Cash Position,2095401.0,598504.0
Changes In Cash,-838533.0,1496897.0
Financing Cash Flow,3041253.0,10281427.0
Cash Flow From Continuing Financing Activities,3041253.0,10281427.0
Net Other Financing Charges,-416312.0,3680810.0
Net Common Stock Issuance,4282274.0,98253.0
Common Stock Issuance,4282274.0,98253.0
Net Issuance Payments Of Debt,-824709.0,6502364.0
Net Long Term Debt Issuance,-824709.0,6502364.0
Long Term Debt Payments,-1071709.0,-1420987.0
Long Term Debt Issuance,247000.0,7923351.0
Investing Cash Flow,1082267.0,-3407723.0
Cash Flow From Continuing Investing Activities,1082267.0,-3407723.0
Net Investment Purchase And Sale,0.0,-115000.0
Purchase Of Investment,0.0,-115000.0
Net Investment Properties Purchase And Sale,1539997.0,1691644.0
Sale Of Investment Properties,1539997.0,1691644.0
Purchase Of Investment Properties,,-4337460.0
Net Business Purchase And Sale,-25000.0,0.0
Purchase Of Business,-25000.0,0.0
Net PPE Purchase And Sale,19721.0,-4386691.0
Sale Of PPE,19721.0,
Purchase Of PPE,,-4386691.0
Capital Expenditure Reported,-452451.0,-597676.0
Operating Cash Flow,-4962053.0,-5376807.0
Cash Flow From Continuing Operating Activities,-4962053.0,-5376807.0
Change In Working Capital,355345.0,-101420.0
Change In Other Current Assets,-81689.0,-116754.0
Change In Payables And Accrued Expense,296174.0,149150.0
Change In Accrued Expense,60741.0,67773.0
Change In Payable,235433.0,81377.0
Change In Account Payable,235433.0,81377.0
Change In Prepaid Assets,96038.0,0.0
Change In Receivables,44822.0,-133816.0
Changes In Account Receivables,65696.0,-133816.0
Depreciation Amortization Depletion,157802.0,151478.0
Depreciation And Amortization,157802.0,151478.0
Operating Gains Losses,-22817.0,-34853.0
Gain Loss On Investment Securities,-22817.0,-34853.0
Gain Loss On Sale Of PPE,0.0,0.0
Net Income From Continuing Operations,-5452383.0,-5392012.0
