,2024-11-30,2023-11-30,2022-11-30,2021-11-30,2020-11-30
Ordinary Shares Number,8199220.0,8199220.0,9110245.0,9110245.0,
Share Issued,8199220.0,8199220.0,9110245.0,9110245.0,
Tangible Book Value,73568010.0,68795142.0,76685028.0,98774396.0,
Net Tangible Assets,73568010.0,68795142.0,76685028.0,98774396.0,
Common Stock Equity,73568010.0,68795142.0,76685028.0,98774396.0,
Total Equity Gross Minority Interest,73568010.0,68795142.0,76685028.0,98774396.0,
Stockholders Equity,73568010.0,68795142.0,76685028.0,98774396.0,
Retained Earnings,-4787429.0,-9579277.0,-8683172.0,13367053.0,
Capital Stock,78355439.0,78374419.0,85368200.0,85407343.0,
Common Stock,78355439.0,78374419.0,85368200.0,85407343.0,
Total Liabilities Net Minority Interest,44940992.0,45670034.0,52390918.0,57554420.0,
Preferred Securities Outside Stock Equity,37200000.0,43774884.0,48735868.0,48696725.0,
Payables,7626139.0,1794194.0,3559164.0,8766837.0,
Other Payable,6770272.0,500.0,2761156.0,3707227.0,
Accounts Payable,855867.0,1793694.0,798008.0,5059610.0,
Total Assets,118509002.0,114465176.0,129075946.0,156328816.0,
Investments And Advances,116723832.0,112784931.0,127298247.0,148421085.0,
Investmentin Financial Assets,116723832.0,112784931.0,127298247.0,148421085.0,
Available For Sale Securities,,,,,148968350.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,116723832.0,112784931.0,127298247.0,148421085.0,
Receivables,1751706.0,1678229.0,1775684.0,4765560.0,
Cash And Cash Equivalents,31456.0,,,3140153.0,2058944.0
Cash Financial,31456.0,,,3140153.0,2058944.0
Cash Cash Equivalents And Federal Funds Sold,31456.0,,,3140153.0,2058944.0
