,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,192139000.0,526692000.0,656562000.0,631474000.0,
Repurchase Of Capital Stock,-404141000.0,-223858000.0,-418859000.0,-313397000.0,
Repayment Of Debt,-541250000.0,-417068000.0,-112257000.0,-527865000.0,
Issuance Of Debt,1135591000.0,414751000.0,547027000.0,691496000.0,
Issuance Of Capital Stock,28665000.0,24663000.0,23371000.0,19408000.0,
Capital Expenditure,-66699000.0,-76130000.0,-79964000.0,-87210000.0,
Interest Paid Supplemental Data,155848000.0,115578000.0,64699000.0,60955000.0,
Income Tax Paid Supplemental Data,335911000.0,256394000.0,127069000.0,176711000.0,
End Cash Position,554257000.0,404862000.0,695910000.0,990955000.0,
Beginning Cash Position,404862000.0,695910000.0,990955000.0,741901000.0,
Changes In Cash,149395000.0,-291048000.0,-295045000.0,249054000.0,
Financing Cash Flow,-18803000.0,-425854000.0,-163846000.0,-311346000.0,
Cash Flow From Continuing Financing Activities,-18803000.0,-425854000.0,-163846000.0,-311346000.0,
Net Other Financing Charges,,,,-11669000.0,-81493000.0
Proceeds From Stock Option Exercised,15745000.0,11384000.0,5929000.0,11747000.0,
Cash Dividends Paid,-253413000.0,-235726000.0,-209057000.0,-181066000.0,
Common Stock Dividend Paid,,-235726000.0,-209057000.0,-181066000.0,-146602000.0
Net Common Stock Issuance,-375476000.0,-199195000.0,-395488000.0,-293989000.0,
Common Stock Payments,-404141000.0,-223858000.0,-418859000.0,-313397000.0,
Common Stock Issuance,28665000.0,24663000.0,23371000.0,19408000.0,
Net Issuance Payments Of Debt,594341000.0,-2317000.0,434770000.0,163631000.0,
Net Short Term Debt Issuance,,-417068000.0,-52257000.0,-527865000.0,-76922000.0
Short Term Debt Payments,,-417068000.0,-112257000.0,-527865000.0,-76922000.0
Short Term Debt Issuance,,0.0,60000000.0,0.0,0.0
Net Long Term Debt Issuance,594341000.0,-2317000.0,434770000.0,691496000.0,
Long Term Debt Payments,-541250000.0,-417068000.0,-112257000.0,-527865000.0,
Long Term Debt Issuance,1135591000.0,414751000.0,547027000.0,691496000.0,
Investing Cash Flow,-90640000.0,-468016000.0,-867725000.0,-158284000.0,
Cash Flow From Continuing Investing Activities,-90640000.0,-468016000.0,-867725000.0,-158284000.0,
Net Other Investing Changes,,,-427000.0,3094000.0,
Net Investment Purchase And Sale,-23535000.0,-5000000.0,-7000000.0,0.0,
Purchase Of Investment,-23535000.0,-5000000.0,-7000000.0,0.0,
Net Business Purchase And Sale,-406000.0,-386886000.0,-780334000.0,-74168000.0,
Sale Of Business,0.0,53409000.0,0.0,0.0,
Purchase Of Business,-406000.0,-440295000.0,-780334000.0,-74168000.0,
Net PPE Purchase And Sale,-66699000.0,-76130000.0,-79964000.0,-87210000.0,
Purchase Of PPE,-66699000.0,-76130000.0,-79964000.0,-87210000.0,
Capital Expenditure Reported,,,,,-128079000.0
Operating Cash Flow,258838000.0,602822000.0,736526000.0,718684000.0,
Cash Flow From Continuing Operating Activities,258838000.0,602822000.0,736526000.0,718684000.0,
Change In Working Capital,-573418000.0,412840000.0,137747000.0,-333945000.0,
Change In Other Working Capital,-11370000.0,3708000.0,132029000.0,-363396000.0,
Change In Other Current Liabilities,-47711000.0,-53436000.0,-27588000.0,-52768000.0,
Change In Payables And Accrued Expense,-234331000.0,410848000.0,207447000.0,40207000.0,
Change In Accrued Expense,47741000.0,1332000.0,12620000.0,71713000.0,
Change In Payable,-282072000.0,409516000.0,194827000.0,-31506000.0,
Change In Account Payable,-282072000.0,409516000.0,194827000.0,-31506000.0,
Change In Prepaid Assets,-10367000.0,181907000.0,-19489000.0,-5069000.0,
Change In Receivables,-269639000.0,-130187000.0,-154652000.0,47081000.0,
Changes In Account Receivables,-269639000.0,-130187000.0,-154652000.0,47081000.0,
Other Non Cash Items,58524000.0,60300000.0,60500000.0,57597000.0,
Stock Based Compensation,94982000.0,80272000.0,69784000.0,59844000.0,
Deferred Tax,-101006000.0,-353902000.0,-130197000.0,231998000.0,
Deferred Income Tax,-101006000.0,-353902000.0,-130197000.0,231998000.0,
Depreciation Amortization Depletion,164203000.0,165484000.0,145747000.0,84315000.0,
Depreciation And Amortization,164203000.0,165484000.0,145747000.0,84315000.0,
Operating Gains Losses,9847000.0,-33387000.0,-13632000.0,9917000.0,
Earnings Losses From Equity Investments,421000.0,2116000.0,-12759000.0,0.0,
Gain Loss On Sale Of PPE,,,,-3322000.0,1772000.0
Net Income From Continuing Operations,605706000.0,271215000.0,466577000.0,608958000.0,
