,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,27600000.0,27600000.0,27600000.0
Share Issued,27600000.0,27600000.0,27600000.0
Net Debt,189559.0,93049.0,46839.0
Total Debt,189659.0,93149.0,46839.0
Tangible Book Value,-419507.0,-41879.0,15681.0
Invested Capital,-229848.0,51270.0,62520.0
Working Capital,-419507.0,-223741.0,-146631.0
Net Tangible Assets,-419507.0,-41879.0,15681.0
Common Stock Equity,-419507.0,-41879.0,15681.0
Total Capitalization,-419507.0,-41879.0,15681.0
Total Equity Gross Minority Interest,-419507.0,-41879.0,15681.0
Stockholders Equity,-419507.0,-41879.0,15681.0
Retained Earnings,-444507.0,-66879.0,-9319.0
Additional Paid In Capital,24209.0,24209.0,24560.0
Capital Stock,791.0,791.0,440.0
Common Stock,791.0,791.0,440.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,419607.0,223841.0,148481.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0
Current Liabilities,419607.0,223841.0,148481.0
Current Debt And Capital Lease Obligation,189659.0,93149.0,46839.0
Current Debt,189659.0,93149.0,46839.0
Other Current Borrowings,189659.0,93149.0,46839.0
Payables And Accrued Expenses,229948.0,130692.0,101642.0
Current Accrued Expenses,229948.0,130692.0,101642.0
Total Assets,100.0,181962.0,164162.0
Total Non Current Assets,0.0,181862.0,162312.0
Non Current Deferred Assets,0.0,181862.0,162312.0
Current Assets,100.0,100.0,1850.0
Prepaid Assets,,0.0,1850.0
Cash Cash Equivalents And Short Term Investments,100.0,100.0,0.0
Cash And Cash Equivalents,100.0,100.0,0.0
Cash Financial,100.0,100.0,0.0
