,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Treasury Shares Number,20740000.0,20126000.0,19404000.0,19122000.0,
Ordinary Shares Number,22301000.0,22797000.0,23416000.0,23554000.0,
Share Issued,43041000.0,42923000.0,42820000.0,42676000.0,
Net Debt,1408676000.0,1580605000.0,1617969000.0,1647808000.0,
Total Debt,1918906000.0,2072073000.0,2115344000.0,2160421000.0,
Tangible Book Value,-1111126000.0,-1368341000.0,-1586268000.0,-1443541000.0,
Invested Capital,5060709000.0,4920580000.0,4786181000.0,4400982000.0,
Working Capital,296269000.0,216066000.0,182277000.0,446375000.0,
Net Tangible Assets,-1111126000.0,-1368341000.0,-1586268000.0,-1443541000.0,
Capital Lease Obligations,376269000.0,375692000.0,382571000.0,424582000.0,
Common Stock Equity,3518072000.0,3224199000.0,3053408000.0,2665143000.0,
Total Capitalization,4999459000.0,4874642000.0,4755556000.0,4354062000.0,
Total Equity Gross Minority Interest,3518207000.0,3224334000.0,3053543000.0,2665278000.0,
Minority Interest,135000.0,135000.0,135000.0,135000.0,
Stockholders Equity,3518072000.0,3224199000.0,3053408000.0,2665143000.0,
Gains Losses Not Affecting Retained Earnings,-12657000.0,-5051000.0,-31076000.0,-36291000.0,
Other Equity Adjustments,-12657000.0,-5051000.0,-31076000.0,-36291000.0,
Treasury Stock,1465306000.0,1261992000.0,1047329000.0,976181000.0,
Retained Earnings,4360540000.0,3940616000.0,3555881000.0,3189087000.0,
Additional Paid In Capital,631191000.0,546334000.0,571650000.0,484260000.0,
Capital Stock,4304000.0,4292000.0,4282000.0,4268000.0,
Common Stock,4304000.0,4292000.0,4282000.0,4268000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,3277894000.0,3376474000.0,3575888000.0,3507094000.0,
Total Non Current Liabilities Net Minority Interest,2199634000.0,2382503000.0,2548527000.0,2622293000.0,
Other Non Current Liabilities,8610000.0,10124000.0,14841000.0,17024000.0,
Derivative Product Liabilities,,,0.0,24838000.0,43168000.0
Employee Benefits,118048000.0,111939000.0,108788000.0,111470000.0,
Non Current Pension And Other Postretirement Benefit Plans,118048000.0,111939000.0,108788000.0,111470000.0,
Tradeand Other Payables Non Current,,,0.0,4496000.0,5071000.0
Non Current Deferred Liabilities,266543000.0,280565000.0,407435000.0,412244000.0,
Non Current Deferred Revenue,4607000.0,5522000.0,7552000.0,6837000.0,
Non Current Deferred Taxes Liabilities,245796000.0,275043000.0,399883000.0,405407000.0,
Long Term Debt And Capital Lease Obligation,1806433000.0,1979875000.0,2017463000.0,2052221000.0,
Long Term Capital Lease Obligation,325046000.0,329432000.0,315315000.0,363302000.0,
Long Term Debt,1481387000.0,1650443000.0,1702148000.0,1688919000.0,
Long Term Provisions,,,43042000.0,31617000.0,8869000.0
Current Liabilities,1078260000.0,993971000.0,1027361000.0,884801000.0,
Other Current Liabilities,38761000.0,44414000.0,37408000.0,17623000.0,
Current Deferred Liabilities,139745000.0,138469000.0,84810000.0,117467000.0,
Current Deferred Revenue,139745000.0,138469000.0,84810000.0,70907000.0,
Current Deferred Taxes Liabilities,,,39837000.0,46560000.0,
Current Debt And Capital Lease Obligation,112473000.0,92198000.0,97881000.0,108200000.0,
Current Capital Lease Obligation,51223000.0,46260000.0,67256000.0,61280000.0,
Current Debt,61250000.0,45938000.0,30625000.0,46920000.0,
Other Current Borrowings,61250000.0,45938000.0,30625000.0,46920000.0,
Pensionand Other Post Retirement Benefit Plans Current,97985000.0,172899000.0,222241000.0,176871000.0,
Payables And Accrued Expenses,689296000.0,545991000.0,585021000.0,464640000.0,
Current Accrued Expenses,291404000.0,276137000.0,265076000.0,253845000.0,
Payables,397892000.0,269854000.0,319945000.0,210795000.0,
Other Payable,110750000.0,71677000.0,16502000.0,62159000.0,
Accounts Payable,287142000.0,198177000.0,303443000.0,148636000.0,
Total Assets,6796101000.0,6600808000.0,6629431000.0,6172372000.0,
Total Non Current Assets,5421572000.0,5390771000.0,5419793000.0,4841196000.0,
Other Non Current Assets,178644000.0,177127000.0,150823000.0,70038000.0,
Defined Pension Benefit,99339000.0,96739000.0,96114000.0,102984000.0,
Non Current Accounts Receivable,13311000.0,11857000.0,10199000.0,12159000.0,
Goodwill And Other Intangible Assets,4629198000.0,4592540000.0,4639676000.0,4108684000.0,
Other Intangible Assets,474354000.0,507835000.0,581385000.0,476106000.0,
Goodwill,4154844000.0,4084705000.0,4058291000.0,3632578000.0,
Net PPE,501080000.0,512508000.0,522981000.0,547331000.0,
