,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,0.0,,
Ordinary Shares Number,83297796.0,83297796.0,83297796.0
Share Issued,83297796.0,83297796.0,83297796.0
Net Debt,432000000.0,,
Total Debt,625900000.0,32600000.0,9800000.0
Tangible Book Value,-4000000.0,370900000.0,352500000.0
Invested Capital,680700000.0,455600000.0,437200000.0
Working Capital,318000000.0,169300000.0,162200000.0
Net Tangible Assets,-4000000.0,370900000.0,352500000.0
Capital Lease Obligations,25900000.0,32600000.0,9800000.0
Common Stock Equity,80700000.0,455600000.0,437200000.0
Total Capitalization,673200000.0,455600000.0,437200000.0
Total Equity Gross Minority Interest,80700000.0,455600000.0,437200000.0
Stockholders Equity,80700000.0,455600000.0,437200000.0
Other Equity Interest,,511400000.0,478800000.0
Gains Losses Not Affecting Retained Earnings,-56200000.0,-55800000.0,-41600000.0
Foreign Currency Translation Adjustments,-56100000.0,-56700000.0,-40100000.0
Minimum Pension Liabilities,-100000.0,900000.0,-1500000.0
Retained Earnings,87200000.0,0.0,
Additional Paid In Capital,49700000.0,0.0,
Capital Stock,0.0,0.0,478800000.0
Common Stock,0.0,0.0,478800000.0
Total Liabilities Net Minority Interest,1007900000.0,411800000.0,411100000.0
Total Non Current Liabilities Net Minority Interest,632900000.0,80800000.0,91200000.0
Other Non Current Liabilities,11700000.0,10900000.0,79000000.0
Non Current Accrued Expenses,8600000.0,9600000.0,12200000.0
Tradeand Other Payables Non Current,200000.0,29800000.0,
Non Current Deferred Liabilities,1400000.0,7300000.0,
Non Current Deferred Taxes Liabilities,1400000.0,7300000.0,
Long Term Debt And Capital Lease Obligation,611000000.0,23200000.0,
Long Term Capital Lease Obligation,18500000.0,23200000.0,
Long Term Debt,592500000.0,,
Current Liabilities,375000000.0,331000000.0,319900000.0
Current Debt And Capital Lease Obligation,14900000.0,9400000.0,9800000.0
Current Capital Lease Obligation,7400000.0,9400000.0,9800000.0
Current Debt,7500000.0,,
Other Current Borrowings,7500000.0,,
Pensionand Other Post Retirement Benefit Plans Current,41800000.0,18200000.0,28800000.0
Payables And Accrued Expenses,318300000.0,303400000.0,281300000.0
Current Accrued Expenses,58700000.0,62000000.0,49100000.0
Payables,259600000.0,241400000.0,232200000.0
Dueto Related Parties Current,62400000.0,82000000.0,78000000.0
Total Tax Payable,23000000.0,13500000.0,14100000.0
Income Tax Payable,10300000.0,6000000.0,6600000.0
Accounts Payable,174200000.0,145900000.0,140100000.0
Total Assets,1088600000.0,867400000.0,848300000.0
Total Non Current Assets,395600000.0,367100000.0,366200000.0
Other Non Current Assets,9400000.0,7200000.0,53400000.0
Non Current Deferred Assets,14200000.0,14300000.0,
Non Current Deferred Taxes Assets,14200000.0,14300000.0,
Non Current Accounts Receivable,27900000.0,35500000.0,
Investments And Advances,84800000.0,77000000.0,87000000.0
Long Term Equity Investment,84800000.0,77000000.0,87000000.0
Investmentsin Joint Venturesat Cost,,77000000.0,87000000.0
Goodwill And Other Intangible Assets,84700000.0,84700000.0,84700000.0
Goodwill,84700000.0,84700000.0,84700000.0
Net PPE,174600000.0,148400000.0,141100000.0
Accumulated Depreciation,-273400000.0,-259800000.0,-253300000.0
Gross PPE,448000000.0,408200000.0,394400000.0
Construction In Progress,57300000.0,35400000.0,25600000.0
Machinery Furniture Equipment,320800000.0,304100000.0,301700000.0
Land And Improvements,,68700000.0,67100000.0
Properties,69900000.0,68700000.0,67100000.0
Current Assets,693000000.0,500300000.0,482100000.0
Other Current Assets,28200000.0,19300000.0,13600000.0
Prepaid Assets,,19300000.0,13600000.0
Inventory,250000000.0,245000000.0,245800000.0
Inventories Adjustments Allowances,-30300000.0,-43300000.0,-22800000.0
Finished Goods,179200000.0,195900000.0,183600000.0
Work In Process,101100000.0,92400000.0,85000000.0
Receivables,246800000.0,236000000.0,222700000.0
Duefrom Related Parties Current,62300000.0,61800000.0,60800000.0
Accounts Receivable,184500000.0,174200000.0,161900000.0
Cash Cash Equivalents And Short Term Investments,168000000.0,0.0,0.0
Cash And Cash Equivalents,168000000.0,0.0,0.0
