,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,,0.0,,,
Ordinary Shares Number,10311885.0,682926.0,645426.0,374306.0,
Share Issued,10311885.0,682926.0,645426.0,374306.0,
Total Debt,739161.0,1237760.0,0.0,,2345903.0
Tangible Book Value,6443642.0,2252184.0,12911829.0,11113668.0,
Invested Capital,9142617.0,4951159.0,12911829.0,11113668.0,
Working Capital,5649546.0,5281149.0,15757821.0,8025458.0,
Net Tangible Assets,6443642.0,2252184.0,12911829.0,11113668.0,
Capital Lease Obligations,739161.0,1237760.0,0.0,,
Common Stock Equity,9142617.0,4951159.0,12911829.0,11113668.0,
Total Capitalization,9142617.0,4951159.0,12911829.0,11113668.0,
Total Equity Gross Minority Interest,8968085.0,4872412.0,12908939.0,11112946.0,
Minority Interest,-174532.0,-78747.0,-2890.0,-722.0,
Stockholders Equity,9142617.0,4951159.0,12911829.0,11113668.0,
Retained Earnings,-309672755.0,-302447147.0,-292500088.0,-284122092.0,
Additional Paid In Capital,318805058.0,307397623.0,305399008.0,295228272.0,
Capital Stock,10314.0,683.0,12909.0,7488.0,
Common Stock,10314.0,683.0,12909.0,7488.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,3820955.0,8779165.0,9356175.0,3303810.0,
Total Non Current Liabilities Net Minority Interest,1422831.0,5933744.0,5170867.0,31467.0,
Derivative Product Liabilities,320000.0,4285000.0,5139400.0,0.0,
Non Current Accrued Expenses,31467.0,31467.0,31467.0,31467.0,
Non Current Deferred Liabilities,878115.0,878115.0,0.0,,
Non Current Deferred Revenue,194000.0,194000.0,0.0,,
Non Current Deferred Taxes Liabilities,684115.0,684115.0,0.0,,
Long Term Debt And Capital Lease Obligation,193249.0,739162.0,0.0,,517488.0
Long Term Capital Lease Obligation,193249.0,739162.0,0.0,,
Long Term Debt,,,,,517488.0
Current Liabilities,2398124.0,2845421.0,4185308.0,3272343.0,
Current Deferred Liabilities,58785.0,76435.0,563557.0,281000.0,
Current Deferred Revenue,58785.0,76435.0,563557.0,281000.0,
Current Debt And Capital Lease Obligation,545912.0,498598.0,,,1828415.0
Current Capital Lease Obligation,545912.0,498598.0,0.0,,
Current Debt,,,,,1828415.0
Other Current Borrowings,,,,,1828415.0
Current Notes Payable,,,,,329299.0
Payables And Accrued Expenses,1793427.0,2270388.0,3621751.0,2991343.0,
Current Accrued Expenses,118419.0,59992.0,418985.0,325693.0,
Payables,1675008.0,2210396.0,3202766.0,2665650.0,
Other Payable,509281.0,1138235.0,1458661.0,655240.0,
Accounts Payable,1165727.0,1072161.0,1744105.0,2010410.0,
Total Assets,12789040.0,13651577.0,22265114.0,14416756.0,
Total Non Current Assets,4741370.0,5525007.0,2321985.0,3118955.0,
Other Non Current Assets,750000.0,750000.0,,,
Non Current Prepaid Assets,,0.0,98997.0,95040.0,95083.0
Non Current Deferred Assets,,,,,0.0
Goodwill And Other Intangible Assets,2698975.0,2698975.0,0.0,0.0,
Other Intangible Assets,2698975.0,2698975.0,,,605330.0
Goodwill,,,,,285386.0
Net PPE,1292395.0,2076032.0,2222988.0,3023915.0,
Accumulated Depreciation,-4109010.0,-3412201.0,-2069952.0,-774328.0,
Gross PPE,5401405.0,5488233.0,4292940.0,3798243.0,
Leases,124825.0,124825.0,124825.0,124825.0,
Other Properties,5220109.0,5306937.0,4059754.0,3565057.0,
Machinery Furniture Equipment,56471.0,56471.0,108361.0,108361.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,8047670.0,8126570.0,19943129.0,11297801.0,
Other Current Assets,815970.0,389241.0,1058056.0,,
Prepaid Assets,,,1058056.0,568881.0,599296.0
Inventory,438592.0,330027.0,602244.0,1369933.0,
Finished Goods,136334.0,98089.0,74480.0,582995.0,
Work In Process,221250.0,19859.0,55817.0,0.0,
Raw Materials,81008.0,212079.0,471947.0,786938.0,
Receivables,362013.0,255502.0,3067544.0,2804039.0,
Accounts Receivable,362013.0,255502.0,3067544.0,2804039.0,
Allowance For Doubtful Accounts Receivable,-75000.0,-75000.0,-330853.0,-29821.0,
Gross Accounts Receivable,437013.0,330502.0,3398397.0,2833860.0,
Cash Cash Equivalents And Short Term Investments,6431095.0,7151800.0,15215285.0,6554948.0,
Cash And Cash Equivalents,6431095.0,7151800.0,15215285.0,6554948.0,
Cash Equivalents,,,15215285.0,6554948.0,
