,2023-12-31,2022-12-31
Free Cash Flow,-44833000.0,-42568000.0
Repayment Of Debt,-322000.0,-93000.0
Issuance Of Capital Stock,0.0,100195000.0
Capital Expenditure,-678000.0,-4025000.0
End Cash Position,40004000.0,84536000.0
Beginning Cash Position,84536000.0,26947000.0
Changes In Cash,-44532000.0,57589000.0
Financing Cash Flow,301000.0,100157000.0
Cash Flow From Continuing Financing Activities,301000.0,100157000.0
Net Other Financing Charges,438000.0,
Proceeds From Stock Option Exercised,185000.0,55000.0
Net Preferred Stock Issuance,0.0,100195000.0
Preferred Stock Issuance,0.0,100195000.0
Net Issuance Payments Of Debt,-322000.0,-93000.0
Net Long Term Debt Issuance,-322000.0,-93000.0
Long Term Debt Payments,-322000.0,-93000.0
Investing Cash Flow,-678000.0,-4025000.0
Cash Flow From Continuing Investing Activities,-678000.0,-4025000.0
Net PPE Purchase And Sale,-678000.0,-4025000.0
Purchase Of PPE,-678000.0,-4025000.0
Operating Cash Flow,-44155000.0,-38543000.0
Cash Flow From Continuing Operating Activities,-44155000.0,-38543000.0
Change In Working Capital,-1269000.0,1704000.0
Change In Other Working Capital,402000.0,-888000.0
Change In Payables And Accrued Expense,-1251000.0,3222000.0
Change In Accrued Expense,-136000.0,1891000.0
Change In Payable,-1115000.0,1331000.0
Change In Account Payable,-1115000.0,1331000.0
Change In Prepaid Assets,-420000.0,-630000.0
Other Non Cash Items,1820000.0,1690000.0
Stock Based Compensation,2907000.0,1377000.0
Depreciation Amortization Depletion,1678000.0,878000.0
Depreciation And Amortization,1678000.0,878000.0
Net Income From Continuing Operations,-49291000.0,-44192000.0
