,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,77910.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.27
Normalized EBITDA,64155000.0,53976000.0,38235000.0
Total Unusual Items,371000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,371000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,31013000.0,25730000.0,20658000.0
Reconciled Depreciation,31993000.0,26627000.0,15004000.0
Reconciled Cost Of Revenue,21914000.0,15375000.0,10776000.0
EBITDA,64526000.0,53976000.0,38235000.0
EBIT,32533000.0,27349000.0,23231000.0
Net Interest Income,-1520000.0,-1619000.0,-2146000.0
Interest Expense,1520000.0,1619000.0,2146000.0
Normalized Income,30719910.0,25730000.0,20658000.0
Net Income From Continuing And Discontinued Operation,31013000.0,25730000.0,20658000.0
Total Expenses,59122000.0,45777000.0,29079000.0
Diluted Average Shares,104781000.0,104781000.0,104781000.0
Basic Average Shares,104781000.0,104781000.0,104781000.0
Diluted EPS,0.3,0.24556,0.197154
Basic EPS,0.3,0.24556,0.197154
Diluted NI Availto Com Stockholders,31013000.0,25730000.0,20658000.0
Net Income Common Stockholders,31013000.0,25730000.0,20658000.0
Net Income,31013000.0,25730000.0,20658000.0
Minority Interests,,0.0,-427000.0
Net Income Including Noncontrolling Interests,31013000.0,25730000.0,21085000.0
Net Income Continuous Operations,31013000.0,25730000.0,21085000.0
Pretax Income,31013000.0,25730000.0,21085000.0
Other Income Expense,-1349000.0,271000.0,116000.0
Other Non Operating Income Expenses,-1720000.0,271000.0,116000.0
Special Income Charges,371000.0,0.0,0.0
Gain On Sale Of Ppe,371000.0,0.0,0.0
Net Non Operating Interest Income Expense,-1520000.0,-1619000.0,-2146000.0
Interest Expense Non Operating,1520000.0,1619000.0,2146000.0
Operating Income,33882000.0,27078000.0,23115000.0
Operating Expense,37208000.0,30402000.0,18303000.0
Depreciation Amortization Depletion Income Statement,31993000.0,26627000.0,15004000.0
Depreciation And Amortization In Income Statement,31993000.0,26627000.0,15004000.0
Selling General And Administration,5215000.0,3775000.0,3299000.0
General And Administrative Expense,5215000.0,3775000.0,3299000.0
Other Gand A,5215000.0,3775000.0,3299000.0
Gross Profit,71090000.0,57480000.0,41418000.0
Cost Of Revenue,21914000.0,15375000.0,10776000.0
Total Revenue,93004000.0,72855000.0,52194000.0
Operating Revenue,93004000.0,72855000.0,52194000.0
