,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-89142553.0,-22231855.0,-7951766.0
Repurchase Of Capital Stock,-13930000.0,0.0,
Repayment Of Debt,-19795907.0,-10422087.0,-32717887.0
Issuance Of Debt,54069000.0,35073837.0,17208269.0
Capital Expenditure,-19741427.0,-756269.0,-77012.0
Interest Paid Supplemental Data,369410.0,830837.0,829168.0
Income Tax Paid Supplemental Data,,0.0,0.0
End Cash Position,154096801.0,261664962.0,4549034.0
Beginning Cash Position,261664962.0,4549034.0,1228706.0
Effect Of Exchange Rate Changes,-736274.0,205566.0,237395.0
Changes In Cash,-106831887.0,256910362.0,3082933.0
Financing Cash Flow,19452636.0,271151309.0,-15509618.0
Cash Flow From Continuing Financing Activities,19452636.0,271151309.0,-15509618.0
Net Other Financing Charges,-904843.0,246499559.0,
Proceeds From Stock Option Exercised,14386.0,0.0,
Net Common Stock Issuance,-13930000.0,0.0,
Common Stock Payments,-13930000.0,0.0,
Net Issuance Payments Of Debt,34273093.0,24651750.0,-15509618.0
Net Short Term Debt Issuance,-3727500.0,0.0,
Short Term Debt Payments,-3727500.0,0.0,
Net Long Term Debt Issuance,38000593.0,24651750.0,-15509618.0
Long Term Debt Payments,-16068407.0,-10422087.0,-32717887.0
Long Term Debt Issuance,54069000.0,35073837.0,17208269.0
Investing Cash Flow,-56883397.0,7234639.0,26467305.0
Cash Flow From Continuing Investing Activities,-56883397.0,7234639.0,26467305.0
Net Other Investing Changes,-42999.0,855912.0,-482748.0
Net Investment Purchase And Sale,-30000000.0,-909808.0,0.0
Purchase Of Investment,-30000000.0,-909808.0,0.0
Net Business Purchase And Sale,-7099280.0,155903.0,0.0
Sale Of Business,1118700.0,465941.0,0.0
Purchase Of Business,-8217980.0,-310038.0,0.0
Net Intangibles Purchase And Sale,-16456355.0,7812967.0,27027065.0
Sale Of Intangibles,0.0,7812967.0,27027065.0
Purchase Of Intangibles,-16456355.0,0.0,0.0
Net PPE Purchase And Sale,-3284763.0,-680335.0,-77012.0
Sale Of PPE,309.0,75934.0,0.0
Purchase Of PPE,-3285072.0,-756269.0,-77012.0
Operating Cash Flow,-69401126.0,-21475586.0,-7874754.0
Cash Flow From Continuing Operating Activities,-69401126.0,-21475586.0,-7874754.0
Change In Working Capital,-30154744.0,-8575271.0,-2576998.0
Change In Other Working Capital,-1665469.0,157859.0,376865.0
Change In Other Current Liabilities,-1108721.0,-903096.0,-276274.0
Change In Payables And Accrued Expense,-1485867.0,1948442.0,-3620306.0
Change In Accrued Expense,1358858.0,1376950.0,106623.0
Change In Payable,-2844725.0,571492.0,-3726929.0
Change In Account Payable,-2144725.0,-128508.0,-3726929.0
Change In Prepaid Assets,-6753851.0,-2687994.0,-659277.0
Change In Inventory,-20483127.0,-5087563.0,1944683.0
Change In Receivables,233570.0,-2002919.0,-342689.0
Changes In Account Receivables,233570.0,-2002919.0,-342689.0
Other Non Cash Items,5589336.0,-53619.0,
Stock Based Compensation,4031629.0,1128325.0,3364217.0
Unrealized Gain Loss On Investment Securities,240805.0,0.0,
Provisionand Write Offof Assets,5986308.0,469702.0,319816.0
Asset Impairment Charge,17184823.0,1272105.0,778368.0
Deferred Tax,-898632.0,0.0,
Deferred Income Tax,-898632.0,0.0,
Depreciation Amortization Depletion,2570725.0,1269177.0,2039083.0
Depreciation And Amortization,2570725.0,1269177.0,2039083.0
Depreciation,2570725.0,1269177.0,2039083.0
Operating Gains Losses,38193887.0,-564198.0,-6602309.0
Earnings Losses From Equity Investments,12651.0,-15167.0,330103.0
Gain Loss On Investment Securities,12651.0,,
Net Foreign Currency Exchange Gain Loss,409207.0,14212.0,74851.0
Gain Loss On Sale Of PPE,-10334.0,-55087.0,-7007263.0
Gain Loss On Sale Of Business,0.0,-508156.0,0.0
Net Income From Continuing Operations,-112145263.0,-16421807.0,-5196931.0
