,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-20787000.0,-16481000.0,-11579000.0
Issuance Of Capital Stock,0.0,69668000.0,38566000.0
Capital Expenditure,-27000.0,-9000.0,-9000.0
End Cash Position,111000000.0,136487000.0,39664000.0
Beginning Cash Position,136487000.0,39664000.0,12691000.0
Changes In Cash,-25487000.0,96823000.0,26973000.0
Financing Cash Flow,0.0,113304000.0,38552000.0
Cash Flow From Continuing Financing Activities,0.0,113304000.0,38552000.0
Net Other Financing Charges,,-573000.0,-14000.0
Proceeds From Stock Option Exercised,0.0,44209000.0,0.0
Net Preferred Stock Issuance,,0.0,4947000.0
Preferred Stock Issuance,,0.0,4947000.0
Net Common Stock Issuance,0.0,69668000.0,33619000.0
Common Stock Issuance,0.0,69668000.0,33619000.0
Investing Cash Flow,-4727000.0,-9000.0,-9000.0
Cash Flow From Continuing Investing Activities,-4727000.0,-9000.0,-9000.0
Net Investment Purchase And Sale,-4700000.0,0.0,
Purchase Of Investment,-4700000.0,0.0,
Net PPE Purchase And Sale,-27000.0,-9000.0,-9000.0
Purchase Of PPE,-27000.0,-9000.0,-9000.0
Operating Cash Flow,-20760000.0,-16472000.0,-11570000.0
Cash Flow From Continuing Operating Activities,-20760000.0,-16472000.0,-11570000.0
Change In Working Capital,-599000.0,-1156000.0,-112000.0
Change In Other Current Liabilities,-2000.0,17000.0,-8000.0
Change In Other Current Assets,-597000.0,-521000.0,-631000.0
Change In Payables And Accrued Expense,2444000.0,459000.0,1374000.0
Change In Accrued Expense,1196000.0,331000.0,79000.0
Change In Payable,1248000.0,128000.0,1295000.0
Change In Account Payable,1248000.0,128000.0,1295000.0
Change In Prepaid Assets,-2773000.0,-674000.0,-952000.0
Change In Receivables,329000.0,-437000.0,105000.0
Other Non Cash Items,,,939000.0
Stock Based Compensation,6788000.0,5267000.0,3019000.0
Depreciation Amortization Depletion,8000.0,23000.0,47000.0
Depreciation And Amortization,8000.0,23000.0,47000.0
Operating Gains Losses,3000.0,,3304000.0
Gain Loss On Investment Securities,,,3272000.0
Net Income From Continuing Operations,-26960000.0,-20606000.0,-17828000.0
