,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,43125000.0,37500000.0,37500000.0
Share Issued,43125000.0,37500000.0,37500000.0
Net Debt,,280000.0,151255.0
Total Debt,,300000.0,151255.0
Tangible Book Value,335323988.0,15386.0,16611.0
Invested Capital,335323988.0,315386.0,167866.0
Working Capital,526117.0,-738971.0,-408501.0
Net Tangible Assets,335323988.0,15386.0,16611.0
Common Stock Equity,335323988.0,15386.0,16611.0
Total Capitalization,335323988.0,15386.0,16611.0
Total Equity Gross Minority Interest,335323988.0,15386.0,16611.0
Stockholders Equity,335323988.0,15386.0,16611.0
Retained Earnings,-12133713.0,-9614.0,-8389.0
Additional Paid In Capital,0.0,24137.0,24137.0
Capital Stock,347457701.0,863.0,863.0
Common Stock,347457701.0,863.0,863.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,12898070.0,758971.0,408501.0
Total Non Current Liabilities Net Minority Interest,12658967.0,0.0,0.0
Tradeand Other Payables Non Current,12075000.0,0.0,
Non Current Deferred Liabilities,583967.0,0.0,
Current Liabilities,239103.0,758971.0,408501.0
Current Debt And Capital Lease Obligation,,300000.0,151255.0
Current Debt,,300000.0,151255.0
Other Current Borrowings,,300000.0,151255.0
Payables And Accrued Expenses,239103.0,458971.0,257246.0
Current Accrued Expenses,0.0,440849.0,257246.0
Payables,239103.0,18122.0,
Accounts Payable,239103.0,18122.0,0.0
Total Assets,348222058.0,774357.0,425112.0
Total Non Current Assets,347456838.0,754357.0,425112.0
Other Non Current Assets,347456838.0,,
Non Current Deferred Assets,0.0,754357.0,425112.0
Current Assets,765220.0,20000.0,0.0
Prepaid Assets,480437.0,0.0,
Cash Cash Equivalents And Short Term Investments,284783.0,20000.0,0.0
Cash And Cash Equivalents,284783.0,20000.0,0.0
Cash Financial,284783.0,20000.0,0.0
