,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,,-9023000.0,-7061000.0
Issuance Of Debt,,8000000.0,8000000.0
Capital Expenditure,,-218000.0,-125000.0
Interest Paid Supplemental Data,,0.0,0.0
Income Tax Paid Supplemental Data,,0.0,0.0
End Cash Position,,183000.0,1121000.0
Beginning Cash Position,,1121000.0,134000.0
Effect Of Exchange Rate Changes,,-7000.0,-10000.0
Changes In Cash,,-931000.0,997000.0
Financing Cash Flow,,8092000.0,8058000.0
Cash Flow From Continuing Financing Activities,,8092000.0,8058000.0
Proceeds From Stock Option Exercised,,92000.0,58000.0
Net Issuance Payments Of Debt,,8000000.0,8000000.0
Net Long Term Debt Issuance,,8000000.0,8000000.0
Long Term Debt Issuance,,8000000.0,8000000.0
Investing Cash Flow,,-218000.0,-125000.0
Cash Flow From Continuing Investing Activities,,-218000.0,-125000.0
Net PPE Purchase And Sale,,-218000.0,-125000.0
Purchase Of PPE,,-218000.0,-125000.0
Operating Cash Flow,,-8805000.0,-6936000.0
Cash Flow From Continuing Operating Activities,,-8805000.0,-6936000.0
Change In Working Capital,,-160000.0,-82000.0
Change In Other Current Liabilities,,-526000.0,-169000.0
Change In Payables And Accrued Expense,,475000.0,74000.0
Change In Accrued Expense,,133000.0,-153000.0
Change In Payable,,342000.0,227000.0
Change In Account Payable,,342000.0,227000.0
Change In Prepaid Assets,,38000.0,-23000.0
Change In Inventory,,-194000.0,55000.0
Change In Receivables,,47000.0,-19000.0
Changes In Account Receivables,,47000.0,-19000.0
Other Non Cash Items,13445000.0,7209000.0,1748000.0
Provisionand Write Offof Assets,,-41000.0,1000.0
Depreciation Amortization Depletion,,75000.0,71000.0
Depreciation And Amortization,,75000.0,71000.0
Depreciation,,75000.0,71000.0
Operating Gains Losses,-1842000.0,35000.0,1000.0
Gain Loss On Investment Securities,-1842000.0,35000.0,1748000.0
Gain Loss On Sale Of PPE,,0.0,1000.0
Net Income From Continuing Operations,,-15923000.0,-8675000.0
