,2024-04-30,2023-04-30,2022-04-30,2021-04-30,2020-04-30
Free Cash Flow,18384000.0,25850000.0,-24541000.0,29139000.0,
Repurchase Of Capital Stock,-6015000.0,-3534000.0,-15025000.0,0.0,
Repayment Of Debt,-5000000.0,-20170000.0,0.0,0.0,
Issuance Of Debt,0.0,0.0,25170000.0,0.0,
Capital Expenditure,-6107000.0,-4856000.0,-6588000.0,-4181000.0,
Interest Paid Supplemental Data,307000.0,761000.0,125000.0,111000.0,
Income Tax Paid Supplemental Data,,,3819000.0,7951000.0,0.0
End Cash Position,29698000.0,21950000.0,19521000.0,60801000.0,
Beginning Cash Position,21950000.0,19521000.0,60801000.0,234000.0,
Changes In Cash,7748000.0,2429000.0,-41280000.0,60567000.0,
Financing Cash Flow,-10767000.0,-23451000.0,10261000.0,31428000.0,
Cash Flow From Continuing Financing Activities,-10767000.0,-23451000.0,10261000.0,31428000.0,
Net Other Financing Charges,-423000.0,-403000.0,-759000.0,31042000.0,
Proceeds From Stock Option Exercised,671000.0,656000.0,875000.0,386000.0,
Net Common Stock Issuance,-6015000.0,-3534000.0,-15025000.0,0.0,
Common Stock Payments,-6015000.0,-3534000.0,-15025000.0,0.0,
Net Issuance Payments Of Debt,-5000000.0,-20170000.0,25170000.0,0.0,
Net Long Term Debt Issuance,-5000000.0,-20170000.0,25170000.0,0.0,
Long Term Debt Payments,-5000000.0,-20170000.0,0.0,0.0,
Long Term Debt Issuance,0.0,0.0,25170000.0,0.0,
Investing Cash Flow,-5976000.0,-4826000.0,-33588000.0,-4181000.0,
Cash Flow From Continuing Investing Activities,-5976000.0,-4826000.0,-33588000.0,-4181000.0,
Net Business Purchase And Sale,0.0,0.0,-27000000.0,0.0,
Purchase Of Business,0.0,0.0,-27000000.0,0.0,
Net Intangibles Purchase And Sale,-1340000.0,-3555000.0,-3191000.0,-558000.0,
Purchase Of Intangibles,-1340000.0,-3555000.0,-3191000.0,-558000.0,
Net PPE Purchase And Sale,-4636000.0,-1271000.0,-3397000.0,-3623000.0,
Sale Of PPE,131000.0,30000.0,0.0,0.0,
Purchase Of PPE,-4767000.0,-1301000.0,-3397000.0,-3623000.0,
Operating Cash Flow,24491000.0,30706000.0,-17953000.0,33320000.0,
Cash Flow From Continuing Operating Activities,24491000.0,30706000.0,-17953000.0,33320000.0,
Change In Working Capital,16548000.0,22086000.0,-47562000.0,-4778000.0,
Change In Other Working Capital,,-20000.0,-1082000.0,-45000.0,-132000.0
Change In Other Current Liabilities,-1083000.0,-1867000.0,-2036000.0,-1413000.0,
Change In Other Current Assets,1472000.0,1721000.0,1371000.0,1346000.0,
Change In Payables And Accrued Expense,6173000.0,-2393000.0,-11582000.0,17790000.0,
Change In Accrued Expense,3300000.0,-1085000.0,-7061000.0,10158000.0,
Change In Payable,2873000.0,-1308000.0,-4521000.0,7632000.0,
Change In Account Payable,2873000.0,-1308000.0,-4521000.0,7632000.0,
Change In Prepaid Assets,1429000.0,652000.0,-1393000.0,-5816000.0,
Change In Inventory,6419000.0,21949000.0,-41431000.0,-14297000.0,
Change In Receivables,2138000.0,2024000.0,7509000.0,-2388000.0,
Changes In Account Receivables,1110000.0,2044000.0,8591000.0,-2343000.0,
Stock Based Compensation,4075000.0,4050000.0,2812000.0,2910000.0,
Provisionand Write Offof Assets,8000.0,-11000.0,17000.0,-48000.0,
Asset Impairment Charge,0.0,0.0,67849000.0,0.0,
Deferred Tax,0.0,0.0,6683000.0,-3103000.0,
Deferred Income Tax,0.0,0.0,6683000.0,-3103000.0,
Depreciation Amortization Depletion,16101000.0,16511000.0,16967000.0,19827000.0,
Depreciation And Amortization,16101000.0,16511000.0,16967000.0,19827000.0,
Amortization Cash Flow,13100000.0,,,,
Amortization Of Intangibles,13100000.0,,,,
Depreciation,3000000.0,,,,
Operating Gains Losses,7000.0,94000.0,161000.0,107000.0,
Net Income From Continuing Operations,-12248000.0,-12024000.0,-64880000.0,18405000.0,
