,2024-04-30,2023-04-30,2022-04-30,2021-04-30,2020-04-30
Treasury Shares Number,1907445.0,1907445.0,1907445.0,1297409.0,
Ordinary Shares Number,46213555.0,43581150.0,44826099.0,44967167.0,
Share Issued,48121000.0,45488595.0,46733544.0,46264576.0,
Total Debt,56648000.0,20003000.0,2309000.0,1881000.0,
Tangible Book Value,234726000.0,196503000.0,182165000.0,183057000.0,
Invested Capital,293456000.0,218628000.0,191564000.0,193554000.0,
Working Capital,209653000.0,132494000.0,103876000.0,118383000.0,
Net Tangible Assets,234726000.0,196503000.0,182165000.0,183057000.0,
Capital Lease Obligations,1984000.0,2253000.0,2309000.0,1881000.0,
Common Stock Equity,238792000.0,200878000.0,191564000.0,193554000.0,
Total Capitalization,291956000.0,218628000.0,191564000.0,193554000.0,
Total Equity Gross Minority Interest,238792000.0,200878000.0,191564000.0,193554000.0,
Stockholders Equity,238792000.0,200878000.0,191564000.0,193554000.0,
Gains Losses Not Affecting Retained Earnings,-6525000.0,-5529000.0,-4925000.0,-2335000.0,
Other Equity Adjustments,-6525000.0,-5529000.0,-4925000.0,-2335000.0,
Treasury Stock,10285000.0,10285000.0,10285000.0,7297000.0,
Retained Earnings,138031000.0,103410000.0,96608000.0,96016000.0,
Additional Paid In Capital,52046000.0,50259000.0,48372000.0,46595000.0,
Capital Stock,65525000.0,63023000.0,61794000.0,60575000.0,
Common Stock,65525000.0,63023000.0,61794000.0,60575000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,289092000.0,267226000.0,249312000.0,181610000.0,
Total Non Current Liabilities Net Minority Interest,96796000.0,57063000.0,35618000.0,34990000.0,
Other Non Current Liabilities,27147000.0,26022000.0,24333000.0,23312000.0,
Tradeand Other Payables Non Current,,,477000.0,548000.0,582000.0
Non Current Deferred Liabilities,16485000.0,13291000.0,11285000.0,11130000.0,
Non Current Deferred Revenue,16342000.0,13096000.0,10998000.0,10720000.0,
Non Current Deferred Taxes Liabilities,143000.0,195000.0,287000.0,410000.0,
Long Term Debt And Capital Lease Obligation,53164000.0,17750000.0,,,
Long Term Debt,53164000.0,17750000.0,,,
Long Term Provisions,,,17257000.0,15496000.0,15860000.0
Current Liabilities,192296000.0,210163000.0,213694000.0,146620000.0,
Other Current Liabilities,16540000.0,12228000.0,11621000.0,10464000.0,
Current Deferred Liabilities,65524000.0,91549000.0,90393000.0,64495000.0,
Current Deferred Revenue,65524000.0,91549000.0,90393000.0,64495000.0,
Current Debt And Capital Lease Obligation,3484000.0,2253000.0,2309000.0,1881000.0,
Current Capital Lease Obligation,1984000.0,2253000.0,2309000.0,1881000.0,
Current Debt,1500000.0,,,,
Other Current Borrowings,1500000.0,,,,
Pensionand Other Post Retirement Benefit Plans Current,31236000.0,21419000.0,19171000.0,15253000.0,
Current Provisions,,,11621000.0,10464000.0,9764000.0
Payables And Accrued Expenses,75512000.0,82714000.0,90200000.0,54527000.0,
Current Accrued Expenses,6398000.0,8943000.0,6738000.0,7650000.0,
Payables,69114000.0,73771000.0,83462000.0,46877000.0,
Total Tax Payable,8357000.0,6249000.0,7149000.0,6626000.0,
Income Tax Payable,4947000.0,2859000.0,408000.0,738000.0,
Accounts Payable,60757000.0,67522000.0,76313000.0,40251000.0,
Total Assets,527884000.0,468104000.0,440876000.0,375164000.0,
Total Non Current Assets,125935000.0,125447000.0,123306000.0,110161000.0,
Other Non Current Assets,21163000.0,27928000.0,32321000.0,27403000.0,
Non Current Deferred Assets,28392000.0,20733000.0,13331000.0,11944000.0,
Non Current Deferred Taxes Assets,25862000.0,16867000.0,13331000.0,11944000.0,
Non Current Accounts Receivable,562000.0,264000.0,1490000.0,1635000.0,
Investments And Advances,,27928000.0,32321000.0,27403000.0,27683000.0
Long Term Equity Investment,,27928000.0,32321000.0,27403000.0,27683000.0
Investments In Other Ventures Under Equity Method,,27928000.0,32321000.0,27403000.0,27683000.0
Investmentsin Associatesat Cost,,27928000.0,32321000.0,27403000.0,27683000.0
Goodwill And Other Intangible Assets,4066000.0,4375000.0,9399000.0,10497000.0,
Other Intangible Assets,840000.0,1136000.0,1472000.0,2083000.0,
Goodwill,3226000.0,3239000.0,7927000.0,8414000.0,
Net PPE,71752000.0,72147000.0,66765000.0,58682000.0,
Accumulated Depreciation,-204521000.0,-193341000.0,-185520000.0,-174705000.0,
Gross PPE,276273000.0,265488000.0,252285000.0,233387000.0,
Construction In Progress,5064000.0,2805000.0,5792000.0,0.0,
Other Properties,7094000.0,7432000.0,7260000.0,7186000.0,
Machinery Furniture Equipment,189550000.0,182033000.0,168164000.0,154669000.0,
Buildings And Improvements,71670000.0,71222000.0,69170000.0,69608000.0,
Land And Improvements,2895000.0,1996000.0,1899000.0,1924000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,401949000.0,342657000.0,317570000.0,265003000.0,
Other Current Assets,8531000.0,9676000.0,14963000.0,7445000.0,
Assets Held For Sale Current,,,,0.0,1817000.0
Restricted Cash,379000.0,708000.0,865000.0,2812000.0,
Prepaid Assets,,,14963000.0,7445000.0,9629000.0
Inventory,138008000.0,149448000.0,134392000.0,74356000.0,
Finished Goods,57260000.0,53666000.0,48744000.0,34495000.0,
Work In Process,13848000.0,14155000.0,14238000.0,9948000.0,
Raw Materials,66900000.0,81627000.0,71410000.0,29913000.0,
Receivables,173732000.0,158309000.0,146187000.0,102800000.0,
Other Receivables,56098000.0,48004000.0,44485000.0,34261000.0,
Taxes Receivable,448000.0,326000.0,603000.0,731000.0,
Accounts Receivable,117186000.0,109979000.0,101099000.0,67808000.0,
Allowance For Doubtful Accounts Receivable,-4568000.0,-4182000.0,-2754000.0,-3942000.0,
Gross Accounts Receivable,121754000.0,114161000.0,103853000.0,71750000.0,
Cash Cash Equivalents And Short Term Investments,81299000.0,24516000.0,21163000.0,77590000.0,
Other Short Term Investments,0.0,534000.0,4020000.0,0.0,
Cash And Cash Equivalents,81299000.0,23982000.0,17143000.0,77590000.0,
