,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,0.0,,
Ordinary Shares Number,1119750.0,1119750.0,1119750.0
Share Issued,1119750.0,1119750.0,1119750.0
Net Debt,2086511.0,11963062.0,13938440.0
Total Debt,2710333.0,12170901.0,14752424.0
Tangible Book Value,6904628.0,1845355.0,-170425.0
Invested Capital,9424137.0,13866798.0,14268992.0
Working Capital,7461746.0,2296918.0,-210947.0
Net Tangible Assets,6904628.0,1845355.0,-170425.0
Capital Lease Obligations,190824.0,149458.0,313007.0
Common Stock Equity,6904628.0,1845355.0,-170425.0
Total Capitalization,7549353.0,2523797.0,194038.0
Total Equity Gross Minority Interest,6904628.0,1845355.0,-170425.0
Stockholders Equity,6904628.0,1845355.0,-170425.0
Other Equity Interest,-600000.0,-1800000.0,
Retained Earnings,508241.0,374371.0,-442609.0
Additional Paid In Capital,6994595.0,3269317.0,270684.0
Capital Stock,1792.0,1667.0,1500.0
Common Stock,1792.0,1667.0,1500.0
Total Liabilities Net Minority Interest,3154637.0,12874049.0,18426803.0
Total Non Current Liabilities Net Minority Interest,795846.0,678442.0,513920.0
Long Term Debt And Capital Lease Obligation,795846.0,678442.0,513920.0
Long Term Capital Lease Obligation,151121.0,0.0,149457.0
Long Term Debt,644725.0,678442.0,364463.0
Current Liabilities,2358791.0,12195607.0,17912883.0
Current Deferred Liabilities,,0.0,1805073.0
Current Deferred Revenue,,0.0,1805073.0
Current Debt And Capital Lease Obligation,1914487.0,11492459.0,14238504.0
Current Capital Lease Obligation,39703.0,149458.0,163550.0
Current Debt,1874784.0,11343001.0,14074954.0
Other Current Borrowings,181508.0,4237128.0,6042723.0
Line Of Credit,1693276.0,7105873.0,8032231.0
Payables And Accrued Expenses,444304.0,703148.0,1869306.0
Current Accrued Expenses,390451.0,616863.0,
Payables,53853.0,86285.0,1869306.0
Other Payable,,616863.0,733716.0
Dueto Related Parties Current,13423.0,0.0,1135590.0
Accounts Payable,40430.0,86285.0,
Total Assets,10059265.0,14719404.0,18256378.0
Total Non Current Assets,238728.0,226879.0,554442.0
Non Current Deferred Assets,47905.0,86734.0,244795.0
Non Current Deferred Taxes Assets,47905.0,86734.0,244795.0
Net PPE,190823.0,140145.0,309647.0
Gross PPE,190823.0,140145.0,309647.0
Buildings And Improvements,190823.0,140145.0,309647.0
Properties,0.0,0.0,0.0
Current Assets,9820537.0,14492525.0,17701936.0
Other Current Assets,294154.0,480828.0,2000.0
Prepaid Assets,184254.0,442504.0,390696.0
Inventory,1515270.0,5965935.0,16048083.0
Finished Goods,1515270.0,5965935.0,16048083.0
Receivables,7393861.0,7544877.0,760180.0
Receivables Adjustments Allowances,,0.0,0.0
Other Receivables,3351.0,38340.0,
Duefrom Related Parties Current,,0.0,10000.0
Taxes Receivable,217892.0,419886.0,730063.0
Accrued Interest Receivable,5423.0,0.0,
Loans Receivable,672500.0,0.0,
Accounts Receivable,6494695.0,7086651.0,20117.0
Allowance For Doubtful Accounts Receivable,0.0,0.0,0.0
Gross Accounts Receivable,6494695.0,7086651.0,20117.0
Cash Cash Equivalents And Short Term Investments,432998.0,58381.0,500977.0
Cash And Cash Equivalents,432998.0,58381.0,500977.0
Cash Financial,432998.0,58381.0,500977.0
