,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-24623000.0,-52014000.0,-89503000.0,-17927000.0,
Total Unusual Items,4566000.0,5350000.0,31071000.0,-136000.0,
Total Unusual Items Excluding Goodwill,4566000.0,5350000.0,31071000.0,-136000.0,
Net Income From Continuing Operation Net Minority Interest,-37010000.0,-61519000.0,-68299000.0,-31391000.0,
Reconciled Depreciation,12602000.0,9427000.0,4403000.0,2405000.0,
Reconciled Cost Of Revenue,188032000.0,227200000.0,225300000.0,152664000.0,
EBITDA,-20057000.0,-46664000.0,-58432000.0,-18063000.0,
EBIT,-32659000.0,-56091000.0,-62835000.0,-20468000.0,
Net Interest Income,3182000.0,-4372000.0,-5464000.0,-10923000.0,
Interest Expense,4351000.0,5428000.0,5464000.0,10923000.0,
Interest Income,7533000.0,1056000.0,0.0,,
Normalized Income,-41576000.0,-66869000.0,-99370000.0,-31255000.0,
Net Income From Continuing And Discontinued Operation,-37010000.0,-61519000.0,-68299000.0,-31391000.0,
Total Expenses,535704000.0,599146000.0,601587000.0,399203000.0,
Total Operating Income As Reported,-45520000.0,-63831000.0,-94181000.0,-20599000.0,
Diluted Average Shares,177260581.0,176717509.0,156201601.0,166734484.0,
Basic Average Shares,177260581.0,176717509.0,156201601.0,166734484.0,
Diluted EPS,-0.21,-0.35,-0.437249,-0.188269,
Basic EPS,-0.21,-0.35,-0.437249,-0.188269,
Diluted NI Availto Com Stockholders,-37010000.0,-61519000.0,-68299000.0,-31391000.0,
Net Income Common Stockholders,-37010000.0,-61519000.0,-68299000.0,-31391000.0,
Otherunder Preferred Stock Dividend,,,0.0,0.0,0.0
Net Income,-37010000.0,-61519000.0,-68299000.0,-31391000.0,
Net Income Including Noncontrolling Interests,-37010000.0,-61519000.0,-68299000.0,-31391000.0,
Net Income Continuous Operations,-37010000.0,-61519000.0,-68299000.0,-31391000.0,
Tax Provision,0.0,0.0,0.0,0.0,
Pretax Income,-37010000.0,-61519000.0,-68299000.0,-31391000.0,
Other Income Expense,5328000.0,6684000.0,31346000.0,131000.0,
Other Non Operating Income Expenses,762000.0,1334000.0,275000.0,267000.0,
Special Income Charges,1828000.0,0.0,-2024000.0,795000.0,
Other Special Charges,-1828000.0,,2024000.0,-795000.0,
Gain On Sale Of Security,2738000.0,5350000.0,33095000.0,-931000.0,
Net Non Operating Interest Income Expense,3182000.0,-4372000.0,-5464000.0,-10923000.0,
Interest Expense Non Operating,4351000.0,5428000.0,5464000.0,10923000.0,
Interest Income Non Operating,7533000.0,1056000.0,0.0,,
Operating Income,-45520000.0,-63831000.0,-94181000.0,-20599000.0,
Operating Expense,347672000.0,371946000.0,376287000.0,246539000.0,
Selling General And Administration,347672000.0,371946000.0,376287000.0,246539000.0,
Selling And Marketing Expense,79282000.0,68807000.0,74417000.0,66805000.0,
General And Administrative Expense,268390000.0,303139000.0,301870000.0,179734000.0,
Other Gand A,268390000.0,303139000.0,301870000.0,173212000.0,
Salaries And Wages,,14811000.0,17860000.0,6522000.0,
Gross Profit,302152000.0,308115000.0,282106000.0,225940000.0,
Cost Of Revenue,188032000.0,227200000.0,225300000.0,152664000.0,
Total Revenue,490184000.0,535315000.0,507406000.0,378604000.0,
Operating Revenue,490184000.0,535315000.0,507406000.0,378604000.0,
