,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Free Cash Flow,-28201375.0,-29060212.0,-28361256.0,-64257352.0,
Repayment Of Debt,,,0.0,-172970.0,0.0
Issuance Of Debt,,,,0.0,164583.0
Issuance Of Capital Stock,13803684.0,13798183.0,0.0,89430752.0,
Capital Expenditure,,,,-40006938.0,-1831.0
End Cash Position,3251880.0,26480928.0,41711690.0,70072946.0,
Beginning Cash Position,26480928.0,41711690.0,70072946.0,13859748.0,
Changes In Cash,-23229048.0,-15230762.0,-28361256.0,56213198.0,
Financing Cash Flow,9972327.0,13829450.0,0.0,120470550.0,
Cash Flow From Continuing Financing Activities,9972327.0,13829450.0,0.0,120470550.0,
Net Other Financing Charges,-3831357.0,,,,
Proceeds From Stock Option Exercised,0.0,31267.0,0.0,31212768.0,
Net Common Stock Issuance,13803684.0,13798183.0,0.0,89430752.0,
Common Stock Issuance,13803684.0,13798183.0,0.0,89430752.0,
Net Issuance Payments Of Debt,,,0.0,-172970.0,164583.0
Net Long Term Debt Issuance,,,0.0,-172970.0,164583.0
Long Term Debt Payments,,,0.0,-172970.0,0.0
Long Term Debt Issuance,,,,0.0,164583.0
Investing Cash Flow,-5000000.0,0.0,0.0,-40006938.0,
Cash Flow From Continuing Investing Activities,-5000000.0,0.0,0.0,-40006938.0,
Net Other Investing Changes,-5000000.0,,,,
Net Intangibles Purchase And Sale,,,0.0,-40000000.0,0.0
Purchase Of Intangibles,,,0.0,-40000000.0,0.0
Net PPE Purchase And Sale,,,0.0,-6938.0,-1831.0
Purchase Of PPE,,,0.0,-6938.0,-1831.0
Operating Cash Flow,-28201375.0,-29060212.0,-28361256.0,-24250414.0,
Cash Flow From Continuing Operating Activities,-28201375.0,-29060212.0,-28361256.0,-24250414.0,
Change In Working Capital,-1685001.0,-4006321.0,239555.0,-2717270.0,
Change In Other Working Capital,72035.0,394732.0,-143749.0,251081.0,
Change In Other Current Liabilities,-218380.0,-196989.0,-177237.0,-158999.0,
Change In Payables And Accrued Expense,1540604.0,832862.0,671717.0,-209216.0,
Change In Accrued Expense,-459273.0,-929094.0,783434.0,369924.0,
Change In Interest Payable,,,0.0,-87996.0,15673.0
Change In Payable,1999877.0,1761956.0,-111717.0,-579140.0,
Change In Account Payable,1999877.0,1761956.0,-111717.0,-579140.0,
Change In Prepaid Assets,-945389.0,-5036926.0,-111176.0,-2600136.0,
Change In Inventory,-2133871.0,0.0,,,
Change In Receivables,,,,,0.0
Other Non Cash Items,284176.0,102000.0,378204.0,68000.0,
Stock Based Compensation,11839678.0,6616705.0,3905954.0,1454979.0,
Deferred Tax,576000.0,576000.0,576000.0,0.0,
Deferred Income Tax,576000.0,576000.0,576000.0,0.0,
Depreciation Amortization Depletion,209611.0,194316.0,179677.0,164868.0,
Depreciation And Amortization,209611.0,194316.0,179677.0,164868.0,
Depreciation,209611.0,194316.0,179677.0,164868.0,
Operating Gains Losses,,,,-166557.0,
Net Income From Continuing Operations,-39425839.0,-32542912.0,-33640646.0,-23054434.0,
