,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,4398000.0,89518000.0,61458000.0,53591000.0,
Repayment Of Debt,-77134000.0,-149000000.0,-52772000.0,-20000000.0,
Issuance Of Debt,50000000.0,25500000.0,549060000.0,15000000.0,
Capital Expenditure,-24279000.0,-23858000.0,-23280000.0,-9204000.0,
Interest Paid Supplemental Data,30716000.0,20187000.0,5985000.0,922000.0,
Income Tax Paid Supplemental Data,1529000.0,5658000.0,1715000.0,927000.0,
End Cash Position,33605000.0,75558000.0,127162000.0,31118000.0,
Beginning Cash Position,75558000.0,127162000.0,31118000.0,21659000.0,
Effect Of Exchange Rate Changes,2518000.0,-1627000.0,-1935000.0,-312000.0,
Changes In Cash,-44471000.0,-49977000.0,97979000.0,9771000.0,
Financing Cash Flow,-29300000.0,-128288000.0,185243000.0,-15216000.0,
Cash Flow From Continuing Financing Activities,-29300000.0,-128288000.0,185243000.0,-15216000.0,
Net Other Financing Charges,-5037000.0,-6808000.0,-315345000.0,-17425000.0,
Proceeds From Stock Option Exercised,2871000.0,2020000.0,4300000.0,7209000.0,
Net Issuance Payments Of Debt,-27134000.0,-123500000.0,496288000.0,-5000000.0,
Net Short Term Debt Issuance,,,,,20000000.0
Short Term Debt Issuance,,,,,20000000.0
Net Long Term Debt Issuance,-27134000.0,-123500000.0,496288000.0,-5000000.0,
Long Term Debt Payments,-77134000.0,-149000000.0,-52772000.0,-20000000.0,
Long Term Debt Issuance,50000000.0,25500000.0,549060000.0,15000000.0,
Investing Cash Flow,-43848000.0,-35065000.0,-172002000.0,-37808000.0,
Cash From Discontinued Investing Activities,,,,,0.0
Cash Flow From Continuing Investing Activities,-43848000.0,-35065000.0,-172002000.0,-37808000.0,
Net Business Purchase And Sale,-19569000.0,-11207000.0,-148722000.0,-28604000.0,
Sale Of Business,65000.0,,,,
Purchase Of Business,,-2708000.0,-148722000.0,-28604000.0,-41872000.0
Capital Expenditure Reported,-24279000.0,-23858000.0,-23280000.0,-9204000.0,
Operating Cash Flow,28677000.0,113376000.0,84738000.0,62795000.0,
Cash From Discontinued Operating Activities,,,0.0,0.0,-2293000.0
Cash Flow From Continuing Operating Activities,28677000.0,113376000.0,84738000.0,62795000.0,
Change In Working Capital,-15773000.0,-17728000.0,-70486000.0,6781000.0,
Change In Other Working Capital,,3328000.0,1097000.0,1424000.0,2866000.0
Change In Other Current Liabilities,12588000.0,-15931000.0,3670000.0,1586000.0,
Change In Other Current Assets,-11481000.0,7322000.0,2579000.0,0.0,
Change In Payables And Accrued Expense,1683000.0,-93061000.0,2421000.0,29735000.0,
Change In Accrued Expense,-38507000.0,-44230000.0,-29341000.0,31632000.0,
Change In Payable,40190000.0,-48831000.0,31762000.0,-1897000.0,
Change In Account Payable,40190000.0,-48831000.0,31762000.0,-1897000.0,
Change In Prepaid Assets,688000.0,49000.0,-5500000.0,-586000.0,
Change In Receivables,-19251000.0,83893000.0,-73656000.0,-25378000.0,
Changes In Account Receivables,-19251000.0,83893000.0,-73656000.0,-25378000.0,
Other Non Cash Items,636000.0,6497000.0,47845000.0,836000.0,
Stock Based Compensation,33763000.0,30401000.0,19304000.0,5877000.0,
Provisionand Write Offof Assets,3202000.0,3328000.0,1097000.0,,
Asset Impairment Charge,336640000.0,0.0,0.0,,
Deferred Tax,6900000.0,-6039000.0,-3981000.0,-12952000.0,
Deferred Income Tax,6900000.0,-6039000.0,-3981000.0,-12952000.0,
Depreciation Amortization Depletion,83858000.0,81073000.0,57452000.0,7114000.0,
Depreciation And Amortization,83858000.0,81073000.0,57452000.0,7114000.0,
Amortization Cash Flow,64358000.0,64608000.0,48420000.0,,
Amortization Of Intangibles,64358000.0,64608000.0,48420000.0,,
Depreciation,19504000.0,16465000.0,9032000.0,,
Operating Gains Losses,-101000.0,-1026000.0,-2062000.0,255000.0,
Gain Loss On Investment Securities,,,,,9580000.0
Net Foreign Currency Exchange Gain Loss,-101000.0,-1026000.0,-2062000.0,0.0,
Net Income From Continuing Operations,-420448000.0,16870000.0,35569000.0,54884000.0,
