,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Ordinary Shares Number,124376000.0,107312000.0,105960000.0,104327000.0,
Share Issued,124376000.0,107312000.0,105960000.0,104327000.0,
Net Debt,290498000.0,,,,
Total Debt,510552000.0,115171000.0,81576000.0,25545000.0,
Tangible Book Value,176882000.0,261081000.0,386558000.0,395159000.0,
Invested Capital,578627000.0,271343000.0,398520000.0,408822000.0,
Working Capital,592303000.0,311016000.0,266449000.0,238061000.0,
Net Tangible Assets,176882000.0,261081000.0,386558000.0,395159000.0,
Capital Lease Obligations,117369000.0,115171000.0,81576000.0,25545000.0,
Common Stock Equity,185444000.0,271343000.0,398520000.0,408822000.0,
Total Capitalization,578627000.0,271343000.0,398520000.0,408822000.0,
Total Equity Gross Minority Interest,191063000.0,287162000.0,418339000.0,408822000.0,
Minority Interest,5619000.0,15819000.0,19819000.0,0.0,
Stockholders Equity,185444000.0,271343000.0,398520000.0,408822000.0,
Gains Losses Not Affecting Retained Earnings,4750000.0,-3222000.0,-136000.0,-69000.0,
Other Equity Adjustments,4750000.0,-3222000.0,-136000.0,-69000.0,
Retained Earnings,-1625523000.0,-1026030000.0,-820755000.0,-644692000.0,
Additional Paid In Capital,1806000000.0,1300395000.0,1219213000.0,1053386000.0,
Capital Stock,217000.0,200000.0,198000.0,197000.0,
Common Stock,217000.0,200000.0,198000.0,197000.0,
Total Liabilities Net Minority Interest,948739000.0,478390000.0,273600000.0,301326000.0,
Total Non Current Liabilities Net Minority Interest,845571000.0,372934000.0,134750000.0,154790000.0,
Liabilities Heldfor Sale Non Current,341361000.0,268326000.0,0.0,,
Non Current Deferred Liabilities,,0.0,55950000.0,131495000.0,0.0
Non Current Deferred Revenue,,0.0,55950000.0,131495000.0,0.0
Long Term Debt And Capital Lease Obligation,504210000.0,104608000.0,78800000.0,23295000.0,
Long Term Capital Lease Obligation,111027000.0,104608000.0,78800000.0,23295000.0,
Long Term Debt,393183000.0,,,,
Current Liabilities,103168000.0,105456000.0,138850000.0,146536000.0,
Other Current Liabilities,432000.0,435000.0,,,17000.0
Current Deferred Liabilities,0.0,866000.0,74099000.0,111055000.0,
Current Deferred Revenue,0.0,866000.0,74099000.0,111055000.0,
Current Debt And Capital Lease Obligation,6342000.0,10563000.0,2776000.0,2250000.0,
Current Capital Lease Obligation,6342000.0,10563000.0,2776000.0,2250000.0,
Payables And Accrued Expenses,96394000.0,93592000.0,61975000.0,33231000.0,
Current Accrued Expenses,85006000.0,57726000.0,59107000.0,23774000.0,
Payables,11388000.0,35866000.0,2868000.0,9457000.0,
Accounts Payable,11388000.0,35866000.0,2868000.0,9457000.0,
Total Assets,1139802000.0,765552000.0,691939000.0,710148000.0,
Total Non Current Assets,444331000.0,349080000.0,286640000.0,325551000.0,
Other Non Current Assets,4482000.0,3259000.0,218000.0,272000.0,
Investments And Advances,,0.0,105872000.0,245595000.0,137487000.0
Investmentin Financial Assets,,0.0,105872000.0,245595000.0,137487000.0
Held To Maturity Securities,,0.0,105872000.0,245595000.0,137487000.0
Goodwill And Other Intangible Assets,8562000.0,10262000.0,11962000.0,13663000.0,
Other Intangible Assets,8562000.0,10262000.0,11962000.0,13663000.0,
Net PPE,431287000.0,335559000.0,168588000.0,66021000.0,
Accumulated Depreciation,-58021000.0,-41951000.0,-31554000.0,-22864000.0,
Gross PPE,489308000.0,377510000.0,200142000.0,88885000.0,
Leases,104410000.0,103813000.0,42017000.0,41524000.0,
Construction In Progress,188731000.0,166655000.0,56373000.0,345000.0,
Other Properties,110608000.0,101806000.0,96574000.0,44846000.0,
Machinery Furniture Equipment,6575000.0,2240000.0,2182000.0,2170000.0,
Buildings And Improvements,75988000.0,0.0,,,
Land And Improvements,2996000.0,2996000.0,2996000.0,0.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,695471000.0,416472000.0,405299000.0,384597000.0,
Other Current Assets,4973000.0,4033000.0,20204000.0,2191000.0,
Prepaid Assets,9537000.0,8813000.0,7289000.0,4362000.0,
Receivables,,0.0,1410000.0,10255000.0,846000.0
Accounts Receivable,,0.0,1410000.0,10255000.0,846000.0
Cash Cash Equivalents And Short Term Investments,680961000.0,403626000.0,376396000.0,367789000.0,
Other Short Term Investments,578276000.0,292735000.0,268391000.0,183355000.0,
Cash And Cash Equivalents,102685000.0,110891000.0,108005000.0,184434000.0,
