,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.27
Normalized EBITDA,-4930463.0,-645255.0,14871.0
Net Income From Continuing Operation Net Minority Interest,-4931197.0,-645255.0,14871.0
Reconciled Depreciation,734.0,0.0,
EBITDA,-4930463.0,-645255.0,14871.0
EBIT,-4931197.0,-645255.0,14871.0
Normalized Income,-4931197.0,-645255.0,14871.0
Net Income From Continuing And Discontinued Operation,-4931197.0,-645255.0,14871.0
Total Expenses,5208235.0,988361.0,814747.0
Total Operating Income As Reported,-4931197.0,-645255.0,14871.0
Diluted Average Shares,2715598.0,2732200.0,2450000.0
Basic Average Shares,2715598.0,2732200.0,2450000.0
Diluted EPS,-1.8,-0.236167,0.00607
Basic EPS,-1.8,-0.236167,0.00607
Diluted NI Availto Com Stockholders,-4931197.0,-645255.0,14871.0
Net Income Common Stockholders,-4931197.0,-645255.0,14871.0
Net Income,-4931197.0,-645255.0,14871.0
Net Income Including Noncontrolling Interests,-4931197.0,-645255.0,14871.0
Net Income Continuous Operations,-4931197.0,-645255.0,14871.0
Pretax Income,-4931197.0,-645255.0,14871.0
Operating Income,-4931197.0,-645255.0,14871.0
Operating Expense,5208235.0,988361.0,814747.0
Other Operating Expenses,2848307.0,370158.0,535127.0
Selling General And Administration,2359928.0,618203.0,279620.0
General And Administrative Expense,2359928.0,618203.0,279620.0
Other Gand A,2183155.0,462971.0,119369.0
Salaries And Wages,176773.0,155232.0,160251.0
Total Revenue,277038.0,343106.0,829618.0
Operating Revenue,277038.0,343106.0,829618.0
