,2023-12-31,2022-12-31,2020-12-31
Free Cash Flow,226000000.0,138000000.0,143000000.0
Repurchase Of Capital Stock,-40000000.0,-12000000.0,0.0
Repayment Of Debt,-50000000.0,-171000000.0,-519000000.0
Issuance Of Debt,0.0,104000000.0,779000000.0
Issuance Of Capital Stock,,,0.0
Capital Expenditure,-160000000.0,-148000000.0,-90000000.0
Interest Paid Supplemental Data,128000000.0,126000000.0,210000000.0
Income Tax Paid Supplemental Data,17000000.0,17000000.0,19000000.0
End Cash Position,1759000000.0,1759000000.0,1536000000.0
Beginning Cash Position,1759000000.0,1652000000.0,985000000.0
Effect Of Exchange Rate Changes,4000000.0,2000000.0,-3000000.0
Changes In Cash,-4000000.0,105000000.0,554000000.0
Financing Cash Flow,-231000000.0,54000000.0,463000000.0
Cash Flow From Continuing Financing Activities,-231000000.0,54000000.0,463000000.0
Net Other Financing Charges,-141000000.0,133000000.0,203000000.0
Cash Dividends Paid,,,-3000000.0
Net Common Stock Issuance,-40000000.0,-12000000.0,0.0
Common Stock Payments,-40000000.0,-12000000.0,0.0
Common Stock Issuance,,,0.0
Net Issuance Payments Of Debt,-50000000.0,-67000000.0,260000000.0
Net Long Term Debt Issuance,-50000000.0,-67000000.0,260000000.0
Long Term Debt Payments,-50000000.0,-171000000.0,-519000000.0
Long Term Debt Issuance,0.0,104000000.0,779000000.0
Investing Cash Flow,-159000000.0,-235000000.0,-142000000.0
Cash Flow From Continuing Investing Activities,-159000000.0,-235000000.0,-142000000.0
Net Business Purchase And Sale,1000000.0,-87000000.0,-52000000.0
Sale Of Business,1000000.0,,
Purchase Of Business,,-87000000.0,-52000000.0
Net Intangibles Purchase And Sale,,,0.0
Purchase Of Intangibles,,,0.0
Capital Expenditure Reported,-160000000.0,-148000000.0,-90000000.0
Operating Cash Flow,386000000.0,286000000.0,233000000.0
Cash Flow From Continuing Operating Activities,386000000.0,286000000.0,233000000.0
Change In Working Capital,-118000000.0,-158000000.0,-21000000.0
Change In Other Working Capital,-25000000.0,-94000000.0,-143000000.0
Change In Payables And Accrued Expense,-68000000.0,72000000.0,-11000000.0
Change In Receivables,-25000000.0,-136000000.0,133000000.0
Changes In Account Receivables,-25000000.0,-136000000.0,
Other Non Cash Items,19000000.0,24000000.0,61000000.0
Stock Based Compensation,160000000.0,181000000.0,5000000.0
Unrealized Gain Loss On Investment Securities,10000000.0,-38000000.0,0.0
Asset Impairment Charge,148000000.0,0.0,
Deferred Tax,108000000.0,-46000000.0,0.0
Deferred Income Tax,108000000.0,-46000000.0,0.0
Depreciation Amortization Depletion,421000000.0,395000000.0,291000000.0
Depreciation And Amortization,421000000.0,395000000.0,291000000.0
Amortization Cash Flow,319000000.0,316000000.0,200000000.0
Amortization Of Intangibles,319000000.0,316000000.0,200000000.0
Depreciation,102000000.0,79000000.0,91000000.0
Net Income From Continuing Operations,-362000000.0,-72000000.0,-103000000.0
