,2024-08-31,2023-08-31,2022-08-31,2021-08-31,2020-08-31
Ordinary Shares Number,118904817.0,118904817.0,118904817.0,119192175.0,
Share Issued,118904817.0,118904817.0,118904817.0,119192175.0,
Net Debt,,,,195964677.565389,215459089.522894
Total Debt,162263056.294667,169127050.840013,209895702.639449,492289243.51666,
Tangible Book Value,-6451019.901045,-455170.939936,-10770994.018983,12437578.808325,
Invested Capital,55488283.837273,152977283.523663,225529569.323452,576605049.178581,
Working Capital,-36349420.670698,-59717995.366202,-47203004.464092,-38464025.314208,
Net Tangible Assets,-6451019.901045,-455170.939936,-10770994.018983,12437578.808325,
Capital Lease Obligations,162263056.294667,169127050.840013,191321655.74481,201522918.05577,
Common Stock Equity,55488283.837273,152977283.523663,206955522.428813,285838723.717691,
Total Capitalization,55488283.837273,152977283.523663,207033971.850215,285907859.412346,
Total Equity Gross Minority Interest,65075806.706982,169720554.86988,234919828.739219,315024873.489176,
Minority Interest,9587522.869709,16743271.346217,27964306.310406,29186149.771485,
Stockholders Equity,55488283.837273,152977283.523663,206955522.428813,285838723.717691,
Gains Losses Not Affecting Retained Earnings,22324969.543705,20775340.754365,6106537.663069,19175615.438656,
Other Equity Adjustments,22324969.543705,20775340.754365,6106537.663069,19175615.438656,
Retained Earnings,-158324953.655855,-51095124.772153,-9014495.362545,72833107.519377,
Additional Paid In Capital,191487409.015943,183296203.634567,209862488.666407,193829102.893493,
Capital Stock,858.93348,863.906885,991.461882,897.866164,
Common Stock,858.93348,863.906885,991.461882,897.866164,
Total Liabilities Net Minority Interest,261903956.734469,329132756.81344,378935244.051489,644815380.517556,
Total Non Current Liabilities Net Minority Interest,154287322.100055,169266463.81355,182798181.879253,192425289.145539,
Other Non Current Liabilities,,,1387674.836389,1476316.440725,4237895.893044
Liabilities Heldfor Sale Non Current,0.0,7609939.771604,,0.0,54671277.927298
Non Current Deferred Liabilities,3440028.587136,3857992.170858,2963231.699389,3161050.064849,
Non Current Deferred Revenue,92979.549203,104856.698144,273023.815715,159483.477442,
Non Current Deferred Taxes Liabilities,3347049.037933,3753135.472713,2690207.883674,3001566.587407,
Long Term Debt And Capital Lease Obligation,150847293.512919,157798531.871088,178447275.343475,187787922.639965,
