,2023-12-31,2022-12-31,2020-12-31
Tax Effect Of Unusual Items,-1580000.0,7980000.0,0.0
Tax Rate For Calcs,0.01,0.21,0.27
Normalized EBITDA,344000000.0,438000000.0,431000000.0
Total Unusual Items,-158000000.0,38000000.0,
Total Unusual Items Excluding Goodwill,-158000000.0,38000000.0,
Net Income From Continuing Operation Net Minority Interest,-345000000.0,-62000000.0,-103000000.0
Reconciled Depreciation,421000000.0,395000000.0,291000000.0
Reconciled Cost Of Revenue,2188000000.0,2080000000.0,1829000000.0
EBITDA,186000000.0,476000000.0,431000000.0
EBIT,-235000000.0,81000000.0,140000000.0
Net Interest Income,-131000000.0,-122000000.0,-234000000.0
Interest Expense,131000000.0,122000000.0,234000000.0
Normalized Income,-188580000.0,-92020000.0,-103000000.0
Net Income From Continuing And Discontinued Operation,-345000000.0,-62000000.0,-103000000.0
Total Expenses,3363000000.0,3146000000.0,2581000000.0
Total Operating Income As Reported,-101000000.0,-14000000.0,147000000.0
Diluted Average Shares,489461259.0,478340245.0,446790011.0
Basic Average Shares,489461259.0,478340245.0,446790011.0
Diluted EPS,-0.7,-0.129615,-0.230533
Basic EPS,-0.7,-0.129615,-0.230533
Diluted NI Availto Com Stockholders,-345000000.0,-62000000.0,-103000000.0
Net Income Common Stockholders,-345000000.0,-62000000.0,-103000000.0
Net Income,-345000000.0,-62000000.0,-103000000.0
Minority Interests,17000000.0,10000000.0,0.0
Net Income Including Noncontrolling Interests,-362000000.0,-72000000.0,-103000000.0
Net Income Continuous Operations,-362000000.0,-72000000.0,-103000000.0
Tax Provision,-4000000.0,31000000.0,9000000.0
Pretax Income,-366000000.0,-41000000.0,-94000000.0
Other Income Expense,-282000000.0,95000000.0,-7000000.0
Other Non Operating Income Expenses,-124000000.0,57000000.0,-7000000.0
Special Income Charges,-148000000.0,0.0,
Impairment Of Capital Assets,148000000.0,0.0,
Gain On Sale Of Security,-10000000.0,38000000.0,
Net Non Operating Interest Income Expense,-131000000.0,-122000000.0,-234000000.0
Interest Expense Non Operating,131000000.0,122000000.0,234000000.0
Operating Income,47000000.0,-14000000.0,147000000.0
Operating Expense,1093000000.0,1010000000.0,687000000.0
Depreciation Amortization Depletion Income Statement,339000000.0,339000000.0,226000000.0
Depreciation And Amortization In Income Statement,339000000.0,339000000.0,226000000.0
Selling General And Administration,754000000.0,671000000.0,461000000.0
Gross Profit,1140000000.0,996000000.0,834000000.0
Cost Of Revenue,2270000000.0,2136000000.0,1894000000.0
Total Revenue,3410000000.0,3132000000.0,2728000000.0
Operating Revenue,3410000000.0,3132000000.0,2728000000.0
