,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,-16907.385,0.0,0.0
Tax Rate For Calcs,0.165,0.0,0.0
Normalized EBITDA,-4104074.0,-9016354.0,-12966525.0
Total Unusual Items,-102469.0,-19777.0,
Total Unusual Items Excluding Goodwill,-102469.0,-19777.0,
Net Income From Continuing Operation Net Minority Interest,-4871387.0,-9257598.0,-12966860.0
Reconciled Depreciation,103276.0,1007.0,335.0
EBITDA,-4206543.0,-9036131.0,-12966525.0
EBIT,-4309819.0,-9037138.0,-12966860.0
Net Interest Income,-551778.0,-219884.0,31.0
Interest Expense,552651.0,220460.0,0.0
Interest Income,873.0,576.0,31.0
Normalized Income,-4785825.385,-9237821.0,-12966860.0
Net Income From Continuing And Discontinued Operation,-4871387.0,-9257598.0,-12966860.0
Total Expenses,9241646.0,8813281.0,8477118.0
Rent Expense Supplemental,35426.0,83657.0,295568.0
Total Operating Income As Reported,-8063807.0,-7274728.0,-7357035.0
Diluted Average Shares,,23192950.0,
Basic Average Shares,,23192950.0,23192950.0
Diluted EPS,,-0.399156,
Basic EPS,,-0.399156,-0.559086
Diluted NI Availto Com Stockholders,-4871387.0,-9257598.0,-12966860.0
Net Income Common Stockholders,-4871387.0,-9257598.0,-12966860.0
Net Income,-4871387.0,-9257598.0,-12966860.0
Net Income Including Noncontrolling Interests,-4871387.0,-9257598.0,-12966860.0
Net Income Continuous Operations,-4871387.0,-9257598.0,-12966860.0
Tax Provision,8917.0,0.0,
Pretax Income,-4862470.0,-9257598.0,-12966860.0
Other Income Expense,3631416.0,-1850196.0,-5609856.0
Other Non Operating Income Expenses,3733885.0,-1830419.0,-5609856.0
Special Income Charges,-102469.0,-19777.0,
Write Off,102469.0,19777.0,
Net Non Operating Interest Income Expense,-551778.0,-219884.0,31.0
Interest Expense Non Operating,552651.0,220460.0,0.0
Interest Income Non Operating,873.0,576.0,31.0
Operating Income,-7942108.0,-7187518.0,-7357035.0
Operating Expense,9241646.0,8813281.0,8477118.0
Other Operating Expenses,2102309.0,2594078.0,2140291.0
Depreciation Amortization Depletion Income Statement,103276.0,1007.0,
Depreciation And Amortization In Income Statement,103276.0,1007.0,
Depreciation Income Statement,103276.0,1007.0,
Selling General And Administration,7036061.0,6218196.0,6336827.0
Selling And Marketing Expense,43000.0,479766.0,697032.0
General And Administrative Expense,6993061.0,5738430.0,5639795.0
Other Gand A,1913673.0,629323.0,725518.0
Rent And Landing Fees,35426.0,83657.0,295568.0
Salaries And Wages,5043962.0,5025450.0,4618709.0
Total Revenue,1299538.0,1625763.0,1120083.0
Operating Revenue,1299538.0,1625763.0,1120083.0
