,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,31956657.0,31956657.0,31956657.0
Share Issued,31956657.0,31956657.0,31956657.0
Total Debt,317000.0,139000.0,0.0
Tangible Book Value,-153193000.0,-85109000.0,-48644000.0
Invested Capital,-153193000.0,-85109000.0,-48644000.0
Working Capital,148344000.0,174262000.0,41134000.0
Net Tangible Assets,-153193000.0,-85109000.0,41221000.0
Capital Lease Obligations,317000.0,139000.0,0.0
Common Stock Equity,-153193000.0,-85109000.0,-48644000.0
Preferred Stock Equity,,,89865000.0
Total Capitalization,-153193000.0,-85109000.0,41221000.0
Total Equity Gross Minority Interest,-153193000.0,-85109000.0,41221000.0
Stockholders Equity,-153193000.0,-85109000.0,41221000.0
Other Equity Interest,,,-2000.0
Retained Earnings,-157845000.0,-88512000.0,-51606000.0
Additional Paid In Capital,4652000.0,3403000.0,2964000.0
Capital Stock,0.0,0.0,89865000.0
Common Stock,0.0,0.0,0.0
Preferred Stock,,0.0,89865000.0
Total Liabilities Net Minority Interest,316291000.0,267942000.0,1818000.0
Total Non Current Liabilities Net Minority Interest,304667000.0,259582000.0,0.0
Preferred Securities Outside Stock Equity,304490000.0,259571000.0,0.0
Long Term Debt And Capital Lease Obligation,177000.0,11000.0,0.0
Long Term Capital Lease Obligation,177000.0,11000.0,0.0
Current Liabilities,11624000.0,8360000.0,1818000.0
Current Debt And Capital Lease Obligation,140000.0,128000.0,
Current Capital Lease Obligation,140000.0,128000.0,0.0
Pensionand Other Post Retirement Benefit Plans Current,3353000.0,2677000.0,913000.0
Payables And Accrued Expenses,8131000.0,5555000.0,905000.0
Current Accrued Expenses,3599000.0,2461000.0,612000.0
Payables,4532000.0,3094000.0,293000.0
Accounts Payable,4532000.0,3094000.0,293000.0
Total Assets,163098000.0,182833000.0,43039000.0
Total Non Current Assets,3130000.0,211000.0,87000.0
Other Non Current Assets,107000.0,72000.0,87000.0
Non Current Deferred Assets,2732000.0,0.0,
Net PPE,291000.0,139000.0,0.0
Gross PPE,291000.0,139000.0,0.0
Buildings And Improvements,291000.0,139000.0,0.0
Properties,0.0,0.0,0.0
Current Assets,159968000.0,182622000.0,42952000.0
Other Current Assets,8578000.0,18573000.0,5393000.0
Prepaid Assets,8818000.0,18750000.0,5422000.0
Receivables,761000.0,500000.0,250000.0
Other Receivables,240000.0,177000.0,29000.0
Taxes Receivable,761000.0,500000.0,250000.0
Cash Cash Equivalents And Short Term Investments,150389000.0,163372000.0,37280000.0
Cash And Cash Equivalents,150389000.0,163372000.0,37280000.0
Cash Financial,,163372000.0,37280000.0
