,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,,0.0,0.0
Tax Rate For Calcs,,0.0,0.0
Normalized EBITDA,,-2768588.0,-2199173.0
Total Unusual Items,,0.0,-54901.0
Total Unusual Items Excluding Goodwill,,0.0,-54901.0
Net Income From Continuing Operation Net Minority Interest,,-2792929.0,-2309484.0
Reconciled Depreciation,,24341.0,509.0
EBITDA,,-2768588.0,-2254074.0
EBIT,,-2792929.0,-2254583.0
Normalized Income,,-2792929.0,-2254583.0
Net Income From Continuing And Discontinued Operation,,-2792929.0,-2309484.0
Total Expenses,,2792929.0,2254583.0
Diluted Average Shares,53061862.0,37393022.0,37393022.0
Basic Average Shares,53061862.0,37393022.0,37393022.0
Diluted EPS,-0.21445,-0.074691,-0.061762
Basic EPS,-0.21445,-0.074691,-0.061762
Diluted NI Availto Com Stockholders,,-2792929.0,-2309484.0
Net Income Common Stockholders,,-2792929.0,-2309484.0
Net Income,,-2792929.0,-2309484.0
Net Income Including Noncontrolling Interests,,-2792929.0,-2309484.0
Net Income Continuous Operations,,-2792929.0,-2309484.0
Tax Provision,,0.0,0.0
Pretax Income,,-2792929.0,-2309484.0
Other Income Expense,,,-54901.0
Special Income Charges,,0.0,-54901.0
Impairment Of Capital Assets,,0.0,54901.0
Operating Income,,-2792929.0,-2254583.0
Operating Expense,,2792929.0,2254583.0
Depreciation Amortization Depletion Income Statement,,4341.0,509.0
Depreciation And Amortization In Income Statement,,4341.0,509.0
Research And Development,,1741380.0,1183252.0
Selling General And Administration,,1047208.0,1070822.0
Selling And Marketing Expense,,87086.0,77929.0
General And Administrative Expense,,960122.0,992893.0
Other Gand A,,960122.0,992893.0
Total Revenue,,0.0,0.0
Operating Revenue,,0.0,0.0
