,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-16379000.0,-14598000.0,-10963000.0
Repayment Of Debt,0.0,-4854000.0,-4685000.0
Issuance Of Debt,,,0.0
Issuance Of Capital Stock,80000.0,13042000.0,61248000.0
Capital Expenditure,-271000.0,-633000.0,-595000.0
End Cash Position,27053000.0,32093000.0,38501000.0
Beginning Cash Position,32093000.0,38501000.0,1470000.0
Changes In Cash,-5040000.0,-6408000.0,37031000.0
Financing Cash Flow,80000.0,8188000.0,56563000.0
Cash Flow From Continuing Financing Activities,80000.0,8188000.0,56563000.0
Net Common Stock Issuance,80000.0,13042000.0,61248000.0
Common Stock Issuance,80000.0,13042000.0,61248000.0
Net Issuance Payments Of Debt,0.0,-4854000.0,-4685000.0
Net Long Term Debt Issuance,0.0,-4854000.0,-4685000.0
Long Term Debt Payments,0.0,-4854000.0,-4685000.0
Long Term Debt Issuance,,,0.0
Investing Cash Flow,10988000.0,-631000.0,-9164000.0
Cash Flow From Continuing Investing Activities,10988000.0,-631000.0,-9164000.0
Net Investment Purchase And Sale,7359000.0,-243000.0,-8569000.0
Sale Of Investment,10083000.0,22292000.0,10044000.0
Purchase Of Investment,-2724000.0,-22535000.0,-18613000.0
Net Intangibles Purchase And Sale,-185000.0,-592000.0,-573000.0
Purchase Of Intangibles,-185000.0,-592000.0,-573000.0
Net PPE Purchase And Sale,3814000.0,204000.0,-22000.0
Sale Of PPE,3900000.0,245000.0,0.0
Purchase Of PPE,-86000.0,-41000.0,-22000.0
Operating Cash Flow,-16108000.0,-13965000.0,-10368000.0
Cash Flow From Continuing Operating Activities,-16108000.0,-13965000.0,-10368000.0
Change In Working Capital,966000.0,895000.0,605000.0
Change In Other Current Liabilities,688000.0,-30000.0,27000.0
Change In Other Current Assets,-83000.0,0.0,
Change In Payables And Accrued Expense,547000.0,-189000.0,181000.0
Change In Accrued Expense,368000.0,-4000.0,270000.0
Change In Interest Payable,,0.0,231000.0
Change In Payable,179000.0,-185000.0,-89000.0
Change In Account Payable,179000.0,-185000.0,-89000.0
Change In Prepaid Assets,-151000.0,1631000.0,671000.0
Change In Receivables,-35000.0,-517000.0,-274000.0
Changes In Account Receivables,0.0,34000.0,40000.0
Other Non Cash Items,-680000.0,2778000.0,85000.0
Stock Based Compensation,954000.0,1568000.0,1036000.0
Provisionand Write Offof Assets,,0.0,-30000.0
Asset Impairment Charge,0.0,1779000.0,1230000.0
Deferred Tax,197000.0,-2319000.0,-96000.0
Deferred Income Tax,197000.0,-2319000.0,-96000.0
Depreciation Amortization Depletion,256000.0,775000.0,733000.0
Depreciation And Amortization,256000.0,775000.0,733000.0
Amortization Cash Flow,218000.0,116000.0,68000.0
Amortization Of Intangibles,218000.0,116000.0,68000.0
Depreciation,38000.0,659000.0,665000.0
Operating Gains Losses,1644000.0,-314000.0,469000.0
Gain Loss On Investment Securities,1644000.0,-98000.0,169000.0
Gain Loss On Sale Of PPE,0.0,-216000.0,158000.0
Net Income From Continuing Operations,-19445000.0,-19127000.0,-14400000.0
