,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Ordinary Shares Number,43548000.0,44140000.0,44511000.0,46482000.0,
Share Issued,43548000.0,44140000.0,44511000.0,46482000.0,
Total Debt,12090000.0,12778000.0,16048000.0,22888000.0,
Tangible Book Value,149263000.0,56026000.0,124507000.0,281599000.0,
Invested Capital,278085000.0,186098000.0,255829000.0,394034000.0,
Working Capital,110198000.0,140838000.0,90017000.0,234398000.0,
Net Tangible Assets,149263000.0,56026000.0,124507000.0,281599000.0,
Capital Lease Obligations,12090000.0,12778000.0,16048000.0,22888000.0,
Common Stock Equity,278085000.0,186098000.0,255829000.0,394034000.0,
Total Capitalization,278085000.0,186098000.0,255829000.0,394034000.0,
Total Equity Gross Minority Interest,278085000.0,186098000.0,255829000.0,394034000.0,
Stockholders Equity,278085000.0,186098000.0,255829000.0,394034000.0,
Gains Losses Not Affecting Retained Earnings,-15942000.0,-16050000.0,-11863000.0,-10350000.0,
Other Equity Adjustments,-15942000.0,-16050000.0,-11863000.0,-10350000.0,
Retained Earnings,-1056011000.0,-1062900000.0,-898699000.0,-665774000.0,
Additional Paid In Capital,1349603000.0,1264608000.0,1165948000.0,1069695000.0,
Capital Stock,435000.0,440000.0,443000.0,463000.0,
Common Stock,435000.0,440000.0,443000.0,463000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,665828000.0,596476000.0,560251000.0,510139000.0,
Total Non Current Liabilities Net Minority Interest,180900000.0,186400000.0,166187000.0,136937000.0,
Other Non Current Liabilities,3556000.0,3613000.0,3929000.0,1526000.0,
Non Current Deferred Liabilities,170189000.0,174527000.0,150988000.0,119992000.0,
Non Current Deferred Revenue,168472000.0,174393000.0,150180000.0,119231000.0,
Non Current Deferred Taxes Liabilities,1717000.0,134000.0,808000.0,761000.0,
Long Term Debt And Capital Lease Obligation,7155000.0,8260000.0,11270000.0,15419000.0,
Long Term Capital Lease Obligation,7155000.0,8260000.0,11270000.0,15419000.0,
Current Liabilities,484928000.0,410076000.0,394064000.0,373202000.0,
Current Deferred Liabilities,362450000.0,307562000.0,267017000.0,253211000.0,
Current Deferred Revenue,362450000.0,307562000.0,267017000.0,253211000.0,
Current Debt And Capital Lease Obligation,4935000.0,4518000.0,4778000.0,7469000.0,
Current Capital Lease Obligation,4935000.0,4518000.0,4778000.0,7469000.0,
Pensionand Other Post Retirement Benefit Plans Current,,58112000.0,73409000.0,69890000.0,47356000.0
Payables And Accrued Expenses,117543000.0,97996000.0,122269000.0,112522000.0,
Current Accrued Expenses,46283000.0,39776000.0,48428000.0,42258000.0,
Payables,71260000.0,58220000.0,73841000.0,70264000.0,
Total Tax Payable,70961000.0,58112000.0,73409000.0,69890000.0,
Accounts Payable,299000.0,108000.0,432000.0,374000.0,
Total Assets,943913000.0,782574000.0,816080000.0,904173000.0,
Total Non Current Assets,348787000.0,231660000.0,331999000.0,296573000.0,
Other Non Current Assets,27441000.0,21905000.0,26269000.0,12137000.0,
Non Current Deferred Assets,174018000.0,59612000.0,52974000.0,38444000.0,
Non Current Deferred Taxes Assets,111181000.0,0.0,,,
Goodwill And Other Intangible Assets,128822000.0,130072000.0,131322000.0,112435000.0,
Other Intangible Assets,1042000.0,2292000.0,3542000.0,,46350000.0
Goodwill,127780000.0,127780000.0,127780000.0,112435000.0,
Net PPE,18506000.0,20071000.0,121434000.0,133557000.0,
Accumulated Depreciation,-51579000.0,-48518000.0,-80248000.0,-71064000.0,
Gross PPE,70085000.0,68589000.0,201682000.0,204621000.0,
Leases,8180000.0,8433000.0,9349000.0,8089000.0,
Construction In Progress,189000.0,111000.0,2119000.0,4304000.0,
Other Properties,10545000.0,11784000.0,14921000.0,20778000.0,
Machinery Furniture Equipment,51171000.0,48261000.0,62604000.0,58761000.0,
Buildings And Improvements,,0.0,103244000.0,103244000.0,103244000.0
Land And Improvements,,0.0,9445000.0,9445000.0,9445000.0
Properties,0.0,0.0,0.0,0.0,
Current Assets,595126000.0,550914000.0,484081000.0,607600000.0,
Other Current Assets,21009000.0,14015000.0,22336000.0,22237000.0,
Assets Held For Sale Current,38680000.0,38680000.0,0.0,,
Restricted Cash,,,,0.0,8000000.0
Receivables,222683000.0,210441000.0,194238000.0,188126000.0,
Accounts Receivable,222683000.0,210441000.0,194238000.0,188126000.0,
Allowance For Doubtful Accounts Receivable,-173000.0,-197000.0,-705000.0,-483000.0,
Gross Accounts Receivable,222856000.0,210638000.0,194943000.0,188609000.0,
Cash Cash Equivalents And Short Term Investments,312754000.0,287778000.0,267507000.0,397237000.0,
Other Short Term Investments,,,,0.0,43645000.0
Cash And Cash Equivalents,312754000.0,287778000.0,267507000.0,397237000.0,
