,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0
Normalized EBITDA,-96988000.0,-33349000.0,-5703000.0
Total Unusual Items,4137000.0,-1216000.0,
Total Unusual Items Excluding Goodwill,4137000.0,-1216000.0,
Net Income From Continuing Operation Net Minority Interest,-98147000.0,-40951000.0,-5850000.0
Reconciled Depreciation,3692000.0,1444000.0,147000.0
EBITDA,-92851000.0,-34565000.0,-5703000.0
EBIT,-96543000.0,-36009000.0,-5850000.0
Net Interest Income,-1604000.0,-4942000.0,0.0
Interest Expense,1604000.0,4942000.0,0.0
Normalized Income,-102284000.0,-39735000.0,-5850000.0
Net Income From Continuing And Discontinued Operation,-98147000.0,-40951000.0,-5850000.0
Total Expenses,96710000.0,34771000.0,5977000.0
Total Operating Income As Reported,-96710000.0,-34771000.0,-5977000.0
Diluted Average Shares,5938782.0,19471265.0,19471265.0
Basic Average Shares,5938782.0,19471265.0,19471265.0
Diluted EPS,-16.53,-2.10315,-0.300443
Basic EPS,-16.53,-2.10315,-0.300443
Diluted NI Availto Com Stockholders,-98147000.0,-40951000.0,-5850000.0
Net Income Common Stockholders,-98147000.0,-40951000.0,-5850000.0
Net Income,-98147000.0,-40951000.0,-5850000.0
Net Income Including Noncontrolling Interests,-98147000.0,-40951000.0,-5850000.0
Net Income Continuous Operations,-98147000.0,-40951000.0,-5850000.0
Pretax Income,-98147000.0,-40951000.0,-5850000.0
Other Income Expense,167000.0,-1238000.0,127000.0
Other Non Operating Income Expenses,-3970000.0,-22000.0,127000.0
Special Income Charges,-2316000.0,0.0,
Other Special Charges,2316000.0,,
Gain On Sale Of Security,6453000.0,-1216000.0,
Net Non Operating Interest Income Expense,-1604000.0,-4942000.0,0.0
Interest Expense Non Operating,1604000.0,4942000.0,0.0
Operating Income,-96710000.0,-34771000.0,-5977000.0
Operating Expense,96710000.0,34771000.0,5977000.0
Research And Development,75791000.0,29373000.0,4461000.0
Selling General And Administration,20919000.0,5398000.0,1516000.0
General And Administrative Expense,20919000.0,5398000.0,1516000.0
Other Gand A,11649000.0,2835000.0,704000.0
Salaries And Wages,9270000.0,2563000.0,812000.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
