,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Free Cash Flow,-18919292.0,-23220823.0,-18901584.0,-27825986.0,
Repayment Of Debt,-2223377.0,-1560455.0,-1386495.0,-1079392.0,
Issuance Of Debt,450000.0,0.0,786454.0,1613546.0,
Issuance Of Capital Stock,23655620.0,6552497.0,0.0,47583426.0,
Capital Expenditure,-108086.0,-372262.0,-660633.0,-9038970.0,
Interest Paid Supplemental Data,923807.0,1062564.0,1157069.0,1173702.0,
End Cash Position,4738173.0,4145735.0,22672138.0,36060148.0,
Beginning Cash Position,4145735.0,22672138.0,36060148.0,15508909.0,
Changes In Cash,592438.0,-18526403.0,-13388010.0,20551239.0,
Financing Cash Flow,19511730.0,4694420.0,-638426.0,54522989.0,
Cash Flow From Continuing Financing Activities,19511730.0,4694420.0,-638426.0,54522989.0,
Net Other Financing Charges,-2370513.0,-744913.0,-169445.0,-325034.0,
Proceeds From Stock Option Exercised,0.0,447291.0,131060.0,6730443.0,
Net Common Stock Issuance,23655620.0,6552497.0,0.0,47583426.0,
Common Stock Issuance,23655620.0,6552497.0,0.0,47583426.0,
Net Issuance Payments Of Debt,-1773377.0,-1560455.0,-600041.0,534154.0,
Net Short Term Debt Issuance,0.0,0.0,,,
Short Term Debt Payments,-450000.0,0.0,,,
Short Term Debt Issuance,450000.0,0.0,,,
Net Long Term Debt Issuance,-1773377.0,-1560455.0,-600041.0,534154.0,
Long Term Debt Payments,-1773377.0,-1560455.0,-1386495.0,-1079392.0,
Long Term Debt Issuance,,0.0,786454.0,1613546.0,0.0
Investing Cash Flow,-108086.0,-372262.0,5491367.0,-15184734.0,
Cash Flow From Continuing Investing Activities,-108086.0,-372262.0,5491367.0,-15184734.0,
Net Investment Purchase And Sale,,0.0,6152000.0,-6145764.0,0.0
Sale Of Investment,,0.0,6152000.0,,
Purchase Of Investment,,,,-6145764.0,0.0
Net Intangibles Purchase And Sale,,,,,-39975.0
Purchase Of Intangibles,,,,,-39975.0
Net PPE Purchase And Sale,-94875.0,-361892.0,-637892.0,-9016329.0,
Purchase Of PPE,-94875.0,-361892.0,-637892.0,-9016329.0,
Capital Expenditure Reported,-13211.0,-10370.0,-22741.0,-22641.0,
Operating Cash Flow,-18811206.0,-22848561.0,-18240951.0,-18787016.0,
Cash Flow From Continuing Operating Activities,-18811206.0,-22848561.0,-18240951.0,-18787016.0,
Change In Working Capital,-1212192.0,-1777448.0,2482799.0,-514915.0,
Change In Other Working Capital,745.0,-2323346.0,1910917.0,-240000.0,
Change In Other Current Liabilities,,,,31441.0,25229.0
Change In Payables And Accrued Expense,-1113003.0,550690.0,563661.0,627653.0,
Change In Accrued Expense,-458489.0,207089.0,-16724.0,363701.0,
Change In Payable,-654514.0,343601.0,580385.0,263952.0,
Change In Account Payable,-460576.0,257845.0,374890.0,445981.0,
Change In Prepaid Assets,72674.0,151935.0,167651.0,283964.0,
Change In Inventory,-172608.0,-156727.0,-159430.0,-1186532.0,
Change In Receivables,,,54922.0,0.0,7843.0
Other Non Cash Items,4873.0,15292.0,109391.0,1258131.0,
Stock Based Compensation,5347395.0,7149564.0,12375236.0,13886145.0,
Asset Impairment Charge,,0.0,30793.0,0.0,
Depreciation Amortization Depletion,3969183.0,3958334.0,3828917.0,2231108.0,
Depreciation And Amortization,3969183.0,3958334.0,3828917.0,2231108.0,
Operating Gains Losses,,,-367406.0,713624.0,1160385.0
Pension And Employee Benefit Expense,,,,,163340.0
Gain Loss On Investment Securities,,,-367406.0,713624.0,1160385.0
Net Income From Continuing Operations,-26920465.0,-32194303.0,-36700681.0,-36361109.0,
