,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,102.398854,0.0,272866.591928,672050.139276,
Tax Rate For Calcs,0.051199,0.107007,0.077762,0.066017,
Normalized EBITDA,13446000.0,13246000.0,12459000.0,14314000.0,
Total Unusual Items,2000.0,0.0,3509000.0,10180000.0,
Total Unusual Items Excluding Goodwill,2000.0,0.0,3509000.0,10180000.0,
Net Income From Continuing Operation Net Minority Interest,3356000.0,3999000.0,6312000.0,11784000.0,
Reconciled Depreciation,6843000.0,6114000.0,5399000.0,5606000.0,
Reconciled Cost Of Revenue,144850000.0,132918000.0,124632000.0,101787000.0,
EBITDA,13448000.0,13246000.0,15968000.0,24494000.0,
EBIT,6605000.0,7132000.0,10569000.0,18888000.0,
Net Interest Income,-812000.0,-959000.0,-626000.0,-880000.0,
Interest Expense,1019000.0,1067000.0,757000.0,938000.0,
Interest Income,207000.0,108000.0,131000.0,58000.0,
Normalized Income,3354102.398854,3999000.0,3075866.591928,2276050.139276,
Net Income From Continuing And Discontinued Operation,3356000.0,3999000.0,6312000.0,11784000.0,
Total Expenses,181925000.0,167372000.0,151203000.0,128657000.0,
Rent Expense Supplemental,8086000.0,7566000.0,7031000.0,6595000.0,
Total Operating Income As Reported,6396000.0,7024000.0,6929000.0,8650000.0,
Diluted Average Shares,,1858647.0,1858647.0,1858647.0,1858647.0
Basic Average Shares,,1858647.0,1858647.0,1858647.0,1858647.0
Diluted EPS,,2.15,3.4,6.34,0.6
Basic EPS,,2.15,3.4,6.34,0.6
Diluted NI Availto Com Stockholders,3356000.0,3999000.0,6312000.0,11784000.0,
Net Income Common Stockholders,3356000.0,3999000.0,6312000.0,11784000.0,
Net Income,3356000.0,3999000.0,6312000.0,11784000.0,
Minority Interests,-1944000.0,-1417000.0,-2737000.0,-4981000.0,
Net Income Including Noncontrolling Interests,5300000.0,5416000.0,9049000.0,16765000.0,
Net Income Continuous Operations,5300000.0,5416000.0,9049000.0,16765000.0,
Tax Provision,286000.0,649000.0,763000.0,1185000.0,
Pretax Income,5586000.0,6065000.0,9812000.0,17950000.0,
Other Income Expense,2000.0,951000.0,3509000.0,10180000.0,
Other Non Operating Income Expenses,,951000.0,814000.0,770000.0,680000.0
Special Income Charges,2000.0,0.0,3509000.0,10180000.0,
Gain On Sale Of Ppe,2000.0,0.0,21000.0,44000.0,
Other Special Charges,,,-3488000.0,-10136000.0,
Net Non Operating Interest Income Expense,-812000.0,-959000.0,-626000.0,-880000.0,
Interest Expense Non Operating,1019000.0,1067000.0,757000.0,938000.0,
Interest Income Non Operating,207000.0,108000.0,131000.0,58000.0,
Operating Income,6396000.0,7024000.0,6929000.0,8650000.0,
Operating Expense,34500000.0,31901000.0,26571000.0,26870000.0,
Other Operating Expenses,24892000.0,23658000.0,-173000.0,-262000.0,
Depreciation Amortization Depletion Income Statement,4268000.0,3561000.0,,,
Depreciation And Amortization In Income Statement,4268000.0,3561000.0,,,
Selling General And Administration,5340000.0,4682000.0,26571000.0,26870000.0,
General And Administrative Expense,5340000.0,4682000.0,33602000.0,26870000.0,
Other Gand A,5340000.0,4682000.0,26571000.0,20275000.0,
Rent And Landing Fees,,,7031000.0,6595000.0,
Gross Profit,40896000.0,38925000.0,33500000.0,35520000.0,
Cost Of Revenue,147425000.0,135471000.0,124632000.0,101787000.0,
Total Revenue,188321000.0,174396000.0,158132000.0,137307000.0,
Operating Revenue,186995000.0,173282000.0,157145000.0,136275000.0,
