,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.0,0.0
Normalized EBITDA,-101215000.0,-56800000.0,-54311000.0
Total Unusual Items,,484000.0,40000.0
Total Unusual Items Excluding Goodwill,,484000.0,40000.0
Net Income From Continuing Operation Net Minority Interest,-104871000.0,-58790000.0,-56678000.0
Reconciled Depreciation,2222000.0,2041000.0,1828000.0
EBITDA,-101215000.0,-56316000.0,-54271000.0
EBIT,-103437000.0,-58357000.0,-56099000.0
Net Interest Income,-729000.0,117000.0,-1305000.0
Interest Expense,791000.0,433000.0,579000.0
Interest Income,62000.0,550000.0,32000.0
Normalized Income,-104871000.0,-59274000.0,-56718000.0
Net Income From Continuing And Discontinued Operation,-104871000.0,-58790000.0,-56678000.0
Total Expenses,72551000.0,67270000.0,54372000.0
Total Operating Income As Reported,-67551000.0,-67270000.0,-8646000.0
Diluted Average Shares,14447356.0,36900268.0,36900268.0
Basic Average Shares,14447356.0,36900268.0,36900268.0
Diluted EPS,-7.26,-1.593213,-1.535978
Basic EPS,-7.26,-1.593213,-1.535978
Diluted NI Availto Com Stockholders,-104871000.0,-58790000.0,-56678000.0
Net Income Common Stockholders,-104871000.0,-58790000.0,-56678000.0
Net Income,-104871000.0,-58790000.0,-56678000.0
Net Income Including Noncontrolling Interests,-104871000.0,-58790000.0,-56678000.0
Net Income Continuous Operations,-104871000.0,-58790000.0,-56678000.0
Tax Provision,643000.0,0.0,0.0
Pretax Income,-104228000.0,-58790000.0,-56678000.0
Other Income Expense,-35948000.0,8363000.0,-46727000.0
Other Non Operating Income Expenses,-35948000.0,7879000.0,-46767000.0
Gain On Sale Of Security,,484000.0,40000.0
Net Non Operating Interest Income Expense,-729000.0,117000.0,-1305000.0
Total Other Finance Cost,,,758000.0
Interest Expense Non Operating,791000.0,433000.0,579000.0
Interest Income Non Operating,62000.0,550000.0,32000.0
Operating Income,-67551000.0,-67270000.0,-8646000.0
Operating Expense,72551000.0,67270000.0,54372000.0
Other Operating Expenses,-890000.0,-259000.0,-183000.0
Research And Development,58152000.0,54490000.0,42105000.0
Selling General And Administration,15289000.0,13039000.0,12450000.0
General And Administrative Expense,15289000.0,13039000.0,12450000.0
Other Gand A,15289000.0,13039000.0,12450000.0
Total Revenue,5000000.0,0.0,45726000.0
Operating Revenue,5000000.0,0.0,45726000.0
