,2022-12-31,2021-12-31
Free Cash Flow,-2902659.0,-5132535.0
Repayment Of Debt,-140510.0,0.0
Issuance Of Debt,565050.0,1131878.0
Interest Paid Supplemental Data,19950.0,11349.0
Income Tax Paid Supplemental Data,0.0,54820.0
End Cash Position,298614.0,1344922.0
Beginning Cash Position,1344922.0,2840913.0
Effect Of Exchange Rate Changes,-10106.0,0.0
Changes In Cash,-1036202.0,-1495991.0
Financing Cash Flow,1866457.0,3636544.0
Cash Flow From Continuing Financing Activities,1866457.0,3636544.0
Net Other Financing Charges,1441917.0,2490000.0
Proceeds From Stock Option Exercised,0.0,14666.0
Net Issuance Payments Of Debt,424540.0,1131878.0
Net Long Term Debt Issuance,424540.0,1131878.0
Long Term Debt Payments,-140510.0,0.0
Long Term Debt Issuance,565050.0,1131878.0
Operating Cash Flow,-2902659.0,-5132535.0
Cash Flow From Continuing Operating Activities,-2902659.0,-5132535.0
Change In Working Capital,-2364683.0,3798.0
Change In Other Working Capital,-915278.0,-636860.0
Change In Other Current Liabilities,-560435.0,0.0
Change In Payables And Accrued Expense,-88784.0,98333.0
Change In Accrued Expense,10000.0,0.0
Change In Payable,-88784.0,98333.0
Change In Account Payable,-98784.0,98333.0
Change In Tax Payable,10000.0,0.0
Change In Income Tax Payable,10000.0,0.0
Change In Prepaid Assets,14063.0,-30102.0
Change In Receivables,-814249.0,572427.0
Changes In Account Receivables,125601.0,582927.0
Other Non Cash Items,17181.0,
Stock Based Compensation,546460.0,898882.0
Depreciation Amortization Depletion,532111.0,53200.0
Depreciation And Amortization,532111.0,53200.0
Depreciation,532111.0,53200.0
Operating Gains Losses,-1146235.0,-964113.0
Gain Loss On Sale Of PPE,0.0,31721.0
Net Income From Continuing Operations,-487493.0,-5124302.0
