,2024-10-31,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Free Cash Flow,137289263.0,98361910.0,216700297.0,71676846.0,
Repayment Of Debt,-80000000.0,,-79500000.0,,
Issuance Of Debt,220500000.0,,,,
Issuance Of Capital Stock,,9878699.0,19379790.0,94027287.0,0.0
End Cash Position,154699540.0,74721221.0,152703749.0,164649969.0,
Beginning Cash Position,74721221.0,152703749.0,164649969.0,94030.0,
Changes In Cash,79978319.0,-77982528.0,-11946220.0,164555939.0,
Financing Cash Flow,-57310944.0,-176344438.0,-228646517.0,92879093.0,
Net Other Financing Charges,-350516.0,0.0,19604247.0,0.0,
Cash Dividends Paid,-196683007.0,-186173570.0,-187283655.0,-177555602.0,
Preferred Stock Dividend Paid,,-143.0,19604247.0,,
Common Stock Dividend Paid,-196683007.0,-186173427.0,-187283655.0,-177555602.0,
Net Preferred Stock Issuance,,,,62126817.0,
Preferred Stock Issuance,,,,62126817.0,
Net Common Stock Issuance,,9878699.0,19379790.0,31900470.0,0.0
Common Stock Issuance,,9878699.0,19379790.0,31900470.0,0.0
Net Issuance Payments Of Debt,140500000.0,,-79500000.0,177000000.0,35000000.0
Net Long Term Debt Issuance,140500000.0,,-79500000.0,177000000.0,35000000.0
Long Term Debt Payments,-80000000.0,,-79500000.0,,
Long Term Debt Issuance,220500000.0,,,,
Operating Cash Flow,137289263.0,98361910.0,216700297.0,71676846.0,
Change In Working Capital,161476.0,1867047.0,1166165.0,1508907.0,
Change In Other Current Liabilities,0.0,0.0,0.0,0.0,
Change In Other Current Assets,-73025.0,-3398.0,57562.0,-60838.0,
Change In Payable,774599.0,2613822.0,346451.0,962789.0,
Change In Prepaid Assets,-171178.0,3302.0,-50580.0,-133899.0,
Change In Receivables,-368920.0,-746679.0,812732.0,740855.0,
Other Non Cash Items,12238212.0,10712332.0,8611539.0,7913134.0,
Gain Loss On Investment Securities,-737038762.0,-83857273.0,809893663.0,-949911999.0,
Net Income From Continuing Operations,861928337.0,169639804.0,-602971070.0,1012166804.0,
