,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-90156000.0,-32354000.0,-5384000.0
Issuance Of Debt,3498000.0,28453000.0,0.0
Issuance Of Capital Stock,496525000.0,5500000.0,5414000.0
Capital Expenditure,-8992000.0,-3282000.0,-442000.0
End Cash Position,406299000.0,1872000.0,41000.0
Beginning Cash Position,1872000.0,41000.0,11000.0
Changes In Cash,404427000.0,1831000.0,30000.0
Financing Cash Flow,494583000.0,34185000.0,5414000.0
Cash Flow From Continuing Financing Activities,494583000.0,34185000.0,5414000.0
Net Other Financing Charges,-5474000.0,,
Proceeds From Stock Option Exercised,34000.0,232000.0,0.0
Net Preferred Stock Issuance,199918000.0,5500000.0,5414000.0
Preferred Stock Issuance,199918000.0,5500000.0,5414000.0
Net Common Stock Issuance,296607000.0,0.0,
Common Stock Issuance,296607000.0,0.0,
Net Issuance Payments Of Debt,3498000.0,28453000.0,0.0
Net Short Term Debt Issuance,3498000.0,28453000.0,0.0
Short Term Debt Issuance,3498000.0,28453000.0,0.0
Net Long Term Debt Issuance,3498000.0,28453000.0,0.0
Long Term Debt Issuance,3498000.0,28453000.0,0.0
Investing Cash Flow,-8992000.0,-3282000.0,-442000.0
Cash Flow From Continuing Investing Activities,-8992000.0,-3282000.0,-442000.0
Net Intangibles Purchase And Sale,-715000.0,-558000.0,0.0
Purchase Of Intangibles,-715000.0,-558000.0,0.0
Net PPE Purchase And Sale,-8277000.0,-2724000.0,-442000.0
Purchase Of PPE,-8277000.0,-2724000.0,-442000.0
Operating Cash Flow,-81164000.0,-29072000.0,-4942000.0
Cash Flow From Continuing Operating Activities,-81164000.0,-29072000.0,-4942000.0
Change In Working Capital,2209000.0,2967000.0,254000.0
Change In Other Current Liabilities,-1815000.0,-1070000.0,-167000.0
Change In Other Current Assets,-3608000.0,-267000.0,-442000.0
Change In Payables And Accrued Expense,9222000.0,6216000.0,1006000.0
Change In Accrued Expense,8465000.0,3397000.0,674000.0
Change In Payable,757000.0,2819000.0,332000.0
Change In Account Payable,757000.0,2819000.0,332000.0
Change In Prepaid Assets,-1590000.0,-1912000.0,-143000.0
Other Non Cash Items,11892000.0,5955000.0,
Stock Based Compensation,3327000.0,297000.0,507000.0
Depreciation Amortization Depletion,3692000.0,1444000.0,147000.0
Depreciation And Amortization,3692000.0,1444000.0,147000.0
Depreciation,3692000.0,1444000.0,147000.0
Operating Gains Losses,-4137000.0,1216000.0,
Gain Loss On Investment Securities,-6453000.0,1216000.0,
Net Income From Continuing Operations,-98147000.0,-40951000.0,-5850000.0
