,2024-05-31,2023-05-31,2022-05-31,2021-05-31,2020-05-31
Tax Effect Of Unusual Items,-2398186.724067,-1744952.157158,-50472000.0,-19184183.35307,
Tax Rate For Calcs,0.222116,0.214131,0.25,0.265378,
Normalized EBITDA,611756000.0,440090000.0,-632131000.0,624457000.0,
Total Unusual Items,-10797000.0,-8149000.0,-201888000.0,-72290000.0,
Total Unusual Items Excluding Goodwill,-10797000.0,-8149000.0,-201888000.0,-72290000.0,
Net Income From Continuing Operation Net Minority Interest,309591000.0,177341000.0,-1187721000.0,334414000.0,
Reconciled Depreciation,106820000.0,122703000.0,194429000.0,230443000.0,
Reconciled Cost Of Revenue,2050960000.0,1409438000.0,1754291000.0,2036875000.0,
EBITDA,600959000.0,431941000.0,-834019000.0,552167000.0,
EBIT,494139000.0,309238000.0,-1028448000.0,321724000.0,
Net Interest Income,153291000.0,113746000.0,119492000.0,134764000.0,
Interest Expense,298000.0,707000.0,4050000.0,6747000.0,
Interest Income,153589000.0,114453000.0,123542000.0,141511000.0,
Normalized Income,317989813.275933,183745047.842842,-1036305000.0,387519816.64693,
Net Income From Continuing And Discontinued Operation,309591000.0,177341000.0,-1187721000.0,334414000.0,
Total Expenses,3963161000.0,2807714000.0,4087759000.0,4127479000.0,
Total Operating Income As Reported,350425000.0,190046000.0,-982513000.0,117266000.0,
Diluted Average Shares,166949995.0,168563199.0,169641923.0,165198238.0,
Basic Average Shares,165359743.0,167826455.0,169641923.0,164546344.0,
Diluted EPS,1.8,1.0,-7.0,2.0,
Basic EPS,1.9,1.1,-7.0,2.0,
Diluted NI Availto Com Stockholders,309591000.0,177341000.0,-1187721000.0,334414000.0,
Net Income Common Stockholders,309591000.0,177341000.0,-1187721000.0,334414000.0,
Net Income,309591000.0,177341000.0,-1187721000.0,334414000.0,
Minority Interests,-15627000.0,-58022000.0,32555000.0,104393000.0,
Net Income Including Noncontrolling Interests,325218000.0,235363000.0,-1220276000.0,230021000.0,
Net Income Continuous Operations,325218000.0,235363000.0,-1220276000.0,230021000.0,
Earnings From Equity Interest Net Of Tax,-58933000.0,-7102000.0,-51466000.0,-1368000.0,
Tax Provision,109690000.0,66066000.0,136312000.0,83588000.0,
Pretax Income,493841000.0,308531000.0,-1032498000.0,314977000.0,
Other Income Expense,-9875000.0,4739000.0,-169477000.0,31153000.0,
Other Non Operating Income Expenses,922000.0,12888000.0,32411000.0,103443000.0,
Special Income Charges,-30007000.0,-8056000.0,-208959000.0,-72001000.0,
Gain On Sale Of Business,0.0,0.0,-79609000.0,0.0,
Write Off,30007000.0,8056000.0,129350000.0,40207000.0,
Impairment Of Capital Assets,,0.0,0.0,31794000.0,0.0
Gain On Sale Of Security,19210000.0,-93000.0,7071000.0,-289000.0,
Net Non Operating Interest Income Expense,153291000.0,113746000.0,119492000.0,134764000.0,
Interest Expense Non Operating,298000.0,707000.0,4050000.0,6747000.0,
Interest Income Non Operating,153589000.0,114453000.0,123542000.0,141511000.0,
Operating Income,350425000.0,190046000.0,-982513000.0,149060000.0,
Operating Expense,1912201000.0,1398276000.0,2333468000.0,2090604000.0,
Selling General And Administration,1912201000.0,1398276000.0,2333468000.0,2090604000.0,
Selling And Marketing Expense,660586000.0,444693000.0,466895000.0,600778000.0,
General And Administrative Expense,1251615000.0,953583000.0,1866573000.0,1489826000.0,
Other Gand A,1251615000.0,953583000.0,1866573000.0,1489826000.0,
Gross Profit,2262626000.0,1588322000.0,1350955000.0,2239664000.0,
Cost Of Revenue,2050960000.0,1409438000.0,1754291000.0,2036875000.0,
Total Revenue,4313586000.0,2997760000.0,3105246000.0,4276539000.0,
Operating Revenue,4313586000.0,2997760000.0,3105246000.0,4276539000.0,
