,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Treasury Shares Number,7138000.0,7157000.0,6617000.0,6625000.0,
Ordinary Shares Number,28969000.0,27654000.0,27371000.0,26350000.0,
Share Issued,36107000.0,34811000.0,33988000.0,32975000.0,
Total Debt,67212000.0,78804000.0,97511000.0,201561000.0,
Tangible Book Value,888091000.0,877154000.0,844043000.0,350476000.0,
Invested Capital,929966000.0,933713000.0,922142000.0,509225000.0,
Working Capital,243768000.0,251375000.0,281870000.0,174092000.0,
Net Tangible Assets,888091000.0,877154000.0,844043000.0,350476000.0,
Capital Lease Obligations,28853000.0,29010000.0,29462000.0,65541000.0,
Common Stock Equity,891607000.0,883919000.0,854093000.0,373205000.0,
Total Capitalization,918331000.0,922279000.0,896579000.0,451195000.0,
Total Equity Gross Minority Interest,891607000.0,883919000.0,854093000.0,516325000.0,
Minority Interest,,,0.0,143120000.0,138199000.0
Stockholders Equity,891607000.0,883919000.0,854093000.0,373205000.0,
Gains Losses Not Affecting Retained Earnings,-13419000.0,-8111000.0,1080000.0,2315000.0,
Other Equity Adjustments,-13419000.0,-8111000.0,1080000.0,2315000.0,
Treasury Stock,79213000.0,79365000.0,66000000.0,66064000.0,
Retained Earnings,631058000.0,642291000.0,629994000.0,176895000.0,
Additional Paid In Capital,353109000.0,329034000.0,288951000.0,259993000.0,
Capital Stock,72000.0,70000.0,68000.0,66000.0,
Common Stock,72000.0,70000.0,68000.0,66000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,253406000.0,315818000.0,444536000.0,402248000.0,
Total Non Current Liabilities Net Minority Interest,99173000.0,143257000.0,176814000.0,169018000.0,
Other Non Current Liabilities,,4644000.0,8302000.0,904000.0,2723000.0
Tradeand Other Payables Non Current,3591000.0,2817000.0,2158000.0,1319000.0,
Non Current Deferred Liabilities,46077000.0,73676000.0,99058000.0,45667000.0,
Non Current Deferred Revenue,19661000.0,46393000.0,70301000.0,42000000.0,
Non Current Deferred Taxes Liabilities,26416000.0,27283000.0,28757000.0,3667000.0,
Long Term Debt And Capital Lease Obligation,49505000.0,62120000.0,67296000.0,121128000.0,
Long Term Capital Lease Obligation,22781000.0,23760000.0,24810000.0,43138000.0,
Long Term Debt,26724000.0,38360000.0,42486000.0,77990000.0,
Current Liabilities,154233000.0,172561000.0,267722000.0,233230000.0,
Current Deferred Liabilities,34773000.0,46155000.0,40578000.0,7139000.0,
Current Deferred Revenue,34773000.0,46155000.0,40578000.0,7139000.0,
Current Debt And Capital Lease Obligation,17707000.0,16684000.0,30215000.0,80433000.0,
Current Capital Lease Obligation,6072000.0,5250000.0,4652000.0,22403000.0,
Current Debt,11635000.0,11434000.0,25563000.0,58030000.0,
Other Current Borrowings,11635000.0,11434000.0,25563000.0,58030000.0,
Pensionand Other Post Retirement Benefit Plans Current,14945000.0,15627000.0,34681000.0,32756000.0,
Payables And Accrued Expenses,86808000.0,94095000.0,162248000.0,112902000.0,
Current Accrued Expenses,23938000.0,24447000.0,40663000.0,28884000.0,
Payables,62870000.0,69648000.0,121585000.0,84018000.0,
Other Payable,1306000.0,1377000.0,971000.0,715000.0,
Dueto Related Parties Current,13682000.0,11950000.0,28989000.0,0.0,
Total Tax Payable,2798000.0,5546000.0,4248000.0,2604000.0,
Income Tax Payable,2798000.0,5546000.0,4248000.0,2604000.0,
Accounts Payable,45084000.0,50775000.0,87377000.0,80699000.0,
Total Assets,1145013000.0,1199737000.0,1298629000.0,918573000.0,
Total Non Current Assets,747012000.0,775801000.0,749037000.0,511251000.0,
Other Non Current Assets,295000.0,3354000.0,1553000.0,2908000.0,
Non Current Prepaid Assets,22806000.0,13258000.0,8122000.0,2047000.0,
Non Current Deferred Assets,549000.0,536000.0,592000.0,5167000.0,
Non Current Deferred Taxes Assets,549000.0,536000.0,592000.0,5167000.0,
Investments And Advances,356139000.0,366717000.0,378478000.0,100000.0,
Long Term Equity Investment,356139000.0,366717000.0,378478000.0,100000.0,
Investments In Other Ventures Under Equity Method,356139000.0,366717000.0,378478000.0,100000.0,
Goodwill And Other Intangible Assets,3516000.0,6765000.0,10050000.0,22729000.0,
Other Intangible Assets,3247000.0,6496000.0,9781000.0,22460000.0,
Goodwill,269000.0,269000.0,269000.0,269000.0,
Net PPE,363707000.0,385171000.0,350242000.0,478300000.0,
Accumulated Depreciation,-320751000.0,-272503000.0,-233340000.0,-348749000.0,
Gross PPE,684458000.0,657674000.0,583582000.0,827049000.0,
Leases,41671000.0,38787000.0,35254000.0,74733000.0,
Construction In Progress,25157000.0,78712000.0,137882000.0,53656000.0,
Other Properties,61253000.0,57086000.0,51726000.0,61677000.0,
Machinery Furniture Equipment,480234000.0,451734000.0,337152000.0,560652000.0,
Buildings And Improvements,71266000.0,26478000.0,16691000.0,71454000.0,
Land And Improvements,4877000.0,4877000.0,4877000.0,4877000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,398001000.0,423936000.0,549592000.0,407322000.0,
Current Deferred Assets,,,,,0.0
Restricted Cash,413000.0,415000.0,299000.0,233000.0,
Prepaid Assets,10760000.0,21118000.0,9713000.0,10781000.0,
Inventory,195750000.0,183247000.0,158040000.0,154293000.0,
Finished Goods,29788000.0,27201000.0,9360000.0,16569000.0,
Work In Process,87898000.0,69426000.0,80720000.0,68824000.0,
Raw Materials,78064000.0,86620000.0,67960000.0,68900000.0,
Receivables,15951000.0,23968000.0,67188000.0,39603000.0,
Other Receivables,2718000.0,1138000.0,745000.0,68000.0,
Taxes Receivable,304000.0,275000.0,737000.0,1539000.0,
Accrued Interest Receivable,383000.0,135000.0,25000.0,2207000.0,
Accounts Receivable,12546000.0,22420000.0,65681000.0,35789000.0,
Allowance For Doubtful Accounts Receivable,-41719000.0,-40006000.0,-18761000.0,-12445000.0,
Gross Accounts Receivable,54265000.0,62426000.0,84442000.0,48234000.0,
Cash Cash Equivalents And Short Term Investments,175127000.0,195188000.0,314352000.0,202412000.0,
Cash And Cash Equivalents,175127000.0,195188000.0,314352000.0,202412000.0,
