,2024-02-29,2023-02-28,2022-02-28,2021-02-28,2020-02-29
Ordinary Shares Number,589232539.0,582157203.0,576227898.0,565505328.0,
Share Issued,589232539.0,582157203.0,576227898.0,565505328.0,
Net Debt,19000000.0,72000000.0,129000000.0,506000000.0,
Total Debt,252000000.0,443000000.0,601000000.0,843000000.0,
Tangible Book Value,60000000.0,59000000.0,190000000.0,-116000000.0,
Invested Capital,970000000.0,1224000000.0,2063000000.0,2224000000.0,
Working Capital,152000000.0,14000000.0,646000000.0,577000000.0,
Net Tangible Assets,60000000.0,59000000.0,190000000.0,-116000000.0,
Capital Lease Obligations,58000000.0,76000000.0,94000000.0,123000000.0,
Common Stock Equity,776000000.0,857000000.0,1556000000.0,1504000000.0,
Total Capitalization,970000000.0,857000000.0,2063000000.0,2224000000.0,
Total Equity Gross Minority Interest,776000000.0,857000000.0,1556000000.0,1504000000.0,
Stockholders Equity,776000000.0,857000000.0,1556000000.0,1504000000.0,
Gains Losses Not Affecting Retained Earnings,-14000000.0,-24000000.0,-19000000.0,-13000000.0,
Other Equity Adjustments,-14000000.0,-24000000.0,-19000000.0,-13000000.0,
Retained Earnings,-2158000000.0,-2028000000.0,-1294000000.0,-1306000000.0,
Capital Stock,2948000000.0,2909000000.0,2869000000.0,2823000000.0,
Common Stock,2948000000.0,2909000000.0,2869000000.0,2823000000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,619000000.0,822000000.0,1011000000.0,1314000000.0,
Total Non Current Liabilities Net Minority Interest,263000000.0,93000000.0,614000000.0,885000000.0,
Other Non Current Liabilities,3000000.0,1000000.0,4000000.0,6000000.0,
Non Current Deferred Liabilities,28000000.0,40000000.0,37000000.0,69000000.0,
Non Current Deferred Revenue,28000000.0,40000000.0,37000000.0,69000000.0,
Non Current Deferred Taxes Liabilities,,,,,0.0
Long Term Debt And Capital Lease Obligation,232000000.0,52000000.0,573000000.0,810000000.0,
Long Term Capital Lease Obligation,38000000.0,52000000.0,66000000.0,90000000.0,
Long Term Debt,194000000.0,,507000000.0,720000000.0,
Current Liabilities,356000000.0,729000000.0,397000000.0,429000000.0,
Current Deferred Liabilities,194000000.0,175000000.0,207000000.0,225000000.0,
Current Deferred Revenue,194000000.0,175000000.0,207000000.0,225000000.0,
Current Debt And Capital Lease Obligation,20000000.0,391000000.0,28000000.0,33000000.0,
Current Capital Lease Obligation,20000000.0,24000000.0,28000000.0,33000000.0,
Current Debt,,367000000.0,,,606000000.0
Other Current Borrowings,,367000000.0,,,606000000.0
Pensionand Other Post Retirement Benefit Plans Current,20000000.0,3000000.0,20000000.0,20000000.0,
Payables And Accrued Expenses,122000000.0,160000000.0,142000000.0,151000000.0,
Current Accrued Expenses,77000000.0,116000000.0,109000000.0,125000000.0,
Payables,45000000.0,44000000.0,33000000.0,26000000.0,
Total Tax Payable,28000000.0,20000000.0,11000000.0,6000000.0,
Income Tax Payable,28000000.0,20000000.0,11000000.0,6000000.0,
Accounts Payable,17000000.0,24000000.0,22000000.0,20000000.0,
Total Assets,1395000000.0,1679000000.0,2567000000.0,2818000000.0,
Total Non Current Assets,887000000.0,936000000.0,1524000000.0,1812000000.0,
Other Non Current Assets,82000000.0,35000000.0,37000000.0,44000000.0,
Non Current Deferred Assets,,,,,0.0
Non Current Deferred Taxes Assets,,,,,0.0
Investments And Advances,36000000.0,34000000.0,30000000.0,37000000.0,
Investmentin Financial Assets,,34000000.0,30000000.0,,
Available For Sale Securities,,34000000.0,30000000.0,,
Goodwill And Other Intangible Assets,716000000.0,798000000.0,1366000000.0,1620000000.0,
Other Intangible Assets,154000000.0,203000000.0,522000000.0,771000000.0,
Goodwill,562000000.0,595000000.0,844000000.0,849000000.0,
Net PPE,53000000.0,69000000.0,91000000.0,111000000.0,
Accumulated Depreciation,-88000000.0,-89000000.0,-115000000.0,-211000000.0,
Gross PPE,141000000.0,158000000.0,206000000.0,322000000.0,
Leases,15000000.0,19000000.0,53000000.0,67000000.0,
Construction In Progress,,,,,73000000.0
Other Properties,120000000.0,130000000.0,143000000.0,245000000.0,
Machinery Furniture Equipment,6000000.0,9000000.0,10000000.0,10000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,508000000.0,743000000.0,1043000000.0,1006000000.0,
Other Current Assets,47000000.0,182000000.0,159000000.0,50000000.0,
Receivables,224000000.0,135000000.0,172000000.0,217000000.0,
Other Receivables,21000000.0,12000000.0,25000000.0,25000000.0,
Taxes Receivable,4000000.0,3000000.0,9000000.0,10000000.0,
Accounts Receivable,199000000.0,120000000.0,138000000.0,182000000.0,
Allowance For Doubtful Accounts Receivable,-56000000.0,-1000000.0,-4000000.0,-10000000.0,
Gross Accounts Receivable,255000000.0,121000000.0,142000000.0,192000000.0,
Cash Cash Equivalents And Short Term Investments,237000000.0,426000000.0,712000000.0,739000000.0,
Other Short Term Investments,62000000.0,131000000.0,334000000.0,525000000.0,
Cash And Cash Equivalents,175000000.0,295000000.0,378000000.0,214000000.0,
Cash Equivalents,79000000.0,208000000.0,274000000.0,49000000.0,
Cash Financial,96000000.0,87000000.0,104000000.0,165000000.0,
