,2024-04-30,2023-04-30,2022-04-30,2021-04-30,2020-04-30
Treasury Shares Number,715328.0,751339.0,,,
Ordinary Shares Number,36293160.0,36511909.0,37111667.0,36949878.0,
Share Issued,37008488.0,37263248.0,37111667.0,36949878.0,
Net Debt,1429457000.0,1294505000.0,1528991000.0,1027204000.0,
Total Debt,1635939000.0,1673374000.0,1687869000.0,1363749000.0,
Tangible Book Value,2362718000.0,2045324000.0,1627904000.0,1771604000.0,
Invested Capital,4651320000.0,4334040000.0,3928707000.0,3296428000.0,
Working Capital,-123612000.0,-6170000.0,-179643000.0,110884000.0,
Net Tangible Assets,2362718000.0,2045324000.0,1627904000.0,1771604000.0,
Common Stock Equity,3015381000.0,2660666000.0,2240838000.0,1932679000.0,
Total Capitalization,4598139000.0,4281179000.0,3904241000.0,3294074000.0,
Total Equity Gross Minority Interest,3015381000.0,2660666000.0,2240838000.0,1932679000.0,
Stockholders Equity,3015381000.0,2660666000.0,2240838000.0,1932679000.0,
Retained Earnings,2987928000.0,2550629000.0,2161426000.0,1873728000.0,
Capital Stock,27453000.0,110037000.0,79412000.0,58951000.0,
Common Stock,27453000.0,110037000.0,79412000.0,58951000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,3332052000.0,3282604000.0,3264892000.0,2527635000.0,
Total Non Current Liabilities Net Minority Interest,2378586000.0,2355479000.0,2360214000.0,1914886000.0,
Other Non Current Liabilities,168932000.0,159056000.0,148382000.0,72437000.0,
Non Current Accrued Expenses,30046000.0,32312000.0,27957000.0,26239000.0,
Non Current Deferred Liabilities,596850000.0,543598000.0,520472000.0,454815000.0,
Non Current Deferred Taxes Liabilities,596850000.0,543598000.0,520472000.0,439721000.0,
Long Term Debt And Capital Lease Obligation,1582758000.0,1620513000.0,1663403000.0,1361395000.0,
Long Term Debt,1582758000.0,1620513000.0,1663403000.0,1361395000.0,
Current Liabilities,953466000.0,927125000.0,904678000.0,612749000.0,
Current Debt And Capital Lease Obligation,53181000.0,52861000.0,24466000.0,2354000.0,
Current Debt,53181000.0,52861000.0,24466000.0,2354000.0,
Other Current Borrowings,,,,2354000.0,570280000.0
Line Of Credit,,,,0.0,120000000.0
Payables And Accrued Expenses,900285000.0,874264000.0,880212000.0,610395000.0,
Current Accrued Expenses,276749000.0,262609000.0,243873000.0,215525000.0,
Payables,623536000.0,611655000.0,636339000.0,394870000.0,
Total Tax Payable,54009000.0,51109000.0,47556000.0,39399000.0,
Accounts Payable,569527000.0,560546000.0,588783000.0,355471000.0,
Total Assets,6347433000.0,5943270000.0,5505730000.0,4460314000.0,
Total Non Current Assets,5517579000.0,5022315000.0,4780695000.0,3736681000.0,
Other Non Current Assets,195559000.0,192153000.0,187219000.0,82147000.0,
Goodwill And Other Intangible Assets,652663000.0,615342000.0,612934000.0,161075000.0,
Goodwill,652663000.0,615342000.0,612934000.0,161075000.0,
Net PPE,4669357000.0,4214820000.0,3980542000.0,3493459000.0,
Accumulated Depreciation,-2883925000.0,-2620149000.0,-2425709000.0,-2206405000.0,
Gross PPE,7553282000.0,6834969000.0,6406251000.0,5699864000.0,
Construction In Progress,109048000.0,169796000.0,92331000.0,98587000.0,
Other Properties,106837000.0,99764000.0,75060000.0,22413000.0,
Machinery Furniture Equipment,3052798000.0,2783802000.0,2695366000.0,2478404000.0,
Buildings And Improvements,3003191000.0,2629795000.0,2445509000.0,2162261000.0,
Land And Improvements,1281408000.0,1151812000.0,1097985000.0,938199000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,829854000.0,920955000.0,725035000.0,723633000.0,
Prepaid Assets,25791000.0,22107000.0,17859000.0,11214000.0,
Inventory,428722000.0,376085000.0,396199000.0,286598000.0,
Finished Goods,428722000.0,376085000.0,396199000.0,286598000.0,
Receivables,168859000.0,143894000.0,152099000.0,89276000.0,
Taxes Receivable,17066000.0,23347000.0,44071000.0,9578000.0,
Accounts Receivable,151793000.0,120547000.0,108028000.0,79698000.0,
Cash Cash Equivalents And Short Term Investments,206482000.0,378869000.0,158878000.0,336545000.0,
Cash And Cash Equivalents,206482000.0,378869000.0,158878000.0,336545000.0,
