,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-7536485.0,-8510543.0,-1095577.0
Repayment Of Debt,0.0,-7500.0,-159000.0
Issuance Of Debt,,0.0,6042.0
Issuance Of Capital Stock,0.0,13671074.0,1881675.0
Capital Expenditure,-277720.0,-56039.0,
Interest Paid Supplemental Data,0.0,0.0,1500.0
Income Tax Paid Supplemental Data,0.0,0.0,0.0
End Cash Position,1732956.0,20199735.0,690423.0
Beginning Cash Position,20199735.0,690423.0,70774.0
Changes In Cash,-18466779.0,19509312.0,619649.0
Financing Cash Flow,1112.0,28019855.0,1715226.0
Cash Flow From Continuing Financing Activities,1112.0,28019855.0,1715226.0
Net Other Financing Charges,1112.0,9.0,-13491.0
Proceeds From Stock Option Exercised,0.0,14356272.0,0.0
Net Common Stock Issuance,0.0,13671074.0,1881675.0
Common Stock Issuance,0.0,13671074.0,1881675.0
Net Issuance Payments Of Debt,0.0,-7500.0,-152958.0
Net Short Term Debt Issuance,0.0,-7500.0,-9000.0
Short Term Debt Payments,0.0,-7500.0,-9000.0
Net Long Term Debt Issuance,,0.0,-143958.0
Long Term Debt Payments,,0.0,-150000.0
Long Term Debt Issuance,,0.0,6042.0
Investing Cash Flow,-11209126.0,-56039.0,0.0
Cash Flow From Continuing Investing Activities,-11209126.0,-56039.0,0.0
Net Investment Purchase And Sale,-10932149.0,0.0,
Sale Of Investment,9910000.0,0.0,
Purchase Of Investment,-20842149.0,0.0,
Net Intangibles Purchase And Sale,-232502.0,0.0,
Purchase Of Intangibles,-233245.0,0.0,
Net PPE Purchase And Sale,-44475.0,-56039.0,0.0
Purchase Of PPE,-44475.0,-56039.0,0.0
Operating Cash Flow,-7258765.0,-8454504.0,-1095577.0
Cash Flow From Continuing Operating Activities,-7258765.0,-8454504.0,-1095577.0
Change In Working Capital,179616.0,31740.0,-16702.0
Change In Other Working Capital,-8664.0,8850.0,
Change In Other Current Liabilities,-53896.0,-22621.0,-23948.0
Change In Payables And Accrued Expense,61.0,397502.0,26506.0
Change In Prepaid Assets,242221.0,-351713.0,-19260.0
Change In Receivables,-106.0,-278.0,0.0
Changes In Account Receivables,-106.0,-278.0,0.0
Other Non Cash Items,361472.0,1213350.0,
Stock Based Compensation,3173401.0,1090027.0,20000.0
Unrealized Gain Loss On Investment Securities,-47672.0,0.0,
Asset Impairment Charge,1100276.0,0.0,
Depreciation Amortization Depletion,177284.0,45540.0,23948.0
Depreciation And Amortization,177284.0,45540.0,23948.0
Depreciation,177284.0,45540.0,23948.0
Operating Gains Losses,-64570.0,-6127.0,-143353.0
Gain Loss On Investment Securities,-28176.0,,
Gain Loss On Sale Of PPE,-36394.0,0.0,
Net Income From Continuing Operations,-12138572.0,-10829034.0,-979470.0
