,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-11185985.0,-12014034.0,-7633161.0
Issuance Of Capital Stock,9123741.0,11750005.0,5157215.0
Capital Expenditure,,-64605.0,
Interest Paid Supplemental Data,0.0,0.0,0.0
Income Tax Paid Supplemental Data,0.0,0.0,0.0
End Cash Position,4001794.0,6062173.0,4401114.0
Beginning Cash Position,6062173.0,4401114.0,6777052.0
Changes In Cash,-2060379.0,1661059.0,-2375938.0
Financing Cash Flow,9125606.0,13644504.0,5607223.0
Cash Flow From Continuing Financing Activities,9125606.0,13644504.0,5607223.0
Proceeds From Stock Option Exercised,1865.0,1894499.0,450008.0
Net Common Stock Issuance,9123741.0,11750005.0,5157215.0
Common Stock Issuance,9123741.0,11750005.0,5157215.0
Investing Cash Flow,0.0,-34016.0,-350000.0
Cash Flow From Continuing Investing Activities,0.0,-34016.0,-350000.0
Net Other Investing Changes,,,-350000.0
Net Business Purchase And Sale,0.0,30589.0,0.0
Sale Of Business,0.0,30589.0,0.0
Net PPE Purchase And Sale,0.0,-64605.0,0.0
Purchase Of PPE,0.0,-64605.0,0.0
Operating Cash Flow,-11185985.0,-11949429.0,-7633161.0
Cash Flow From Continuing Operating Activities,-8593866.0,-11949429.0,-7633161.0
Change In Working Capital,-1172786.0,1464475.0,1245019.0
Change In Other Current Liabilities,-49585.0,-37337.0,0.0
Change In Payables And Accrued Expense,-1222777.0,1166520.0,1083328.0
Change In Accrued Expense,-1238603.0,1520291.0,458535.0
Change In Payable,15826.0,-353771.0,624793.0
Change In Account Payable,15826.0,-353771.0,624793.0
Change In Prepaid Assets,49991.0,335292.0,161691.0
Other Non Cash Items,-522000.0,281713.0,
Stock Based Compensation,3374493.0,4240417.0,2014246.0
Asset Impairment Charge,0.0,1548397.0,0.0
Deferred Tax,-502.0,-94077.0,0.0
Deferred Income Tax,-502.0,-94077.0,0.0
Depreciation Amortization Depletion,564.0,55106.0,564.0
Depreciation And Amortization,564.0,55106.0,564.0
Amortization Cash Flow,564.0,565.0,564.0
Amortization Of Intangibles,564.0,565.0,564.0
Depreciation,59937.0,54541.0,0.0
Operating Gains Losses,,-22134.0,
Gain Loss On Sale Of PPE,0.0,6954.0,0.0
Net Income From Continuing Operations,-10796137.0,-19423326.0,-10892990.0
