,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-10685789.0,-5500004.0,-5331003.0
Repurchase Of Capital Stock,0.0,-1735614.0,0.0
Repayment Of Debt,-9165617.0,-10708417.0,-9189486.0
Issuance Of Debt,15869023.0,17489388.0,6453214.0
Issuance Of Capital Stock,804005.0,1671841.0,2619890.0
Capital Expenditure,-206524.0,,-342257.0
End Cash Position,476715.0,196627.0,239342.0
Beginning Cash Position,196627.0,239342.0,174813.0
Effect Of Exchange Rate Changes,-50581.0,-41479.0,-18934.0
Changes In Cash,330669.0,-1236.0,83463.0
Financing Cash Flow,10512024.0,6601098.0,-125115.0
Cash Flow From Continuing Financing Activities,10512024.0,6601098.0,-125115.0
Net Other Financing Charges,3004613.0,-116100.0,-8733.0
Net Common Stock Issuance,804005.0,-63773.0,2619890.0
Common Stock Payments,0.0,-1735614.0,0.0
Common Stock Issuance,804005.0,1671841.0,2619890.0
Net Issuance Payments Of Debt,6703406.0,6780971.0,-2736272.0
Net Short Term Debt Issuance,5253297.0,4017949.0,5208487.0
Short Term Debt Payments,-8523111.0,-9056738.0,-1064873.0
Short Term Debt Issuance,13776408.0,13074687.0,6273360.0
Net Long Term Debt Issuance,1450109.0,2763022.0,-7944759.0
Long Term Debt Payments,-642506.0,-1651679.0,-8124613.0
Long Term Debt Issuance,2092615.0,4414701.0,179854.0
Investing Cash Flow,297910.0,-1102330.0,5197324.0
Cash Flow From Continuing Investing Activities,297910.0,-1102330.0,5197324.0
Net Other Investing Changes,499841.0,321371.0,5198077.0
Net Investment Purchase And Sale,0.0,0.0,325626.0
Sale Of Investment,0.0,0.0,325626.0
Net Business Purchase And Sale,0.0,-1423701.0,0.0
Purchase Of Business,0.0,-1423701.0,0.0
Net Intangibles Purchase And Sale,-15309.0,0.0,-160849.0
Purchase Of Intangibles,-15309.0,0.0,-160849.0
Net PPE Purchase And Sale,-186622.0,0.0,-165530.0
Sale Of PPE,4593.0,0.0,15878.0
Purchase Of PPE,-191215.0,0.0,-181408.0
Operating Cash Flow,-10479265.0,-5500004.0,-4988746.0
Cash Flow From Continuing Operating Activities,-10479265.0,-5500004.0,-4988746.0
Taxes Refund Paid,-6344.0,629544.0,2160306.0
Interest Received Cfo,349.0,2837.0,65.0
Interest Paid Cfo,-1549640.0,-755650.0,-1040473.0
Change In Working Capital,23817441.0,-9331077.0,7400872.0
Change In Other Working Capital,155540.0,-4833913.0,146028.0
Change In Other Current Assets,0.0,0.0,-1221.0
Change In Payables And Accrued Expense,28818645.0,-7916553.0,5200274.0
Change In Accrued Expense,-51069.0,-2110114.0,394142.0
Change In Payable,28869714.0,-5806439.0,4806132.0
Change In Account Payable,-1206844.0,-1664819.0,-446568.0
Change In Tax Payable,4325.0,203344.0,-33197.0
Change In Income Tax Payable,4325.0,203344.0,-33197.0
Change In Prepaid Assets,-121715.0,1563311.0,-868511.0
Change In Inventory,602700.0,-3319449.0,-1230342.0
Change In Receivables,-5637729.0,5175527.0,4154644.0
Changes In Account Receivables,-5874476.0,4687597.0,3825589.0
Other Non Cash Items,21025999.0,-428236.0,1506002.0
Stock Based Compensation,2532821.0,687888.0,277638.0
Provisionand Write Offof Assets,-136111.0,-32160.0,0.0
Asset Impairment Charge,14065903.0,4385268.0,25986606.0
Deferred Tax,2861079.0,-1511696.0,-3599507.0
Deferred Income Tax,2861079.0,-1511696.0,-3599507.0
Depreciation Amortization Depletion,2603475.0,2815297.0,3578736.0
Depreciation And Amortization,2603475.0,2815297.0,3578736.0
Amortization Cash Flow,1847358.0,1457310.0,1792358.0
Amortization Of Intangibles,1847358.0,1457310.0,1792358.0
Depreciation,756117.0,1357987.0,1786378.0
Operating Gains Losses,1291347.0,5930149.0,19128191.0
Pension And Employee Benefit Expense,393583.0,286421.0,283482.0
Earnings Losses From Equity Investments,0.0,535268.0,1346968.0
Gain Loss On Investment Securities,637566.0,5503.0,-42248.0
Net Foreign Currency Exchange Gain Loss,48590.0,58585.0,-715758.0
Gain Loss On Sale Of PPE,-2770.0,3246343.0,-7203.0
Gain Loss On Sale Of Business,0.0,0.0,13318419.0
Net Income From Continuing Operations,-76985584.0,-7892168.0,-60387182.0
