,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.0,0.0
Normalized EBITDA,-10673198.0,-10022498.0,-9020441.0
Total Unusual Items,,0.0,232506.0
Total Unusual Items Excluding Goodwill,,0.0,232506.0
Net Income From Continuing Operation Net Minority Interest,-11283781.0,-10680366.0,-8939675.0
Reconciled Depreciation,425549.0,405977.0,84772.0
EBITDA,-10673198.0,-10022498.0,-8787935.0
EBIT,-11098747.0,-10428475.0,-8872707.0
Net Interest Income,-166149.0,-247073.0,-58209.0
Interest Expense,167726.0,251891.0,66968.0
Interest Income,1577.0,4818.0,8759.0
Normalized Income,-11283781.0,-10680366.0,-9172181.0
Net Income From Continuing And Discontinued Operation,-11283781.0,-10680366.0,-8939675.0
Total Expenses,8302395.0,9737604.0,9331454.0
Total Operating Income As Reported,-7616395.0,-9453604.0,-9221454.0
Diluted Average Shares,230815.0,402883.0,402883.0
Basic Average Shares,230815.0,402883.0,402883.0
Diluted EPS,-54.9,-33.382769,-29.062182
Basic EPS,-54.9,-33.382769,-29.062182
Diluted NI Availto Com Stockholders,-12639128.0,-13449350.0,-11708659.0
Net Income Common Stockholders,-12639128.0,-13449350.0,-11708659.0
Preferred Stock Dividends,1355347.0,2768984.0,2768984.0
Net Income,-11283781.0,-10680366.0,-8939675.0
Net Income Including Noncontrolling Interests,-11283781.0,-10680366.0,-8939675.0
Net Income Continuous Operations,-11283781.0,-10680366.0,-8939675.0
Tax Provision,17308.0,0.0,0.0
Pretax Income,-11266473.0,-10680366.0,-8939675.0
Other Income Expense,-3483929.0,-979689.0,339988.0
Other Non Operating Income Expenses,-3483929.0,-979689.0,107482.0
Special Income Charges,,0.0,232506.0
Other Special Charges,,,-232506.0
Net Non Operating Interest Income Expense,-166149.0,-247073.0,-58209.0
Interest Expense Non Operating,167726.0,251891.0,66968.0
Interest Income Non Operating,1577.0,4818.0,8759.0
Operating Income,-7616395.0,-9453604.0,-9221454.0
Operating Expense,8302395.0,9737604.0,9331454.0
Research And Development,3809063.0,6097938.0,5380102.0
Selling General And Administration,4493332.0,3639666.0,3951352.0
General And Administrative Expense,4493332.0,3639666.0,3951352.0
Other Gand A,4493332.0,3639666.0,3951352.0
Total Revenue,686000.0,284000.0,110000.0
Operating Revenue,686000.0,284000.0,110000.0
