,2024-03-31,2023-03-31,2022-03-31
Free Cash Flow,-5856708.0,-6591318.0,-6476441.0
Repayment Of Debt,-1259754.0,-600000.0,
Issuance Of Debt,664483.0,6500000.0,0.0
Issuance Of Capital Stock,,0.0,9724019.0
Capital Expenditure,,,-5038.0
End Cash Position,76620.0,1183176.0,1274494.0
Beginning Cash Position,1183176.0,1274494.0,296220.0
Changes In Cash,-1106556.0,-91318.0,978274.0
Financing Cash Flow,4750152.0,6500000.0,7454715.0
Cash Flow From Continuing Financing Activities,4750152.0,6500000.0,7454715.0
Net Other Financing Charges,5345423.0,600000.0,-2269304.0
Net Preferred Stock Issuance,,0.0,6000000.0
Preferred Stock Issuance,,0.0,6000000.0
Net Common Stock Issuance,,0.0,3724019.0
Common Stock Issuance,,0.0,3724019.0
Net Issuance Payments Of Debt,-595271.0,5900000.0,0.0
Net Short Term Debt Issuance,-585517.0,1650000.0,0.0
Short Term Debt Payments,-1150000.0,-600000.0,
Short Term Debt Issuance,564483.0,2250000.0,0.0
Net Long Term Debt Issuance,-9754.0,4250000.0,0.0
Long Term Debt Payments,-109754.0,0.0,
Long Term Debt Issuance,100000.0,4250000.0,0.0
Investing Cash Flow,,0.0,-5038.0
Cash Flow From Continuing Investing Activities,,0.0,-5038.0
Net PPE Purchase And Sale,,0.0,-5038.0
Purchase Of PPE,,0.0,-5038.0
Operating Cash Flow,-5856708.0,-6591318.0,-6471403.0
Cash Flow From Continuing Operating Activities,-5856708.0,-6591318.0,-6471403.0
Change In Working Capital,621531.0,-22792.0,473934.0
Change In Other Working Capital,-12840.0,18955.0,316711.0
Change In Payables And Accrued Expense,841155.0,-131331.0,348058.0
Change In Payable,841155.0,-131331.0,348058.0
Change In Receivables,-206784.0,89584.0,-190835.0
Changes In Account Receivables,86332.0,-43726.0,-72328.0
Other Non Cash Items,-3174349.0,2080460.0,5619000.0
Stock Based Compensation,1352835.0,587821.0,402188.0
Asset Impairment Charge,102469.0,19784.0,0.0
Depreciation Amortization Depletion,103276.0,1007.0,335.0
Depreciation And Amortization,103276.0,1007.0,335.0
Depreciation,103276.0,1007.0,335.0
Net Income From Continuing Operations,-4862470.0,-9257598.0,-12966860.0
