,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-1459517.084282,-9447690.0,-6905250.0
Tax Rate For Calcs,0.05467,0.21,0.27
Normalized EBITDA,105552000.0,28866000.0,37649000.0
Total Unusual Items,-26697000.0,-44989000.0,-25575000.0
Total Unusual Items Excluding Goodwill,-26697000.0,-44989000.0,-25575000.0
Net Income From Continuing Operation Net Minority Interest,13280000.0,-58987000.0,-37391000.0
Reconciled Depreciation,47433000.0,42724000.0,44445000.0
Reconciled Cost Of Revenue,548354000.0,466135000.0,418012000.0
EBITDA,78855000.0,-16123000.0,12074000.0
EBIT,31422000.0,-58847000.0,-32464000.0
Net Interest Income,8852000.0,-47000.0,-4810000.0
Interest Expense,,47000.0,4810000.0
Interest Income,8852000.0,,
Normalized Income,38517482.915718,-23445690.0,-18721250.0
Net Income From Continuing And Discontinued Operation,13280000.0,-58987000.0,-37391000.0
Total Expenses,697278000.0,578896000.0,527249000.0
Rent Expense Supplemental,58319000.0,53669000.0,49299000.0
Total Operating Income As Reported,4725000.0,-59766000.0,-52752000.0
Diluted Average Shares,63448000.0,96850473.0,96850473.0
Basic Average Shares,60512000.0,96850473.0,96850473.0
Diluted EPS,0.21,-0.609052,-0.386069
Basic EPS,0.22,-0.609052,-0.386069
Diluted NI Availto Com Stockholders,13280000.0,-58987000.0,-37391000.0
Net Income Common Stockholders,13280000.0,-58987000.0,-37391000.0
Net Income,13280000.0,-58987000.0,-37391000.0
Net Income Including Noncontrolling Interests,13280000.0,-58987000.0,-37391000.0
Net Income Continuous Operations,13280000.0,-58987000.0,-37391000.0
Tax Provision,768000.0,93000.0,117000.0
Pretax Income,14048000.0,-58894000.0,-37274000.0
Other Income Expense,-26226000.0,-44070000.0,-5287000.0
Other Non Operating Income Expenses,471000.0,919000.0,20288000.0
Special Income Charges,-26697000.0,-44989000.0,-25575000.0
Other Special Charges,15718000.0,19313000.0,8194000.0
Write Off,4899000.0,19753000.0,10542000.0
Restructuring And Mergern Acquisition,6080000.0,5923000.0,6839000.0
Net Non Operating Interest Income Expense,8852000.0,-47000.0,-4810000.0
Interest Expense Non Operating,,47000.0,4810000.0
Interest Income Non Operating,8852000.0,,
Operating Income,31422000.0,-14777000.0,-27177000.0
Operating Expense,148924000.0,112761000.0,109330000.0
Other Operating Expenses,,19313000.0,8194000.0
Depreciation Amortization Depletion Income Statement,47433000.0,42724000.0,44538000.0
Depreciation And Amortization In Income Statement,47433000.0,42724000.0,44538000.0
Selling General And Administration,101491000.0,70037000.0,64792000.0
General And Administrative Expense,101491000.0,70037000.0,64792000.0
Other Gand A,101491000.0,70037000.0,64792000.0
Gross Profit,180346000.0,97984000.0,82153000.0
Cost Of Revenue,548354000.0,466135000.0,417919000.0
Total Revenue,728700000.0,564119000.0,500072000.0
Operating Revenue,728700000.0,564119000.0,500072000.0
