,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-4161007.0,-3262689.0,-593104.0
Repayment Of Debt,-665362.0,-1273683.0,-222512.0
Issuance Of Debt,441139.0,0.0,232200.0
Issuance Of Capital Stock,0.0,30425941.0,0.0
Capital Expenditure,-735761.0,-1063676.0,-71619.0
Interest Paid Supplemental Data,42450.0,52703.0,107007.0
Income Tax Paid Supplemental Data,4293.0,0.0,200.0
End Cash Position,13290222.0,18018874.0,199536.0
Beginning Cash Position,18018874.0,199536.0,574712.0
Changes In Cash,-4728652.0,17819338.0,-375176.0
Financing Cash Flow,-224223.0,30627157.0,217928.0
Cash Flow From Continuing Financing Activities,-224223.0,30627157.0,217928.0
Proceeds From Stock Option Exercised,0.0,1474899.0,8240.0
Net Common Stock Issuance,0.0,30425941.0,0.0
Common Stock Issuance,0.0,30425941.0,0.0
Net Issuance Payments Of Debt,-224223.0,-1273683.0,209688.0
Net Short Term Debt Issuance,0.0,-200000.0,200000.0
Short Term Debt Payments,0.0,-200000.0,-100000.0
Short Term Debt Issuance,,,300000.0
Net Long Term Debt Issuance,-224223.0,-1073683.0,9688.0
Long Term Debt Payments,-665362.0,-1073683.0,-222512.0
Long Term Debt Issuance,441139.0,0.0,232200.0
Investing Cash Flow,-1079183.0,-10608806.0,-71619.0
Cash Flow From Continuing Investing Activities,-1079183.0,-10608806.0,-71619.0
Net Investment Purchase And Sale,-343422.0,-347802.0,0.0
Purchase Of Investment,-343422.0,-347802.0,0.0
Net Business Purchase And Sale,0.0,-9197328.0,0.0
Purchase Of Business,0.0,-9197328.0,0.0
Net PPE Purchase And Sale,-735761.0,-1063676.0,-71619.0
Purchase Of PPE,-735761.0,-1063676.0,-71619.0
Operating Cash Flow,-3425246.0,-2199013.0,-521485.0
Cash Flow From Continuing Operating Activities,-3425246.0,-2199013.0,-521485.0
Change In Working Capital,-5082528.0,1502269.0,80999.0
Change In Other Working Capital,-43061.0,189779.0,-20380.0
Change In Other Current Liabilities,-444725.0,-87930.0,-131131.0
Change In Payables And Accrued Expense,-2145968.0,1260886.0,-40966.0
Change In Prepaid Assets,-68788.0,-99421.0,-29036.0
Change In Inventory,-2439310.0,500715.0,40372.0
Change In Receivables,59324.0,-261760.0,262140.0
Changes In Account Receivables,-141891.0,-60545.0,262140.0
Other Non Cash Items,858544.0,162001.0,67235.0
Stock Based Compensation,399126.0,785976.0,128928.0
Unrealized Gain Loss On Investment Securities,-2278.0,97862.0,
Asset Impairment Charge,120136.0,0.0,
Depreciation Amortization Depletion,957255.0,236696.0,226912.0
Depreciation And Amortization,957255.0,236696.0,226912.0
Depreciation,957255.0,236696.0,226912.0
Operating Gains Losses,1606.0,-225012.0,
Gain Loss On Investment Securities,,97862.0,
Gain Loss On Sale Of PPE,1606.0,7188.0,0.0
Net Income From Continuing Operations,-677107.0,-4758805.0,-1025559.0
