,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.163,0.161,0.134,0.095,
Net Income From Continuing Operation Net Minority Interest,582542000.0,597973000.0,579150000.0,443079000.0,
Reconciled Depreciation,82817000.0,76442000.0,71344000.0,69289000.0,
Net Interest Income,1604612000.0,1558664000.0,1291283000.0,984867000.0,
Interest Expense,786025000.0,659052000.0,184438000.0,23902000.0,
Interest Income,2390637000.0,2217716000.0,1475721000.0,1008769000.0,
Normalized Income,582542000.0,597973000.0,579150000.0,443079000.0,
Net Income From Continuing And Discontinued Operation,582542000.0,597973000.0,579150000.0,443079000.0,
Diluted Average Shares,,64405000.0,64521000.0,64102000.0,63004000.0
Basic Average Shares,,64204000.0,64157000.0,63613000.0,62727000.0
Diluted EPS,,9.1,8.81,6.76,5.1
Basic EPS,,9.11,8.84,6.79,5.11
Diluted NI Availto Com Stockholders,569631000.0,585015000.0,567265000.0,432041000.0,
Net Income Common Stockholders,569631000.0,585015000.0,567265000.0,432041000.0,
Otherunder Preferred Stock Dividend,6236000.0,6283000.0,5210000.0,3881000.0,
Preferred Stock Dividends,6675000.0,6675000.0,6675000.0,7157000.0,
Net Income,582542000.0,597973000.0,579150000.0,443079000.0,
Net Income Including Noncontrolling Interests,582542000.0,597973000.0,579150000.0,443079000.0,
Net Income Continuous Operations,582542000.0,597973000.0,579150000.0,443079000.0,
Tax Provision,113425000.0,114400000.0,89677000.0,46459000.0,
Pretax Income,695967000.0,712373000.0,668827000.0,489538000.0,
Gain On Sale Of Security,-96000.0,66000.0,0.0,69000.0,
Depreciation Amortization Depletion Income Statement,,,480000.0,697000.0,918000.0
Depreciation And Amortization In Income Statement,,,480000.0,697000.0,918000.0
Amortization,,,480000.0,697000.0,918000.0
Amortization Of Intangibles Income Statement,,,480000.0,697000.0,918000.0
Selling General And Administration,832512000.0,788221000.0,636301000.0,524297000.0,
Selling And Marketing Expense,51403000.0,48608000.0,39994000.0,34539000.0,
General And Administrative Expense,781109000.0,739613000.0,596307000.0,489758000.0,
Other Gand A,,,,4946000.0,7109000.0
Insurance And Claims,37269000.0,76589000.0,15603000.0,12232000.0,
Salaries And Wages,743840000.0,663024000.0,580704000.0,477526000.0,
Total Revenue,2063710000.0,1987206000.0,1696101000.0,1371595000.0,
Operating Revenue,2063710000.0,1987206000.0,1696101000.0,1371595000.0,
Occupancy And Equipment,277238000.0,259682000.0,233266000.0,220082000.0,
Professional Expense And Contract Services Expense,56385000.0,53932000.0,40908000.0,34747000.0,
Other Non Interest Expense,136623000.0,126827000.0,113799000.0,102868000.0,
