,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,9034200.0,8770500.0,8770500.0
Share Issued,9034200.0,8770500.0,8770500.0
Net Debt,674946.0,380566.0,291930.0
Total Debt,690000.0,380566.0,291930.0
Tangible Book Value,70166398.0,15198.0,15982.0
Invested Capital,70856398.0,15198.0,15982.0
Working Capital,-1480801.0,15198.0,15982.0
Net Tangible Assets,70166398.0,15198.0,15982.0
Common Stock Equity,70166398.0,15198.0,15982.0
Total Capitalization,70166398.0,15198.0,15982.0
Total Equity Gross Minority Interest,70166398.0,15198.0,15982.0
Stockholders Equity,70166398.0,15198.0,15982.0
Retained Earnings,-3896015.0,-9802.0,-9018.0
Additional Paid In Capital,0.0,24827.0,24827.0
Capital Stock,74062413.0,173.0,173.0
Common Stock,74062413.0,173.0,173.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,3953907.0,577372.0,402445.0
Total Non Current Liabilities Net Minority Interest,2415000.0,0.0,0.0
Non Current Deferred Liabilities,2415000.0,0.0,
Current Liabilities,1538907.0,577372.0,402445.0
Current Debt And Capital Lease Obligation,690000.0,380566.0,291930.0
Current Debt,690000.0,380566.0,291930.0
Other Current Borrowings,690000.0,380566.0,291930.0
Payables And Accrued Expenses,848907.0,577372.0,402445.0
Current Accrued Expenses,649589.0,196806.0,110515.0
Payables,199318.0,380566.0,291930.0
Dueto Related Parties Current,199318.0,380566.0,291930.0
Total Assets,74120305.0,592570.0,418427.0
Total Non Current Assets,74062199.0,0.0,0.0
Other Non Current Assets,74062199.0,,
Current Assets,58106.0,592570.0,418427.0
Current Deferred Assets,0.0,584518.0,418427.0
Prepaid Assets,43052.0,8052.0,0.0
Cash Cash Equivalents And Short Term Investments,15054.0,0.0,0.0
Cash And Cash Equivalents,15054.0,0.0,0.0
Cash Financial,15054.0,0.0,0.0
