,2023-12-31,2022-12-31
Free Cash Flow,-55842000.0,-43631000.0
Repayment Of Debt,,0.0
Issuance Of Debt,,0.0
Issuance Of Capital Stock,44919000.0,169708000.0
End Cash Position,150389000.0,163372000.0
Beginning Cash Position,163372000.0,37280000.0
Changes In Cash,-12983000.0,126092000.0
Financing Cash Flow,42859000.0,169723000.0
Cash Flow From Continuing Financing Activities,42859000.0,169723000.0
Net Other Financing Charges,-2414000.0,
Proceeds From Stock Option Exercised,354000.0,15000.0
Net Preferred Stock Issuance,44919000.0,169706000.0
Preferred Stock Issuance,44919000.0,169706000.0
Net Common Stock Issuance,0.0,2000.0
Common Stock Issuance,0.0,2000.0
Net Issuance Payments Of Debt,,0.0
Net Long Term Debt Issuance,,0.0
Long Term Debt Payments,,0.0
Long Term Debt Issuance,,0.0
Investing Cash Flow,0.0,0.0
Cash Flow From Continuing Investing Activities,0.0,0.0
Net Investment Purchase And Sale,0.0,0.0
Sale Of Investment,25000000.0,0.0
Purchase Of Investment,-25000000.0,0.0
Net Intangibles Purchase And Sale,,0.0
Purchase Of Intangibles,,0.0
Operating Cash Flow,-55842000.0,-43631000.0
Cash Flow From Continuing Operating Activities,-55842000.0,-43631000.0
Change In Working Capital,12596000.0,-7149000.0
Change In Other Current Liabilities,25000.0,0.0
Change In Other Current Assets,-35000.0,16000.0
Change In Payables And Accrued Expense,2935000.0,6413000.0
Change In Accrued Expense,1556000.0,3613000.0
Change In Payable,1379000.0,2800000.0
Change In Account Payable,1379000.0,2800000.0
Change In Prepaid Assets,9671000.0,-13578000.0
Stock Based Compensation,895000.0,424000.0
Net Income From Continuing Operations,-69333000.0,-36906000.0
