,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-41705000.0,-98123000.0,-52916000.0
Repurchase Of Capital Stock,-3108000.0,-911000.0,-28389000.0
Repayment Of Debt,-6000000.0,0.0,-40000000.0
Issuance Of Debt,6000000.0,0.0,0.0
Issuance Of Capital Stock,343957000.0,37000.0,211203000.0
Capital Expenditure,-138806000.0,-104161000.0,-56309000.0
Interest Paid Supplemental Data,0.0,0.0,4023000.0
Income Tax Paid Supplemental Data,116000.0,523000.0,212000.0
End Cash Position,332428000.0,39125000.0,140332000.0
Beginning Cash Position,39125000.0,140332000.0,50096000.0
Changes In Cash,293303000.0,-101207000.0,90236000.0
Financing Cash Flow,335008000.0,-3084000.0,143152000.0
Cash Flow From Continuing Financing Activities,335008000.0,-3084000.0,143152000.0
Net Other Financing Charges,-5756000.0,-2095000.0,
Proceeds From Stock Option Exercised,,37000.0,7135000.0
Net Preferred Stock Issuance,0.0,0.0,183367000.0
Preferred Stock Payments,0.0,0.0,-20701000.0
Preferred Stock Issuance,0.0,0.0,204068000.0
Net Common Stock Issuance,340849000.0,-874000.0,-553000.0
Common Stock Payments,-3108000.0,-911000.0,-7688000.0
Common Stock Issuance,343957000.0,37000.0,7135000.0
Net Issuance Payments Of Debt,-85000.0,-115000.0,-39662000.0
Net Short Term Debt Issuance,0.0,0.0,-40000000.0
Short Term Debt Payments,0.0,0.0,-40000000.0
Net Long Term Debt Issuance,-85000.0,-115000.0,338000.0
Long Term Debt Payments,-6000000.0,0.0,0.0
Long Term Debt Issuance,6000000.0,0.0,0.0
Investing Cash Flow,-138806000.0,-104161000.0,-56309000.0
Cash Flow From Continuing Investing Activities,-138806000.0,-104161000.0,-56309000.0
Net PPE Purchase And Sale,-138806000.0,-104161000.0,-56309000.0
Sale Of PPE,,162000.0,102000.0
Purchase Of PPE,-138806000.0,-104161000.0,-56309000.0
Operating Cash Flow,97101000.0,6038000.0,3393000.0
Cash Flow From Continuing Operating Activities,97101000.0,6038000.0,3393000.0
Change In Working Capital,22129000.0,-1255000.0,446000.0
Change In Other Working Capital,,,3291000.0
Change In Other Current Liabilities,25516000.0,38987000.0,0.0
Change In Payables And Accrued Expense,21722000.0,-2565000.0,617000.0
Change In Accrued Expense,19173000.0,-2901000.0,1172000.0
Change In Payable,2549000.0,336000.0,-555000.0
Change In Account Payable,2549000.0,336000.0,-555000.0
Change In Prepaid Assets,60000.0,-318000.0,-1402000.0
Change In Inventory,-498000.0,-1496000.0,-1157000.0
Change In Receivables,-24671000.0,-35863000.0,-903000.0
Changes In Account Receivables,-835000.0,-50000.0,453000.0
Other Non Cash Items,,429000.0,93000.0
Stock Based Compensation,9360000.0,3803000.0,5351000.0
Provisionand Write Offof Assets,,89000.0,74000.0
Asset Impairment Charge,4899000.0,19753000.0,10542000.0
Deferred Tax,,5000.0,3000.0
Deferred Income Tax,,5000.0,3000.0
Depreciation Amortization Depletion,47433000.0,42724000.0,44445000.0
Depreciation And Amortization,47433000.0,42724000.0,44445000.0
Amortization Cash Flow,27000.0,5638000.0,6176000.0
Amortization Of Intangibles,27000.0,5638000.0,6176000.0
Depreciation,47406000.0,37086000.0,38269000.0
Operating Gains Losses,,3803000.0,-20000000.0
Earnings Losses From Equity Investments,,3803000.0,5351000.0
Net Income From Continuing Operations,13280000.0,-58987000.0,-37391000.0
