,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,86657521.0,86657521.0,86657521.0
Share Issued,86657521.0,86657521.0,86657521.0
Net Debt,863855000.0,1132594000.0,1132960000.0
Total Debt,1030855000.0,1333808000.0,1362225000.0
Tangible Book Value,-228675000.0,-596173000.0,-719846000.0
Invested Capital,1422542000.0,1583313000.0,1727277000.0
Working Capital,272315000.0,307906000.0,320000000.0
Net Tangible Assets,-228675000.0,-596173000.0,-719846000.0
Capital Lease Obligations,124578000.0,137248000.0,114559000.0
Common Stock Equity,516265000.0,386753000.0,479611000.0
Total Capitalization,1368620000.0,1538756000.0,1704953000.0
Total Equity Gross Minority Interest,615527000.0,543655000.0,676328000.0
Minority Interest,99262000.0,156902000.0,196717000.0
Stockholders Equity,516265000.0,386753000.0,479611000.0
Gains Losses Not Affecting Retained Earnings,-4025000.0,-6494000.0,-1136000.0
Other Equity Adjustments,-4025000.0,-6494000.0,-1136000.0
Retained Earnings,-144108000.0,23113000.0,203135000.0
Additional Paid In Capital,374124000.0,370134000.0,277612000.0
Capital Stock,0.0,0.0,0.0
Common Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,1583396000.0,1910201000.0,1891315000.0
Total Non Current Liabilities Net Minority Interest,1163769000.0,1484676000.0,1547799000.0
Other Non Current Liabilities,71076000.0,76660000.0,73916000.0
Non Current Deferred Liabilities,135123000.0,144656000.0,155025000.0
Non Current Deferred Taxes Liabilities,135123000.0,144656000.0,155025000.0
Long Term Debt And Capital Lease Obligation,957570000.0,1263360000.0,1318858000.0
Long Term Capital Lease Obligation,105215000.0,111357000.0,93516000.0
Long Term Debt,852355000.0,1152003000.0,1225342000.0
Current Liabilities,419627000.0,425525000.0,343516000.0
Other Current Liabilities,13300000.0,16307000.0,
Current Deferred Liabilities,43694000.0,35769000.0,14201000.0
Current Deferred Revenue,43694000.0,35769000.0,11860000.0
Current Debt And Capital Lease Obligation,73285000.0,70448000.0,43367000.0
Current Capital Lease Obligation,19363000.0,25891000.0,21043000.0
Current Debt,53922000.0,44557000.0,22324000.0
Other Current Borrowings,53922000.0,44557000.0,22324000.0
Pensionand Other Post Retirement Benefit Plans Current,92205000.0,72965000.0,100040000.0
Payables And Accrued Expenses,302648000.0,246343000.0,185908000.0
Current Accrued Expenses,186065000.0,78474000.0,66632000.0
Interest Payable,975000.0,8087000.0,3302000.0
Payables,116583000.0,167869000.0,119276000.0
Other Payable,13300000.0,16307000.0,14956000.0
Total Tax Payable,3590000.0,6991000.0,10677000.0
Accounts Payable,116583000.0,144571000.0,93643000.0
Total Assets,2198923000.0,2453856000.0,2567643000.0
Total Non Current Assets,1506981000.0,1720425000.0,1904127000.0
Other Non Current Assets,54626000.0,52045000.0,52803000.0
Goodwill And Other Intangible Assets,744940000.0,982926000.0,1199457000.0
Other Intangible Assets,369048000.0,395248000.0,426505000.0
Goodwill,375892000.0,587678000.0,772952000.0
Net PPE,707415000.0,685454000.0,651867000.0
Accumulated Depreciation,-572760000.0,-520731000.0,-439411000.0
Gross PPE,1280175000.0,1206185000.0,1091278000.0
Construction In Progress,424439000.0,402184000.0,367961000.0
Other Properties,855736000.0,804001000.0,723317000.0
Current Assets,691942000.0,733431000.0,663516000.0
Other Current Assets,32258000.0,37384000.0,38030000.0
Receivables,617262000.0,632081000.0,510780000.0
Accounts Receivable,347454000.0,394022000.0,296006000.0
Allowance For Doubtful Accounts Receivable,-2512000.0,-4318000.0,-257000.0
Gross Accounts Receivable,349966000.0,398340000.0,296263000.0
Cash Cash Equivalents And Short Term Investments,42422000.0,63966000.0,114706000.0
Cash And Cash Equivalents,42422000.0,63966000.0,114706000.0
