,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,3769.0,41980.0,90053.0,16531.0,
Ordinary Shares Number,24847353.0,26183583.0,28788124.0,31669952.0,
Share Issued,24851122.0,26225563.0,28878177.0,31686483.0,
Net Debt,252017000.0,,,,
Total Debt,410354000.0,46873000.0,36028000.0,92834000.0,
Tangible Book Value,513788000.0,321405000.0,309974000.0,528076000.0,
Invested Capital,1250236000.0,698503000.0,681198000.0,963563000.0,
Net Tangible Assets,513788000.0,321405000.0,309974000.0,528076000.0,
Capital Lease Obligations,,,,5193000.0,10756000.0
Common Stock Equity,839882000.0,651630000.0,645170000.0,870729000.0,
Total Capitalization,873236000.0,685503000.0,681198000.0,963563000.0,
Total Equity Gross Minority Interest,839605000.0,650625000.0,645140000.0,871884000.0,
Minority Interest,-277000.0,-1005000.0,-30000.0,1155000.0,
Stockholders Equity,839882000.0,651630000.0,645170000.0,870729000.0,
Gains Losses Not Affecting Retained Earnings,-153394000.0,-255443000.0,-213080000.0,7599000.0,
Other Equity Adjustments,-153394000.0,-255443000.0,-213080000.0,7599000.0,
Treasury Stock,249000.0,344000.0,4835000.0,860000.0,
Retained Earnings,354474000.0,278655000.0,245394000.0,259189000.0,
Additional Paid In Capital,638803000.0,628500000.0,617403000.0,604484000.0,
Capital Stock,248000.0,262000.0,288000.0,317000.0,
Common Stock,248000.0,262000.0,288000.0,317000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,6709731000.0,6884918000.0,6102270000.0,5818766000.0,
Long Term Debt And Capital Lease Obligation,33354000.0,33873000.0,36028000.0,92834000.0,
Long Term Capital Lease Obligation,,,,5193000.0,10756000.0
Long Term Debt,33354000.0,33873000.0,36028000.0,92834000.0,
Current Debt And Capital Lease Obligation,377000000.0,13000000.0,0.0,,0.0
Current Debt,377000000.0,13000000.0,0.0,,0.0
Other Current Borrowings,377000000.0,13000000.0,0.0,,0.0
Payables And Accrued Expenses,,248863000.0,200205000.0,210961000.0,1923000.0
Current Accrued Expenses,,248863000.0,200205000.0,210961000.0,165419000.0
Payables,,,,579000.0,1923000.0
Accounts Payable,,,,579000.0,1923000.0
Total Assets,7549336000.0,7535543000.0,6747410000.0,6690650000.0,
Investments And Advances,1774313000.0,1840819000.0,1924551000.0,1921568000.0,
Held To Maturity Securities,33092000.0,36591000.0,41682000.0,56669000.0,
Available For Sale Securities,,,,1020754000.0,459034000.0
Goodwill And Other Intangible Assets,326094000.0,330225000.0,335196000.0,342653000.0,
Other Intangible Assets,16589000.0,20720000.0,25691000.0,33148000.0,
Goodwill,309505000.0,309505000.0,309505000.0,309505000.0,
Net PPE,244394000.0,250910000.0,246081000.0,258004000.0,
Accumulated Depreciation,-172794000.0,-163255000.0,-131930000.0,-122149000.0,
Gross PPE,417188000.0,414165000.0,378011000.0,380153000.0,
Other Properties,309018000.0,304074000.0,277057000.0,263258000.0,
Machinery Furniture Equipment,85131000.0,87406000.0,78300000.0,94345000.0,
Buildings And Improvements,21685000.0,21331000.0,21300000.0,21196000.0,
Land And Improvements,1354000.0,1354000.0,1354000.0,1354000.0,
Prepaid Assets,,,,10513000.0,8328000.0
Receivables,183559000.0,206674000.0,228671000.0,282304000.0,
Other Receivables,152174000.0,183392000.0,210692000.0,266050000.0,
Accounts Receivable,31385000.0,23282000.0,17979000.0,16254000.0,
Other Short Term Investments,1741221000.0,1804228000.0,1882869000.0,1864899000.0,
Cash And Cash Equivalents,158337000.0,375580000.0,388038000.0,314019000.0,
Cash Cash Equivalents And Federal Funds Sold,158337000.0,375580000.0,388038000.0,314019000.0,
