,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,,0.0,260900.0,260900.0,260900.0
Ordinary Shares Number,34859033.0,37317893.0,41090450.0,45997159.0,
Share Issued,34859033.0,37317893.0,41351350.0,46258059.0,
Net Debt,413453000.0,374573000.0,371786000.0,182097000.0,
Total Debt,951204000.0,884434000.0,832301000.0,800407000.0,
Tangible Book Value,885469000.0,762642000.0,577751000.0,424484000.0,
Invested Capital,2304738000.0,2230806000.0,2010324000.0,1623122000.0,
Working Capital,1013522000.0,973886000.0,950909000.0,896516000.0,
Net Tangible Assets,885469000.0,762642000.0,577751000.0,424484000.0,
Capital Lease Obligations,186366000.0,121747000.0,71764000.0,42021000.0,
Common Stock Equity,1539900000.0,1468119000.0,1249787000.0,864736000.0,
Total Capitalization,2304738000.0,2230806000.0,2010324000.0,1623122000.0,
Total Equity Gross Minority Interest,1539900000.0,1468119000.0,1249787000.0,864736000.0,
Stockholders Equity,1539900000.0,1468119000.0,1249787000.0,864736000.0,
Gains Losses Not Affecting Retained Earnings,-19094000.0,-33940000.0,-50146000.0,-28726000.0,
Treasury Stock,0.0,0.0,2580000.0,2580000.0,
Retained Earnings,1049390000.0,994902000.0,801981000.0,388660000.0,
Additional Paid In Capital,509254000.0,506783000.0,500117000.0,506921000.0,
Capital Stock,350000.0,374000.0,415000.0,461000.0,
Common Stock,350000.0,374000.0,415000.0,461000.0,
Total Liabilities Net Minority Interest,1481503000.0,1466890000.0,1349209000.0,1345363000.0,
Total Non Current Liabilities Net Minority Interest,970637000.0,902286000.0,847298000.0,820427000.0,
Other Non Current Liabilities,14897000.0,11736000.0,13146000.0,15059000.0,
Employee Benefits,,,,3819000.0,40023000.0
Non Current Pension And Other Postretirement Benefit Plans,,,,3819000.0,40023000.0
Tradeand Other Payables Non Current,,,,735000.0,1619000.0
Non Current Deferred Liabilities,26574000.0,22346000.0,15640000.0,16746000.0,
Non Current Deferred Taxes Liabilities,26574000.0,22346000.0,15640000.0,16746000.0,
Long Term Debt And Capital Lease Obligation,929166000.0,868204000.0,818512000.0,788622000.0,
Long Term Capital Lease Obligation,164328000.0,105517000.0,57975000.0,30236000.0,
Long Term Debt,764838000.0,762687000.0,760537000.0,758386000.0,
Current Liabilities,510866000.0,564604000.0,501911000.0,524936000.0,
Other Current Liabilities,71122000.0,82166000.0,77781000.0,59273000.0,
Current Deferred Liabilities,108782000.0,121576000.0,99447000.0,80324000.0,
Current Deferred Revenue,108782000.0,121576000.0,99447000.0,80324000.0,
Current Debt And Capital Lease Obligation,22038000.0,16230000.0,13789000.0,11785000.0,
Current Capital Lease Obligation,22038000.0,16230000.0,13789000.0,11785000.0,
Pensionand Other Post Retirement Benefit Plans Current,44723000.0,45576000.0,61273000.0,57437000.0,
Payables And Accrued Expenses,264201000.0,299056000.0,249621000.0,316117000.0,
Payables,264201000.0,299056000.0,249621000.0,316117000.0,
Total Tax Payable,2000000.0,6322000.0,5521000.0,72953000.0,
Income Tax Payable,2000000.0,6322000.0,5521000.0,72953000.0,
Accounts Payable,262201000.0,292734000.0,244100000.0,243164000.0,
Total Assets,3021403000.0,2935009000.0,2598996000.0,2210099000.0,
Total Non Current Assets,1497015000.0,1396518000.0,1146176000.0,788647000.0,
Other Non Current Assets,9281000.0,10707000.0,3476000.0,1967000.0,
Non Current Deferred Assets,554000.0,546000.0,9409000.0,29693000.0,
Non Current Deferred Taxes Assets,554000.0,546000.0,9409000.0,29693000.0,
Goodwill And Other Intangible Assets,654431000.0,705477000.0,672036000.0,440252000.0,
Other Intangible Assets,340431000.0,394371000.0,382706000.0,241204000.0,
Goodwill,314000000.0,311106000.0,289330000.0,199048000.0,
Net PPE,832749000.0,679788000.0,461255000.0,316735000.0,
Accumulated Depreciation,-500330000.0,-439984000.0,-381762000.0,-340089000.0,
Gross PPE,1333079000.0,1119772000.0,843017000.0,656824000.0,
Leases,22814000.0,15910000.0,10512000.0,9720000.0,
Construction In Progress,248128000.0,206311000.0,99491000.0,43055000.0,
Other Properties,186056000.0,125074000.0,73924000.0,43535000.0,
Machinery Furniture Equipment,654111000.0,560635000.0,464344000.0,400791000.0,
Buildings And Improvements,192569000.0,182760000.0,172633000.0,136680000.0,
Land And Improvements,29401000.0,29082000.0,22113000.0,23043000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,1524388000.0,1538490000.0,1452820000.0,1421452000.0,
Other Current Assets,158382000.0,96670000.0,80654000.0,34248000.0,
Prepaid Assets,,,80654000.0,34248000.0,46868000.0
Inventory,524695000.0,493852000.0,454511000.0,285989000.0,
Finished Goods,297247000.0,201810000.0,227291000.0,145486000.0,
Work In Process,74158000.0,60524000.0,61182000.0,35043000.0,
Raw Materials,153290000.0,231518000.0,166038000.0,105460000.0,
Receivables,489926000.0,559854000.0,528904000.0,524926000.0,
Accounts Receivable,489926000.0,559854000.0,528904000.0,524926000.0,
Allowance For Doubtful Accounts Receivable,-6322000.0,-5179000.0,-2544000.0,-2510000.0,
Gross Accounts Receivable,496248000.0,565033000.0,531448000.0,527436000.0,
Cash Cash Equivalents And Short Term Investments,351385000.0,388114000.0,388751000.0,576289000.0,
Cash And Cash Equivalents,351385000.0,388114000.0,388751000.0,576289000.0,
