,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,-195200000.0,-193800000.0,1095500000.0,-63700000.0,
Repurchase Of Capital Stock,0.0,-553200000.0,0.0,,
Repayment Of Debt,-11700000.0,-10000000.0,-546500000.0,-157800000.0,
Issuance Of Debt,74800000.0,65100000.0,2200000.0,6500000.0,
Issuance Of Capital Stock,,0.0,393500000.0,0.0,0.0
Capital Expenditure,-490100000.0,-371100000.0,-167900000.0,-71800000.0,
End Cash Position,97900000.0,247400000.0,915300000.0,21200000.0,
Beginning Cash Position,247400000.0,915300000.0,21200000.0,265000000.0,
Effect Of Exchange Rate Changes,1300000.0,57900000.0,-4900000.0,-11600000.0,
Changes In Cash,-150800000.0,-725800000.0,899000000.0,-232200000.0,
Financing Cash Flow,44400000.0,-532000000.0,-198700000.0,-167400000.0,
Cash Flow From Continuing Financing Activities,44400000.0,-532000000.0,-198700000.0,-167400000.0,
Net Other Financing Charges,9500000.0,-3000000.0,-2300000.0,-500000.0,
Interest Paid Cff,-300000.0,-200000.0,-36300000.0,-15600000.0,
Cash Dividends Paid,-27900000.0,-30700000.0,-9300000.0,0.0,
Common Stock Dividend Paid,-27900000.0,-30700000.0,-9300000.0,0.0,
Net Common Stock Issuance,0.0,-553200000.0,393500000.0,0.0,
Common Stock Payments,0.0,-553200000.0,0.0,,
Common Stock Issuance,,0.0,393500000.0,0.0,0.0
Net Issuance Payments Of Debt,63100000.0,55100000.0,-544300000.0,-151300000.0,
Net Short Term Debt Issuance,,,,0.0,0.0
Short Term Debt Payments,,,,0.0,0.0
Short Term Debt Issuance,,,,0.0,0.0
Net Long Term Debt Issuance,63100000.0,55100000.0,-544300000.0,-151300000.0,
Long Term Debt Payments,-11700000.0,-10000000.0,-546500000.0,-157800000.0,
Long Term Debt Issuance,74800000.0,65100000.0,2200000.0,6500000.0,
Investing Cash Flow,-490100000.0,-371100000.0,-165700000.0,-72900000.0,
Cash Flow From Continuing Investing Activities,-490100000.0,-371100000.0,-165700000.0,-72900000.0,
Net Other Investing Changes,,,2200000.0,-1100000.0,-1200000.0
Net Business Purchase And Sale,,,,0.0,0.0
Purchase Of Business,,,,0.0,0.0
Net Intangibles Purchase And Sale,,,0.0,-100000.0,-600000.0
Purchase Of Intangibles,,,0.0,-100000.0,-600000.0
Net PPE Purchase And Sale,-490100000.0,-371100000.0,-167900000.0,-71700000.0,
Purchase Of PPE,-490100000.0,-371100000.0,-167900000.0,-71700000.0,
Operating Cash Flow,294900000.0,177300000.0,1263400000.0,8100000.0,
Cash Flow From Continuing Operating Activities,294900000.0,177300000.0,1263400000.0,8100000.0,
Change In Working Capital,33100000.0,-178700000.0,-21100000.0,-137700000.0,
Change In Other Current Liabilities,,,0.0,33200000.0,0.0
Change In Other Current Assets,0.0,1700000.0,12500000.0,-15300000.0,
Change In Payables And Accrued Expense,53100000.0,-134900000.0,144500000.0,-4500000.0,
Change In Payable,53100000.0,-134900000.0,144500000.0,-4500000.0,
Change In Account Payable,57600000.0,-76600000.0,166600000.0,-21200000.0,
Change In Tax Payable,-4500000.0,-58300000.0,-22100000.0,16700000.0,
Change In Income Tax Payable,-4500000.0,-58300000.0,-22100000.0,16700000.0,
Change In Prepaid Assets,14900000.0,22800000.0,12500000.0,-70300000.0,
Change In Inventory,-80400000.0,-187800000.0,-63600000.0,-33600000.0,
Change In Receivables,45500000.0,119500000.0,-127000000.0,-47200000.0,
Changes In Account Receivables,45500000.0,119500000.0,-127000000.0,-47200000.0,
Other Non Cash Items,61400000.0,28400000.0,232100000.0,95100000.0,
Stock Based Compensation,1200000.0,-12700000.0,0.0,,
Asset Impairment Charge,,,,0.0,0.0
Deferred Tax,1200000.0,-12000000.0,101700000.0,0.0,
Deferred Income Tax,1200000.0,-12000000.0,101700000.0,0.0,
Depreciation Amortization Depletion,115000000.0,95300000.0,87000000.0,87200000.0,
Depreciation And Amortization,115000000.0,95300000.0,87000000.0,87200000.0,
Depreciation,115000000.0,95300000.0,87000000.0,,
Operating Gains Losses,-22200000.0,-41500000.0,6000000.0,39600000.0,
Pension And Employee Benefit Expense,-8300000.0,45600000.0,-3700000.0,-38300000.0,
Gain Loss On Investment Securities,-12100000.0,-47700000.0,6400000.0,,
Net Foreign Currency Exchange Gain Loss,-2300000.0,-39500000.0,3000000.0,75400000.0,
Gain Loss On Sale Of PPE,500000.0,100000.0,300000.0,2500000.0,
Net Income From Continuing Operations,105200000.0,298500000.0,857700000.0,-76100000.0,
