,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-818766.0,-4235.0,-461.0
Repurchase Of Capital Stock,-35995728.0,0.0,
Repayment Of Debt,-1200000.0,0.0,
Issuance Of Debt,0.0,800000.0,100000.0
Issuance Of Capital Stock,63970000.0,0.0,0.0
Income Tax Paid Supplemental Data,16249.0,0.0,
End Cash Position,15419.0,124501.0,4757.0
Beginning Cash Position,124501.0,4757.0,62653.0
Changes In Cash,-109082.0,119744.0,-57896.0
Financing Cash Flow,34539499.0,123979.0,-57435.0
Cash Flow From Continuing Financing Activities,34539499.0,123979.0,-57435.0
Net Other Financing Charges,-1392273.0,-676021.0,-157435.0
Proceeds From Stock Option Exercised,9157500.0,0.0,
Net Common Stock Issuance,27974272.0,0.0,0.0
Common Stock Payments,-35995728.0,0.0,
Common Stock Issuance,63970000.0,0.0,0.0
Net Issuance Payments Of Debt,-1200000.0,800000.0,100000.0
Net Short Term Debt Issuance,-1200000.0,800000.0,100000.0
Short Term Debt Payments,-1200000.0,0.0,
Short Term Debt Issuance,0.0,800000.0,100000.0
Investing Cash Flow,-33829815.0,0.0,
Cash Flow From Continuing Investing Activities,-33829815.0,0.0,
Net Other Investing Changes,-33829815.0,,
Operating Cash Flow,-818766.0,-4235.0,-461.0
Cash Flow From Continuing Operating Activities,-818766.0,-4235.0,-461.0
Change In Working Capital,1552745.0,31153.0,2847.0
Change In Payables And Accrued Expense,1559953.0,31153.0,2847.0
Change In Payable,1559953.0,31153.0,
Change In Account Payable,1035391.0,31153.0,
Change In Tax Payable,524562.0,0.0,
Change In Income Tax Payable,524562.0,0.0,
Change In Prepaid Assets,-7208.0,0.0,
Other Non Cash Items,-2775291.0,,
Net Income From Continuing Operations,403780.0,-35388.0,-3308.0
