,2023-10-31,2022-10-31,2021-10-31
Ordinary Shares Number,16500000.0,16500000.0,16500000.0
Share Issued,16500000.0,16500000.0,16500000.0
Net Debt,,,1443095.0
Total Debt,116018.0,1964143.0,2190955.0
Tangible Book Value,2808390.0,1015461.0,738425.0
Invested Capital,2814654.0,2827768.0,2929380.0
Working Capital,1716722.0,243571.0,1097240.0
Net Tangible Assets,2808390.0,1015461.0,738425.0
Capital Lease Obligations,116018.0,158481.0,0.0
Common Stock Equity,2814654.0,1022106.0,738425.0
Total Capitalization,2814654.0,1022106.0,1238035.0
Total Equity Gross Minority Interest,2814654.0,1022106.0,738425.0
Stockholders Equity,2814654.0,1022106.0,738425.0
Other Equity Interest,-1500.0,-1500.0,-1500.0
Gains Losses Not Affecting Retained Earnings,-57579.0,-178658.0,-47858.0
Other Equity Adjustments,-57579.0,-178658.0,-47858.0
Retained Earnings,1662139.0,-9330.0,-423811.0
Additional Paid In Capital,1210094.0,1210094.0,1210094.0
Capital Stock,1500.0,1500.0,1500.0
Common Stock,1500.0,1500.0,1500.0
Total Liabilities Net Minority Interest,2526881.0,7340690.0,6051094.0
Total Non Current Liabilities Net Minority Interest,40689.0,90806.0,499610.0
Long Term Debt And Capital Lease Obligation,40689.0,90806.0,499610.0
Long Term Capital Lease Obligation,40689.0,90806.0,0.0
Long Term Debt,,,499610.0
Current Liabilities,2486192.0,7249884.0,5551484.0
Other Current Liabilities,26513.0,,
Current Deferred Liabilities,0.0,4439871.0,2606769.0
Current Deferred Revenue,0.0,4439871.0,2606769.0
Current Debt And Capital Lease Obligation,75329.0,1873337.0,1691345.0
Current Capital Lease Obligation,75329.0,67675.0,0.0
Current Debt,,1805662.0,1691345.0
Line Of Credit,0.0,1805662.0,1691345.0
Payables And Accrued Expenses,2384350.0,936676.0,1253370.0
Payables,2384350.0,936676.0,1253370.0
Other Payable,5724.0,7978.0,6207.0
Dueto Related Parties Current,106789.0,53982.0,392863.0
Total Tax Payable,2184246.0,871194.0,466718.0
Accounts Payable,87591.0,3522.0,387582.0
Total Assets,5341535.0,8362796.0,6789519.0
Total Non Current Assets,1138621.0,869341.0,140795.0
Non Current Deferred Assets,690336.0,447364.0,84577.0
Non Current Deferred Taxes Assets,142957.0,116119.0,84577.0
Goodwill And Other Intangible Assets,6264.0,6645.0,0.0
Other Intangible Assets,6264.0,6645.0,
Net PPE,442021.0,415332.0,56218.0
Accumulated Depreciation,-159786.0,-173920.0,-201431.0
Gross PPE,601807.0,589252.0,257649.0
Other Properties,193600.0,275391.0,156037.0
Machinery Furniture Equipment,394025.0,313209.0,100869.0
Buildings And Improvements,14182.0,652.0,743.0
Properties,0.0,0.0,0.0
Current Assets,4202914.0,7493455.0,6648724.0
Prepaid Assets,530215.0,2103706.0,117268.0
Inventory,187.0,1691036.0,2437810.0
Inventories Adjustments Allowances,-25666.0,0.0,
Finished Goods,187.0,454.0,0.0
Work In Process,0.0,1661609.0,2403077.0
Raw Materials,25666.0,28973.0,34733.0
Receivables,2347054.0,1733355.0,3345786.0
Other Receivables,167617.0,9641.0,24837.0
Duefrom Related Parties Current,514.0,18650.0,880808.0
Accounts Receivable,2178923.0,1705064.0,2440141.0
Allowance For Doubtful Accounts Receivable,-803170.0,-676281.0,-319592.0
Gross Accounts Receivable,2982093.0,2381345.0,2759733.0
Cash Cash Equivalents And Short Term Investments,1325458.0,1965358.0,747860.0
Cash And Cash Equivalents,1325458.0,1965358.0,747860.0
Cash Financial,1325458.0,1965358.0,747860.0
