,2024-07-31,2023-07-31,2022-04-30,2021-04-30,2020-04-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.0,0.0,0.27,
Total Unusual Items,0.0,,,,
Total Unusual Items Excluding Goodwill,0.0,,,,
Net Income From Continuing Operation Net Minority Interest,11927471.0,-3369146.0,-21044284.0,36581120.0,
Net Interest Income,6973538.0,7638786.0,10759065.0,10973013.0,
Interest Expense,3604169.0,3221930.0,999116.0,1008493.0,
Interest Income,10577707.0,10860716.0,11758181.0,11981506.0,
Normalized Income,11927471.0,-3369146.0,-21044284.0,36581120.0,
Net Income From Continuing And Discontinued Operation,11927471.0,-3369146.0,-21044284.0,36581120.0,
Diluted Average Shares,,13476584.0,13489926.0,13448941.0,13637188.0
Basic Average Shares,,13476584.0,13489926.0,13448941.0,13637188.0
Diluted EPS,,-0.25,-1.56,2.72,-0.66
Basic EPS,,-0.25,-1.56,2.72,-0.66
Diluted NI Availto Com Stockholders,11927471.0,-3369146.0,-21044284.0,36581120.0,
Net Income Common Stockholders,11927471.0,-3369146.0,-21044284.0,36581120.0,
Net Income,11927471.0,-3369146.0,-21044284.0,36581120.0,
Net Income Including Noncontrolling Interests,11927471.0,-3369146.0,-21044284.0,36581120.0,
Net Income Continuous Operations,11927471.0,-3369146.0,-21044284.0,36581120.0,
Pretax Income,11927471.0,-3369146.0,-21044284.0,36581120.0,
Special Income Charges,0.0,,,,
Restructuring And Mergern Acquisition,0.0,,,,
Gain On Sale Of Security,-3174024.0,-6220202.0,805867.0,2090573.0,
Operating Expense,254515.0,231026.0,262467.0,233297.0,
Other Operating Expenses,-1515.0,17794.0,23760.0,26432.0,
Selling General And Administration,256030.0,213232.0,238707.0,206865.0,
General And Administrative Expense,256030.0,213232.0,238707.0,206865.0,
Total Revenue,12181986.0,-3138120.0,-20781817.0,36814417.0,
Operating Revenue,12181986.0,-3138120.0,-20781817.0,36814417.0,
