,2024-03-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,1497000.0,1487000.0,1435000.0,1381000.0,
Ordinary Shares Number,37212000.0,37229000.0,36170000.0,35882000.0,
Share Issued,38709000.0,38716000.0,37605000.0,37263000.0,
Net Debt,91407000.0,2069000.0,4035000.0,,10631000.0
Total Debt,123471000.0,27502000.0,29784000.0,34232000.0,
Tangible Book Value,-64608000.0,-46020000.0,-37490000.0,-17498000.0,
Invested Capital,154292000.0,78633000.0,90620000.0,116335000.0,
Working Capital,126198000.0,23469000.0,36680000.0,43622000.0,
Net Tangible Assets,25665000.0,34257000.0,34541000.0,35165000.0,
Capital Lease Obligations,7710000.0,6411000.0,8069000.0,10008000.0,
Common Stock Equity,38531000.0,57542000.0,68905000.0,92111000.0,
Preferred Stock Equity,90273000.0,80277000.0,72031000.0,52663000.0,
Total Capitalization,242614000.0,137819000.0,152339000.0,162884000.0,
Total Equity Gross Minority Interest,128909000.0,137921000.0,141014000.0,144860000.0,
Minority Interest,105000.0,102000.0,78000.0,86000.0,
Stockholders Equity,128804000.0,137819000.0,140936000.0,144774000.0,
Gains Losses Not Affecting Retained Earnings,-985000.0,-616000.0,-1210000.0,391000.0,
Other Equity Adjustments,-985000.0,-616000.0,-1210000.0,391000.0,
Foreign Currency Translation Adjustments,,-616000.0,-1210000.0,391000.0,399000.0
Treasury Stock,8682000.0,8651000.0,8510000.0,8299000.0,
Retained Earnings,-154796000.0,-146281000.0,-140806000.0,-134437000.0,
Additional Paid In Capital,202607000.0,212703000.0,219055000.0,234083000.0,
Capital Stock,90660000.0,80664000.0,72407000.0,53036000.0,
Common Stock,387000.0,387000.0,376000.0,373000.0,
Preferred Stock,90273000.0,80277000.0,72031000.0,52663000.0,
Total Liabilities Net Minority Interest,179771000.0,80168000.0,77042000.0,85007000.0,
Total Non Current Liabilities Net Minority Interest,136181000.0,21612000.0,32516000.0,40719000.0,
Other Non Current Liabilities,2496000.0,2422000.0,1788000.0,706000.0,
Employee Benefits,,,,,4714000.0
Non Current Pension And Other Postretirement Benefit Plans,,,,,4714000.0
Tradeand Other Payables Non Current,4597000.0,4533000.0,4365000.0,4887000.0,
Non Current Deferred Liabilities,9357000.0,9749000.0,9332000.0,9648000.0,
Non Current Deferred Revenue,4892000.0,4956000.0,4431000.0,4428000.0,
Non Current Deferred Taxes Liabilities,4465000.0,4793000.0,4901000.0,5220000.0,
Long Term Debt And Capital Lease Obligation,119731000.0,4908000.0,17031000.0,25478000.0,
Long Term Capital Lease Obligation,5921000.0,4908000.0,5628000.0,7368000.0,
Long Term Debt,113810000.0,,11403000.0,18110000.0,23179000.0
Current Liabilities,43590000.0,58556000.0,44526000.0,44288000.0,
Other Current Liabilities,827000.0,579000.0,805000.0,1397000.0,
Current Deferred Liabilities,5842000.0,5666000.0,6376000.0,6519000.0,
Current Deferred Revenue,5842000.0,5666000.0,6376000.0,6519000.0,
Current Debt And Capital Lease Obligation,3740000.0,22594000.0,12753000.0,8754000.0,
Current Capital Lease Obligation,1789000.0,1503000.0,2441000.0,2640000.0,
Current Debt,1951000.0,21091000.0,10312000.0,6114000.0,
Other Current Borrowings,1951000.0,11061000.0,4603000.0,6114000.0,
Line Of Credit,0.0,10030000.0,5709000.0,0.0,
Pensionand Other Post Retirement Benefit Plans Current,8956000.0,6721000.0,7153000.0,6644000.0,
Current Provisions,1138000.0,965000.0,745000.0,1146000.0,
Payables And Accrued Expenses,24225000.0,22996000.0,17439000.0,20974000.0,
Current Accrued Expenses,4200000.0,3761000.0,2737000.0,3226000.0,
Payables,20025000.0,19235000.0,14702000.0,17748000.0,
