,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,4890905.0,4890905.0,4890905.0
Share Issued,4890905.0,4890905.0,4890905.0
Net Debt,51930531.0,21701437.0,14002156.0
Total Debt,56384039.0,26663653.0,14273531.0
Tangible Book Value,-43422456.0,-6631291.0,5210246.0
Invested Capital,8584953.0,15293180.0,19417680.0
Working Capital,-57575832.0,-16403979.0,-2324774.0
Net Tangible Assets,-43422456.0,-6631291.0,5210246.0
Capital Lease Obligations,4376630.0,4739182.0,66097.0
Common Stock Equity,-43422456.0,-6631291.0,5210246.0
Total Capitalization,-41969894.0,1409709.0,16424604.0
Total Equity Gross Minority Interest,-43422456.0,-6631291.0,5210246.0
Stockholders Equity,-43422456.0,-6631291.0,5210246.0
Retained Earnings,-74844476.0,-38046057.0,-25777841.0
Additional Paid In Capital,31421953.0,31414699.0,30988020.0
Capital Stock,67.0,67.0,67.0
Common Stock,67.0,67.0,67.0
Total Liabilities Net Minority Interest,69690688.0,34590398.0,19687554.0
Total Non Current Liabilities Net Minority Interest,6842046.0,12737042.0,11649893.0
Derivative Product Liabilities,2307560.0,433000.0,0.0
Non Current Accrued Expenses,0.0,977316.0,422089.0
Long Term Debt And Capital Lease Obligation,4534486.0,11326726.0,11227804.0
Long Term Capital Lease Obligation,3081924.0,3285726.0,13446.0
Long Term Debt,1452562.0,8041000.0,11214358.0
Current Liabilities,62848642.0,21853356.0,8037661.0
Other Current Liabilities,1827013.0,997363.0,849867.0
Current Debt And Capital Lease Obligation,51849553.0,15336927.0,3045727.0
Current Capital Lease Obligation,1294706.0,1453456.0,52651.0
Current Debt,50554847.0,13883471.0,2993076.0
Other Current Borrowings,36283891.0,,2993076.0
Current Notes Payable,14270956.0,13883471.0,
Payables And Accrued Expenses,9172076.0,5519066.0,4142067.0
Current Accrued Expenses,2474296.0,1077915.0,734883.0
Interest Payable,1152998.0,88065.0,50556.0
Payables,6697780.0,4441151.0,3407184.0
Total Tax Payable,1468994.0,1287728.0,1642668.0
Accounts Payable,5228786.0,3153423.0,1764516.0
Total Assets,26268232.0,27959107.0,24897800.0
Total Non Current Assets,20995422.0,22509730.0,19184913.0
Other Non Current Assets,44817.0,121087.0,121087.0
Investments And Advances,10864000.0,10864000.0,10864000.0
Long Term Equity Investment,10864000.0,10864000.0,10864000.0
Net PPE,10086605.0,11524643.0,8199826.0
Accumulated Depreciation,-7171845.0,-5730810.0,-4403067.0
Gross PPE,17258450.0,17255453.0,12602893.0
Leases,7378639.0,7350908.0,6368027.0
Construction In Progress,11500.0,128598.0,412179.0
Other Properties,3658493.0,3841480.0,
Machinery Furniture Equipment,6209818.0,5934467.0,5822687.0
Properties,0.0,0.0,0.0
Current Assets,5272810.0,5449377.0,5712887.0
Other Current Assets,1717650.0,1089734.0,956232.0
Inventory,2756350.0,3641895.0,4326906.0
Finished Goods,531302.0,877847.0,1116837.0
Work In Process,989712.0,1233462.0,1258185.0
Raw Materials,1235336.0,1530586.0,1951884.0
Receivables,721932.0,494714.0,224471.0
Accounts Receivable,721932.0,494714.0,224471.0
Cash Cash Equivalents And Short Term Investments,76878.0,223034.0,205278.0
Cash And Cash Equivalents,76878.0,223034.0,205278.0
Cash Financial,76878.0,223034.0,205278.0
