,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,,48445.0,48445.0
Ordinary Shares Number,23812329.0,23643934.0,23478072.0
Share Issued,23812329.0,23692379.0,23526517.0
Total Debt,4931000.0,5213000.0,6146000.0
Tangible Book Value,48435000.0,62082000.0,90581000.0
Invested Capital,49009000.0,62742000.0,91014000.0
Working Capital,27632000.0,35268000.0,51149000.0
Net Tangible Assets,48435000.0,62082000.0,90581000.0
Capital Lease Obligations,4726000.0,4948000.0,6106000.0
Common Stock Equity,48804000.0,62477000.0,90974000.0
Total Capitalization,48804000.0,62477000.0,90974000.0
Total Equity Gross Minority Interest,48804000.0,62477000.0,90974000.0
Stockholders Equity,48804000.0,62477000.0,90974000.0
Gains Losses Not Affecting Retained Earnings,-2073000.0,-1010000.0,-1200000.0
Other Equity Adjustments,-2073000.0,-1010000.0,-1200000.0
Treasury Stock,0.0,0.0,0.0
Retained Earnings,-112469000.0,-92018000.0,-62927000.0
Additional Paid In Capital,155413000.0,155268000.0,154866000.0
Capital Stock,238000.0,237000.0,235000.0
Common Stock,238000.0,237000.0,235000.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,19869000.0,11561000.0,12403000.0
Total Non Current Liabilities Net Minority Interest,3675000.0,3970000.0,4962000.0
Non Current Accrued Expenses,,,0.0
Non Current Deferred Liabilities,137000.0,20000.0,19000.0
Non Current Deferred Taxes Liabilities,137000.0,20000.0,19000.0
Long Term Debt And Capital Lease Obligation,3538000.0,3950000.0,4943000.0
Long Term Capital Lease Obligation,3538000.0,3950000.0,4943000.0
Long Term Debt,,,44000.0
Current Liabilities,16194000.0,7591000.0,7441000.0
Other Current Liabilities,1178000.0,,
Current Deferred Liabilities,7380000.0,1344000.0,1779000.0
Current Deferred Revenue,7380000.0,1344000.0,1779000.0
Current Debt And Capital Lease Obligation,1393000.0,1263000.0,1203000.0
Current Capital Lease Obligation,1188000.0,998000.0,1163000.0
Current Debt,205000.0,265000.0,40000.0
Other Current Borrowings,,,40000.0
Current Notes Payable,205000.0,265000.0,40000.0
Current Provisions,,,851000.0
Payables And Accrued Expenses,6986000.0,4984000.0,4459000.0
Current Accrued Expenses,845000.0,2404000.0,2856000.0
Payables,6141000.0,2580000.0,1603000.0
Accounts Payable,4140000.0,2580000.0,1603000.0
Total Assets,68673000.0,74038000.0,103377000.0
Total Non Current Assets,24847000.0,31179000.0,44787000.0
Non Current Deferred Assets,,,0.0
Non Current Deferred Taxes Assets,,,0.0
Non Current Note Receivables,,,0.0
Goodwill And Other Intangible Assets,369000.0,395000.0,393000.0
Net PPE,24478000.0,30784000.0,44394000.0
Accumulated Depreciation,-234211000.0,-226717000.0,-232580000.0
Gross PPE,258689000.0,257501000.0,276974000.0
Other Properties,222252000.0,222004000.0,237965000.0
Machinery Furniture Equipment,22997000.0,20341000.0,22939000.0
Properties,13440000.0,15156000.0,16070000.0
Current Assets,43826000.0,42859000.0,58590000.0
Other Current Assets,1247000.0,1240000.0,
Restricted Cash,5000000.0,5000000.0,5000000.0
Prepaid Assets,2271000.0,1101000.0,4709000.0
Receivables,16440000.0,9877000.0,7343000.0
Other Receivables,8468000.0,972000.0,
Notes Receivable,,,0.0
Accounts Receivable,7972000.0,8905000.0,7343000.0
Allowance For Doubtful Accounts Receivable,-250000.0,-250000.0,-250000.0
Gross Accounts Receivable,8222000.0,9155000.0,7593000.0
Cash Cash Equivalents And Short Term Investments,18868000.0,25641000.0,41538000.0
Other Short Term Investments,265000.0,265000.0,583000.0
Cash And Cash Equivalents,18603000.0,25376000.0,40955000.0
