,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,24666.74372,-617934.889435,-251160.0,0.0,
Tax Rate For Calcs,0.075898,0.222359,0.21,0.27,
Normalized EBITDA,27791000.0,14726000.0,5528000.0,1190000.0,
Total Unusual Items,325000.0,-2779000.0,-1196000.0,0.0,
Total Unusual Items Excluding Goodwill,325000.0,-2779000.0,-1196000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,11993000.0,633000.0,-1703000.0,-8705000.0,
Reconciled Depreciation,12204000.0,8807000.0,5325000.0,5512000.0,
Reconciled Cost Of Revenue,164311000.0,161216000.0,140034000.0,111508000.0,
EBITDA,28116000.0,11947000.0,4332000.0,1190000.0,
EBIT,15912000.0,3140000.0,-993000.0,-4322000.0,
Net Interest Income,-965000.0,189000.0,1360000.0,-2854000.0,
Interest Expense,2934000.0,2326000.0,524000.0,4013000.0,
Interest Income,1969000.0,2515000.0,1884000.0,1159000.0,
Normalized Income,11692666.74372,2794065.110565,-758160.0,-8705000.0,
Net Income From Continuing And Discontinued Operation,11993000.0,633000.0,-1703000.0,-8705000.0,
Total Expenses,254752000.0,240102000.0,206663000.0,175644000.0,
Total Operating Income As Reported,14169000.0,760000.0,-2657000.0,-8705000.0,
Diluted Average Shares,74172098.0,72514634.0,79033333.0,66950000.0,
Basic Average Shares,72819220.0,71978901.0,79033333.0,66950000.0,
Diluted EPS,0.15,0.000138,-0.03,-0.14,
Basic EPS,0.16,0.000139,-0.03,-0.14,
Diluted NI Availto Com Stockholders,11415000.0,10000.0,-2371000.0,-9373000.0,
Net Income Common Stockholders,11415000.0,10000.0,-2371000.0,-9373000.0,
Preferred Stock Dividends,578000.0,623000.0,668000.0,668000.0,
Net Income,11993000.0,633000.0,-1703000.0,-8705000.0,
Net Income Including Noncontrolling Interests,11993000.0,633000.0,-1703000.0,-8705000.0,
Net Income Continuous Operations,11993000.0,633000.0,-1703000.0,-8705000.0,
Tax Provision,985000.0,181000.0,186000.0,370000.0,
Pretax Income,12978000.0,814000.0,-1517000.0,-8335000.0,
Other Income Expense,99000.0,-2914000.0,-1416000.0,3224000.0,
Other Non Operating Income Expenses,-226000.0,-135000.0,-220000.0,3224000.0,
Special Income Charges,325000.0,-2779000.0,-1196000.0,0.0,
Other Special Charges,-1522000.0,-362000.0,1196000.0,,19810000.0
Restructuring And Mergern Acquisition,1197000.0,3141000.0,0.0,0.0,
Net Non Operating Interest Income Expense,-965000.0,189000.0,1360000.0,-2854000.0,
Interest Expense Non Operating,2934000.0,2326000.0,524000.0,4013000.0,
Interest Income Non Operating,1969000.0,2515000.0,1884000.0,1159000.0,
Operating Income,13844000.0,3539000.0,-1461000.0,-8705000.0,
Operating Expense,88807000.0,77697000.0,65656000.0,62731000.0,
Depreciation Amortization Depletion Income Statement,10570000.0,7618000.0,4352000.0,4107000.0,
Depreciation And Amortization In Income Statement,10570000.0,7618000.0,4352000.0,4107000.0,
Research And Development,16532000.0,20726000.0,21877000.0,15935000.0,
Selling General And Administration,61705000.0,49353000.0,39427000.0,42689000.0,
Selling And Marketing Expense,20310000.0,12427000.0,8908000.0,6935000.0,
General And Administrative Expense,41395000.0,36926000.0,30519000.0,35754000.0,
Other Gand A,41395000.0,36926000.0,30519000.0,35754000.0,
Gross Profit,102651000.0,81236000.0,64195000.0,54026000.0,
Cost Of Revenue,165945000.0,162405000.0,141007000.0,112913000.0,
Total Revenue,268596000.0,243641000.0,205202000.0,166939000.0,
Operating Revenue,268596000.0,243641000.0,205202000.0,166939000.0,
