,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,
Normalized EBITDA,-20097375.0,-10445441.0,-18419092.0,-9926004.0,
Total Unusual Items,6769035.0,854400.0,5739809.0,-1756458.0,
Total Unusual Items Excluding Goodwill,6769035.0,854400.0,5739809.0,-1756458.0,
Net Income From Continuing Operation Net Minority Interest,-6992521.0,-9947059.0,-8267891.0,-14286442.0,
Reconciled Depreciation,696425.0,1362249.0,1290480.0,844438.0,
Reconciled Cost Of Revenue,2414541.0,7834011.0,13115037.0,4544832.0,
EBITDA,-13328340.0,-9591041.0,-12679283.0,-11682462.0,
EBIT,-14024765.0,-10953290.0,-13969763.0,-12526900.0,
Net Interest Income,176301.0,75332.0,7200.0,13675.0,
Interest Expense,,,,,115830.0
Interest Income,176301.0,75332.0,7200.0,13675.0,
Normalized Income,-13761556.0,-10801459.0,-14007700.0,-12529984.0,
Net Income From Continuing And Discontinued Operation,-6992521.0,-9947059.0,-8267891.0,-14286442.0,
Total Expenses,17456185.0,24320733.0,32138440.0,21554638.0,
Total Operating Income As Reported,-14024765.0,-10953290.0,-13969763.0,-13348641.0,
Diluted Average Shares,3966026.0,653771.0,448385.0,345849.0,
Basic Average Shares,3966026.0,653771.0,448385.0,345849.0,
Diluted EPS,-1.82,-15.21,-18.6,-41.4,
Basic EPS,-1.82,-15.21,-18.6,-41.4,
Diluted NI Availto Com Stockholders,-7225608.0,-9947059.0,-8377996.0,-14286442.0,
Net Income Common Stockholders,-7225608.0,-9947059.0,-8377996.0,-14286442.0,
Otherunder Preferred Stock Dividend,233087.0,0.0,110105.0,0.0,
Net Income,-6992521.0,-9947059.0,-8267891.0,-14286442.0,
Minority Interests,95785.0,75857.0,2168.0,-8003.0,
Net Income Including Noncontrolling Interests,-7088306.0,-10022916.0,-8270059.0,-14278439.0,
Net Income Continuous Operations,-7088306.0,-10022916.0,-8270059.0,-14278439.0,
Tax Provision,0.0,0.0,0.0,0.0,
Pretax Income,-7088306.0,-10022916.0,-8270059.0,-14278439.0,
Other Income Expense,6760158.0,855042.0,5692504.0,-1765214.0,
Other Non Operating Income Expenses,-8877.0,642.0,-47305.0,-8756.0,
Special Income Charges,,0.0,0.0,-1756458.0,0.0
Other Special Charges,,,,934717.0,
Impairment Of Capital Assets,,,0.0,821741.0,
Restructuring And Mergern Acquisition,,0.0,1668112.0,0.0,
Gain On Sale Of Security,6769035.0,854400.0,5739809.0,,
Net Non Operating Interest Income Expense,176301.0,75332.0,7200.0,13675.0,
Total Other Finance Cost,,,,-13675.0,115830.0
Interest Expense Non Operating,,,,,115830.0
Interest Income Non Operating,176301.0,75332.0,7200.0,13675.0,
Operating Income,-14024765.0,-10953290.0,-13969763.0,-12526900.0,
Operating Expense,15041644.0,16486722.0,19023403.0,17009806.0,
Depreciation Amortization Depletion Income Statement,,,,844438.0,285730.0
Depreciation And Amortization In Income Statement,,,,844438.0,285730.0
Research And Development,3593750.0,3735078.0,3926043.0,4164434.0,
Selling General And Administration,11447894.0,12751644.0,15097360.0,12845372.0,
Gross Profit,1016879.0,5533432.0,5053640.0,4482906.0,
Cost Of Revenue,2414541.0,7834011.0,13115037.0,4544832.0,
Total Revenue,3431420.0,13367443.0,18168677.0,9027738.0,
Operating Revenue,3431420.0,13367443.0,18168677.0,9027738.0,
